n_1,n_2,n_3,sigma_e,sigma_p,pi,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,n_sims
40,250,2500,0.8,0.8,0.17026230863197309,-30.209478902054105,-1.12424042209103,0.5365648137311664,0,54,0,446,NA
40,250,2500,0.8,0.8,0.17997198453830315,-28.46284357420402,1.1404835202221588,2.065818310806104,0,53,0,447,NA
40,250,2500,0.8,0.8,0.1900678398849502,-27.583147333959626,1.0748877323347248,2.664381434227041,0,50,0,450,NA
40,250,2500,0.8,0.8,0.1998390882015514,-27.565422400289282,0.29175901746116145,1.8999223275762338,0,60,0,440,NA
40,250,2500,0.8,0.95,0.009912299793487728,22.193385901747302,48.17744491123493,51.37651369927999,0,55,0,445,NA
40,250,2500,0.8,0.95,0.020076306911179623,-20.225544644855642,8.359323592897324,11.91859943536138,0,50,0,450,NA
40,250,2500,0.8,0.95,0.030014421461553767,-22.64155704124506,8.155350316309189,12.42861960818111,0,58,0,442,NA
40,250,2500,0.8,0.95,0.03984382321137399,-29.833444373312382,2.1277991710908806,4.73889466859068,0,61,0,439,NA
40,250,2500,0.8,0.95,0.04999999597153313,-31.13520912714105,2.2442319158384874,4.024110570121261,0,52,0,448,NA
40,250,2500,0.8,0.95,0.05995028303745747,-28.860344231771744,2.3854849358525927,5.705559277538328,0,58,0,442,NA
40,250,2500,0.8,0.95,0.07004357654639723,-30.158043497600882,1.0246190998747662,3.562108087744379,0,56,0,444,NA
40,250,2500,0.8,0.95,0.07985389946003679,-29.813263440435545,3.1457634927311675,4.245375472300671,0,64,0,436,NA
40,250,2500,0.8,0.95,0.09005769599673488,-29.93105264083695,1.7978737194177734,3.3157921001244555,0,68,0,432,NA
40,250,2500,0.8,0.95,0.10092145976379437,-31.660641350556546,-0.6475103297754572,0.9806040898975961,0,48,0,452,NA
40,250,2500,0.8,0.95,0.11010460386102104,-29.783377908946097,0.8822969515800996,2.4877578411204535,0,46,0,454,NA
40,250,2500,0.8,0.95,0.11995767669210997,-30.35365404478489,0.09316823669180813,1.350934689998982,0,47,0,453,NA
40,250,2500,0.8,0.95,0.1299855839797041,-30.13678777406014,-0.2601484673353917,1.278883926427926,0,58,0,442,NA
40,250,2500,0.8,0.95,0.14011042979399077,-30.326022447675026,-0.8314534204401749,1.072089777059412,0,58,0,442,NA
40,250,2500,0.8,0.95,0.15025204503364473,-27.308421223893117,2.3186053041859087,3.2954908968005614,0,37,0,463,NA
40,250,2500,0.8,0.95,0.16032946675383158,-28.163842436389846,0.3461494894536731,1.8130874318385182,0,55,0,445,NA
40,250,2500,0.8,0.95,0.17026230863197309,-28.614731397289074,1.0613391075952512,1.3665846075313675,0,56,0,444,NA
40,250,2500,0.8,0.95,0.17997198453830315,-27.98922166018843,0.405744479076212,1.229404282747609,0,49,0,451,NA
40,250,2500,0.8,0.95,0.1900678398849502,-27.500370154890568,0.8595166342911585,1.416570647185757,0,57,0,443,NA
40,250,2500,0.8,0.95,0.1998390882015514,-28.05883374027919,-0.2127492071699373,0.17207798431126173,0,58,0,442,NA
40,250,2500,0.8,0.99,0.009912299793487728,-23.46985708036607,1.8447399503692385,6.769265354344506,0,64,0,436,NA
40,250,2500,0.8,0.99,0.020076306911179623,-27.15955028554503,7.881862697525602,8.236210962545986,0,54,0,446,NA
40,250,2500,0.8,0.99,0.030014421461553767,-29.939687700394774,2.3602571172418303,5.7969121423299725,0,56,0,444,NA
40,250,2500,0.8,0.99,0.03984382321137399,-31.62603340099299,2.2193941661611336,2.7062906224162804,0,55,0,445,NA
40,250,2500,0.8,0.99,0.04999999597153313,-30.151575057627362,2.8157819971325573,4.448374673755571,0,51,0,449,NA
40,250,2500,0.8,0.99,0.05995028303745747,-30.918246622273752,1.3300907574102654,2.123688478217551,0,57,0,443,NA
40,250,2500,0.8,0.99,0.07004357654639723,-30.717556412637116,0.2942817816837587,1.7306873152917337,0,49,0,451,NA
40,250,2500,0.8,0.99,0.07985389946003679,-31.896264881412,-0.21669995971423592,0.3405726446165894,0,52,0,448,NA
40,250,2500,0.8,0.99,0.09005769599673488,-30.83817881412852,0.10145753731218675,1.0731449706465075,0,50,0,450,NA
40,250,2500,0.8,0.99,0.10092145976379437,-30.296373836685085,0.5256124934193405,1.2045029588385838,0,47,0,453,NA
40,250,2500,0.8,0.99,0.11010460386102104,-30.18984998603543,-0.5851615733396708,0.44485630735418247,0,55,0,445,NA
40,250,2500,0.8,0.99,0.11995767669210997,-29.58916119929936,1.4309534224911404,1.6378470574631738,0,45,0,455,NA
40,250,2500,0.8,0.99,0.1299855839797041,-29.063799896257294,1.1668591741280445,1.1671544078043694,0,52,0,448,NA
40,250,2500,0.8,0.99,0.14011042979399077,-29.571229066461164,0.2396131623632717,0.4697841934293026,0,57,0,443,NA
40,250,2500,0.8,0.99,0.15025204503364473,-28.95783058047466,-0.15858966611612318,0.5583772574353562,0,55,0,445,NA
40,250,2500,0.8,0.99,0.16032946675383158,-29.284901433867446,-0.8826420029812333,-0.8440083958851583,0,57,0,443,NA
40,250,2500,0.8,0.99,0.17026230863197309,-28.29001366818452,0.20733007621760677,0.500185429248641,0,48,0,452,NA
40,250,2500,0.8,0.99,0.17997198453830315,-27.79057937021761,1.1349214720557734,0.807195310971518,0,46,0,454,NA
40,250,2500,0.8,0.99,0.1900678398849502,-26.963145382545136,1.6970239385724477,1.5705034903901014,0,45,0,455,NA
40,250,2500,0.8,0.99,0.1998390882015514,-27.277866269333277,0.9715937504863847,0.9709820951275263,0,65,0,435,NA
40,250,2500,0.99,0.8,0.009912299793487728,61.89398988177578,87.68556326898947,90.56690682873369,0,49,0,451,NA
40,250,2500,0.99,0.8,0.020076306911179623,-1.7820629924252553,21.60146649087817,25.081284828647533,0,53,0,447,NA
40,250,2500,0.99,0.8,0.030014421461553767,-20.690514493750698,5.184093309789425,8.39993509728368,0,66,0,434,NA
40,250,2500,0.99,0.8,0.03984382321137399,-25.60025332625511,3.6386347268016546,7.171904104534912,0,62,0,438,NA
40,250,2500,0.99,0.8,0.04999999597153313,-25.686701921481664,3.3643849606038727,6.92244226357846,0,64,0,436,NA
40,250,2500,0.99,0.8,0.05995028303745747,-37.40528973216011,-9.459090715394115,-5.11143917927825,0,47,0,453,NA
40,250,2500,0.99,0.8,0.07004357654639723,-31.036634243410287,-0.2351604516332803,2.659484690637565,0,67,0,433,NA
40,250,2500,0.99,0.8,0.07985389946003679,-31.675844580614047,-1.6923125328443474,1.6763031287329107,0,55,0,445,NA
40,250,2500,0.99,0.8,0.09005769599673488,-29.836698015062332,1.4543062045998072,3.7642183975823706,0,52,0,448,NA
40,250,2500,0.99,0.8,0.10092145976379437,-29.37040712693266,0.756345496640191,3.9728830136086124,0,53,0,447,NA
40,250,2500,0.99,0.8,0.11010460386102104,-29.931351440905537,0.1379362719753738,3.2153856298912897,0,53,0,447,NA
40,250,2500,0.99,0.8,0.11995767669210997,-30.45983412522821,-0.998102469874917,2.063295063350533,0,44,0,456,NA
40,250,2500,0.99,0.8,0.1299855839797041,-31.057939031529177,-0.7655994614433832,0.997984001501779,0,43,0,457,NA
40,250,2500,0.99,0.8,0.14011042979399077,-31.453513605428828,-2.2781390246942013,0.6195481516447803,0,43,0,457,NA
40,250,2500,0.99,0.8,0.15025204503364473,-29.463002547100007,-0.3664286571494651,1.3179653662041968,0,47,0,453,NA
40,250,2500,0.99,0.8,0.16032946675383158,-30.094583337691677,-0.9092694703815365,1.2478708400490675,0,42,0,458,NA
40,250,2500,0.99,0.8,0.17026230863197309,-30.161526567051638,-1.2310235344736007,0.558401110308702,0,52,0,448,NA
40,250,2500,0.99,0.8,0.17997198453830315,-29.18938624260676,-0.26999339355354846,1.4998338206389672,0,51,0,449,NA
40,250,2500,0.99,0.8,0.1900678398849502,-28.135283686679067,-0.306659442686614,1.2100761250679535,0,48,0,452,NA
40,250,2500,0.99,0.8,0.1998390882015514,-27.801548280365303,-0.17446412879531556,1.7267565391666537,0,56,0,444,NA
40,250,2500,0.99,0.95,0.009912299793487728,7.499661504892379,36.53385485796516,36.10645456942425,0,58,0,442,NA
40,250,2500,0.99,0.95,0.020076306911179623,-22.675071408623513,4.315228825427197,9.289361435458664,0,50,0,450,NA
40,250,2500,0.99,0.95,0.030014421461553767,-26.486942707452982,4.810311459237803,8.183101196694576,0,53,0,447,NA
40,250,2500,0.99,0.95,0.03984382321137399,-29.560645269150466,2.8325136955562797,5.935275002631445,0,63,0,437,NA
40,250,2500,0.99,0.95,0.04999999597153313,-34.69511608600556,-3.2721141650332113,-0.011824789954503563,0,45,0,455,NA
40,250,2500,0.99,0.95,0.05995028303745747,-33.33408336779905,-2.026930917874835,1.2113916802709026,0,56,0,444,NA
40,250,2500,0.99,0.95,0.07004357654639723,-30.653457963091853,1.4549198731400343,3.5229743121386417,0,55,0,445,NA
40,250,2500,0.99,0.95,0.07985389946003679,-31.606622830579163,-0.6779403816880453,1.921159991303124,0,56,0,444,NA
40,250,2500,0.99,0.95,0.09005769599673488,-31.48357788328757,-0.5632812660058744,1.4724699598188276,0,49,0,451,NA
40,250,2500,0.99,0.95,0.10092145976379437,-31.26856713603037,0.1032995062098758,1.319574351086359,0,42,0,458,NA
40,250,2500,0.99,0.95,0.11010460386102104,-31.689015041327888,-1.607338425598592,0.21913628611924615,0,52,0,448,NA
40,250,2500,0.99,0.95,0.11995767669210997,-30.348523573403106,-0.5284945602223922,1.3545519634261634,0,53,0,447,NA
40,250,2500,0.99,0.95,0.1299855839797041,-30.28963683716539,-0.10629649800709741,0.9887340099846775,0,59,0,441,NA
40,250,2500,0.99,0.95,0.14011042979399077,-29.976682150198094,-0.37601989748659775,0.4799624047890254,0,51,0,449,NA
40,250,2500,0.99,0.95,0.15025204503364473,-29.708950248149367,-0.45868315719311126,0.5564774476705874,0,47,0,453,NA
40,250,2500,0.99,0.95,0.16032946675383158,-28.386167308074075,0.36504106945678183,1.437020658694831,0,52,0,448,NA
40,250,2500,0.99,0.95,0.17026230863197309,-28.949809796691266,-0.28313249575029314,0.7042957013047126,0,58,0,442,NA
40,250,2500,0.99,0.95,0.17997198453830315,-28.558752348674798,-0.5714418900791988,0.5892720012390847,0,61,0,439,NA
40,250,2500,0.99,0.95,0.1900678398849502,-28.044525396012588,0.07525173398508474,0.6421242924491999,0,46,0,454,NA
40,250,2500,0.99,0.95,0.1998390882015514,-27.68369603442718,-0.03628115708726254,0.8802273018694309,0,52,0,448,NA
40,250,2500,0.99,0.99,0.009912299793487728,-24.979898835949086,6.0706258469391186,10.360820624580052,0,54,0,446,NA
40,250,2500,0.99,0.99,0.020076306911179623,-35.11446951339896,-1.5988264166502335,0.5931781518898804,0,59,0,441,NA
40,250,2500,0.99,0.99,0.030014421461553767,-33.906064330805656,0.07414483574360148,0.9368922902296383,0,50,0,450,NA
40,250,2500,0.99,0.99,0.03984382321137399,-32.90290338434371,0.5511360045972996,1.4788530050811028,0,69,0,431,NA
40,250,2500,0.99,0.99,0.04999999597153313,-32.595159279674455,-0.5997337872836743,0.9091862436118079,0,52,0,448,NA
40,250,2500,0.99,0.99,0.05995028303745747,-31.949524623155636,0.0026580910072493604,1.2907397031040218,0,53,0,447,NA
40,250,2500,0.99,0.99,0.07004357654639723,-33.03482310792071,-1.287853333278904,-0.7142427821510147,0,53,0,447,NA
40,250,2500,0.99,0.99,0.07985389946003679,-31.64103680063352,-0.14823978794417295,0.3430480377996178,0,50,0,450,NA
40,250,2500,0.99,0.99,0.09005769599673488,-30.112367334146988,1.068115619137784,1.5129988000581558,0,58,0,442,NA
40,250,2500,0.99,0.99,0.10092145976379437,-30.61162090371475,0.27942069267609276,0.8049569641441757,0,52,0,448,NA
40,250,2500,0.99,0.99,0.11010460386102104,-30.68845877986239,-0.5032306433377892,0.04352279262444525,0,54,0,446,NA
40,250,2500,0.99,0.99,0.11995767669210997,-29.735581554827878,0.30727536033651615,0.6911066158576387,0,61,0,439,NA
40,250,2500,0.99,0.99,0.1299855839797041,-29.941859162917133,-0.10810251960542334,0.23366147172570748,0,48,0,452,NA
40,250,2500,0.99,0.99,0.14011042979399077,-29.52912523406339,0.5001867525461146,0.741334981994974,0,49,0,451,NA
40,250,2500,0.99,0.99,0.15025204503364473,-29.039278439518675,0.3813282035610909,0.6939567355927724,0,53,0,447,NA
40,250,2500,0.99,0.99,0.16032946675383158,-28.84830028883873,0.10403666707513524,0.3977155719336076,0,57,0,443,NA
40,250,2500,0.99,0.99,0.17026230863197309,-28.44513293826359,0.15231004545382917,0.4232090376857355,0,47,0,453,NA
40,250,2500,0.99,0.99,0.17997198453830315,-28.274212485241335,-0.02434152388628091,0.3186326290451293,0,63,0,437,NA
40,250,2500,0.99,0.99,0.1900678398849502,-28.373712210853963,-0.3665843615506639,-0.2591588908898138,0,50,0,450,NA
40,250,2500,0.99,0.99,0.1998390882015514,-27.35995449828115,0.6184343193728408,0.6583068725374802,0,51,0,449,NA
250,250,2500,0.8,0.8,0.009912299793487728,99.20797088242227,129.75902470920795,125.36406054883795,0,55,0,445,NA
250,250,2500,0.8,0.8,0.020076306911179623,26.413810909717032,55.24626780048089,54.523671116085794,0,56,0,444,NA
250,250,2500,0.8,0.8,0.030014421461553767,-2.0994410624954667,26.138520781256222,26.346895343900087,0,61,0,439,NA
250,250,2500,0.8,0.8,0.03984382321137399,-16.035978834413633,8.357739372591436,13.247892643346967,0,40,0,460,NA
250,250,2500,0.8,0.8,0.04999999597153313,-19.44896356375554,9.757002291850997,14.131244214289715,0,55,0,445,NA
250,250,2500,0.8,0.8,0.05995028303745747,-23.056940968208483,5.437713346016271,7.993219688558838,0,37,0,463,NA
250,250,2500,0.8,0.8,0.07004357654639723,-27.893550751591984,-1.4525215684280013,3.7757436267797417,0,57,0,443,NA
250,250,2500,0.8,0.8,0.07985389946003679,-31.178717002747153,-1.9574776604073223,1.6129840406624847,0,49,0,451,NA
250,250,2500,0.8,0.8,0.09005769599673488,-32.726466986843384,-3.424076705571267,0.5957260743457431,0,52,0,448,NA
250,250,2500,0.8,0.8,0.10092145976379437,-29.448114877106207,0.08711132703883245,3.258415467125168,0,48,0,452,NA
250,250,2500,0.8,0.8,0.11010460386102104,-30.877329874530172,-1.6669174016590116,1.4528774989232216,0,49,0,451,NA
250,250,2500,0.8,0.8,0.11995767669210997,-31.165928349552093,-1.4361552031063376,1.417684047348978,0,56,0,444,NA
250,250,2500,0.8,0.8,0.1299855839797041,-32.864723059185756,-3.9476205386034597,-1.3879297203184822,0,58,0,442,NA
250,250,2500,0.8,0.8,0.14011042979399077,-31.220648171463495,-2.4700505806910615,-0.18865174100071205,0,51,0,449,NA
250,250,2500,0.8,0.8,0.15025204503364473,-27.215303095043794,2.9279560624022123,4.17404248996097,0,53,0,447,NA
250,250,2500,0.8,0.8,0.16032946675383158,-31.467791831808743,-2.5519968643424247,-0.6922991671374987,0,54,0,446,NA
250,250,2500,0.8,0.8,0.17026230863197309,-30.10237032326597,-0.9092158111587669,0.3779914854285876,0,55,0,445,NA
250,250,2500,0.8,0.8,0.17997198453830315,-29.243991998187308,-1.032461208829473,1.0336421919977785,0,62,0,438,NA
250,250,2500,0.8,0.8,0.1900678398849502,-27.662702537049444,0.6075971620292623,1.685589126958728,0,58,0,442,NA
250,250,2500,0.8,0.8,0.1998390882015514,-28.209658337016098,-0.6326134469204229,0.8571265517006192,0,54,0,446,NA
250,250,2500,0.8,0.95,0.009912299793487728,25.989280930853937,50.3005064043748,54.888350650989715,0,54,0,446,NA
250,250,2500,0.8,0.95,0.020076306911179623,-25.04445859514113,3.841542410153227,6.776447496017114,0,60,0,440,NA
250,250,2500,0.8,0.95,0.030014421461553767,-27.687538208700474,1.3595820622652939,6.568323635264675,0,55,0,445,NA
250,250,2500,0.8,0.95,0.03984382321137399,-28.216557026046925,3.1601464039680667,6.063618534265991,0,59,0,441,NA
250,250,2500,0.8,0.95,0.04999999597153313,-32.60102074881554,-1.9310408169611122,1.262416922501034,0,51,0,449,NA
250,250,2500,0.8,0.95,0.05995028303745747,-31.773183062368833,-0.03378911545031114,2.473172029330797,0,40,0,460,NA
250,250,2500,0.8,0.95,0.07004357654639723,-31.91292810786818,-0.1173528013702436,2.1777412497366737,0,55,0,445,NA
250,250,2500,0.8,0.95,0.07985389946003679,-31.22361983447457,0.14429427290337582,2.267583867123969,0,42,0,458,NA
250,250,2500,0.8,0.95,0.09005769599673488,-33.01237439692033,-1.9861937589921492,-0.34154470846512147,0,62,0,438,NA
250,250,2500,0.8,0.95,0.10092145976379437,-31.35167804651013,-0.5936377729992414,1.2106646714589087,0,62,0,438,NA
250,250,2500,0.8,0.95,0.11010460386102104,-30.473800794938768,0.04837792547222007,1.568161906644847,0,52,0,448,NA
250,250,2500,0.8,0.95,0.11995767669210997,-30.197483861357036,0.15698695076913785,1.500635593415438,0,46,0,454,NA
250,250,2500,0.8,0.95,0.1299855839797041,-30.00999351020688,-0.3957636003982368,0.8912776347605608,0,45,0,455,NA
250,250,2500,0.8,0.95,0.14011042979399077,-29.647298510211293,0.05543254198874726,1.3039775275101464,0,51,0,449,NA
250,250,2500,0.8,0.95,0.15025204503364473,-29.574809248136066,0.10621731979052419,1.1125724445815404,0,66,0,434,NA
250,250,2500,0.8,0.95,0.16032946675383158,-28.4717262455485,0.6138961560778028,1.204984568758373,0,39,0,461,NA
250,250,2500,0.8,0.95,0.17026230863197309,-28.383426902173177,0.6519417710540468,1.0527595415504176,0,57,0,443,NA
250,250,2500,0.8,0.95,0.17997198453830315,-28.831869303620334,-0.3150022679055065,0.15352010760923201,0,63,0,437,NA
250,250,2500,0.8,0.95,0.1900678398849502,-27.75542462709564,0.4920145467065832,0.7501214147027075,0,51,0,449,NA
250,250,2500,0.8,0.95,0.1998390882015514,-26.99320497367725,0.8897848240311447,1.221965655824402,0,72,0,428,NA
250,250,2500,0.8,0.99,0.009912299793487728,-26.955083310979116,2.4597660749397994,5.100252353406401,0,54,0,446,NA
250,250,2500,0.8,0.99,0.020076306911179623,-34.10510893708667,-4.075377943602856,-0.25725677897344557,0,62,0,438,NA
250,250,2500,0.8,0.99,0.030014421461553767,-32.0135593548536,0.16729259716851563,2.334015928835416,0,55,0,445,NA
250,250,2500,0.8,0.99,0.03984382321137399,-34.44628227108969,-2.108890949424372,-0.5993274609521724,0,61,0,439,NA
250,250,2500,0.8,0.99,0.04999999597153313,-32.0915147931214,-0.14347047098764226,1.1605373290341552,0,38,0,462,NA
250,250,2500,0.8,0.99,0.05995028303745747,-32.119133493384155,0.3909073116883663,0.968804377180271,0,39,0,461,NA
250,250,2500,0.8,0.99,0.07004357654639723,-32.737498648305156,-0.539384903555092,0.19043891896093648,0,66,0,434,NA
250,250,2500,0.8,0.99,0.07985389946003679,-31.085140128250497,1.4250056918112954,1.286618378940427,0,35,0,465,NA
250,250,2500,0.8,0.99,0.09005769599673488,-31.996698824641875,-1.4952029096679333,-0.4557516361593915,0,53,0,447,NA
250,250,2500,0.8,0.99,0.10092145976379437,-30.18210717164556,0.6739943436491131,0.9970819787649274,0,38,0,462,NA
250,250,2500,0.8,0.99,0.11010460386102104,-30.440475544526773,0.3339127410979606,0.5259968068491788,0,52,0,448,NA
250,250,2500,0.8,0.99,0.11995767669210997,-30.216132803096063,0.20826064565248362,0.09144016127850056,0,50,0,450,NA
250,250,2500,0.8,0.99,0.1299855839797041,-29.833859709520812,0.0031151711579469423,0.1948093181333189,0,62,0,438,NA
250,250,2500,0.8,0.99,0.14011042979399077,-29.595681875470106,0.2553552376091184,0.1838245663902366,0,56,0,444,NA
250,250,2500,0.8,0.99,0.15025204503364473,-29.373359541630226,0.2848811086813612,0.24519772729098058,0,47,0,453,NA
250,250,2500,0.8,0.99,0.16032946675383158,-29.273457318947017,-0.6110146961203453,-0.46325740326208437,0,52,0,448,NA
250,250,2500,0.8,0.99,0.17026230863197309,-28.41095790267685,0.48865195215287827,0.1621474618050296,0,51,0,449,NA
250,250,2500,0.8,0.99,0.17997198453830315,-28.713565555430034,-0.7256511077326967,-0.5566265119397614,0,57,0,443,NA
250,250,2500,0.8,0.99,0.1900678398849502,-28.168293830070667,-0.09003307499676753,-0.2420852864075987,0,53,0,447,NA
250,250,2500,0.8,0.99,0.1998390882015514,-28.094737132144623,-0.3146498327957629,-0.5438238189278048,0,53,0,447,NA
250,250,2500,0.99,0.8,0.009912299793487728,62.157872161033254,78.66697270044456,86.73733992062405,0,59,0,441,NA
250,250,2500,0.99,0.8,0.020076306911179623,0.7367131650278388,26.449203450882223,27.211710072481523,0,51,0,449,NA
250,250,2500,0.99,0.8,0.030014421461553767,-13.79821488345684,12.756820021716253,16.28139334864507,0,42,0,458,NA
250,250,2500,0.99,0.8,0.03984382321137399,-26.26466299887442,1.0443414152774442,3.416803901593429,0,51,0,449,NA
250,250,2500,0.99,0.8,0.04999999597153313,-32.50538205217622,-4.41639121099435,-0.9145425376373969,0,48,0,452,NA
250,250,2500,0.99,0.8,0.05995028303745747,-28.533246442049858,2.7249104682535323,5.783226890995869,0,45,0,455,NA
250,250,2500,0.99,0.8,0.07004357654639723,-28.967085482087217,2.558811597620439,5.264167840384331,0,42,0,458,NA
250,250,2500,0.99,0.8,0.07985389946003679,-33.701726157421916,-1.7998105357694334,1.3314576398300197,0,52,0,448,NA
250,250,2500,0.99,0.8,0.09005769599673488,-33.70654929802451,-2.9610263033595645,0.38632902217293147,0,49,0,451,NA
250,250,2500,0.99,0.8,0.10092145976379437,-32.3625482576803,-1.7176442846065294,0.8274542854006913,0,50,0,450,NA
250,250,2500,0.99,0.8,0.11010460386102104,-30.79023955366781,-0.4936712875382173,2.518569521739526,0,55,0,445,NA
250,250,2500,0.99,0.8,0.11995767669210997,-30.301603500347436,-0.011073835234643151,2.3206759503059673,0,67,0,433,NA
250,250,2500,0.99,0.8,0.1299855839797041,-31.801839139642674,-2.262942840754123,0.6307807279955719,0,49,0,451,NA
250,250,2500,0.99,0.8,0.14011042979399077,-30.824519801690084,-1.943685678014498,1.0095522187503565,0,58,0,442,NA
250,250,2500,0.99,0.8,0.15025204503364473,-31.57387235987278,-2.9201433478117083,-0.30872120374342515,0,57,0,443,NA
250,250,2500,0.99,0.8,0.16032946675383158,-30.391727169231192,-0.45668120947128776,0.8676448260134881,0,49,0,451,NA
250,250,2500,0.99,0.8,0.17026230863197309,-30.02438585476599,-1.6232833308200678,0.5539617279712382,0,46,0,454,NA
250,250,2500,0.99,0.8,0.17997198453830315,-28.311244233445272,0.2476090760695509,1.812803817904557,0,52,0,448,NA
250,250,2500,0.99,0.8,0.1900678398849502,-28.089325363767937,0.30750903532870477,1.5320858548228118,0,56,0,444,NA
250,250,2500,0.99,0.8,0.1998390882015514,-28.58977447319901,-1.457736677244917,0.6340533130804813,0,57,0,443,NA
250,250,2500,0.99,0.95,0.009912299793487728,-1.4551909299425407,23.31294289230441,25.046853929001216,0,52,0,448,NA
250,250,2500,0.99,0.95,0.020076306911179623,-26.98530342110565,0.7351510567120629,4.47773052609226,0,52,0,448,NA
250,250,2500,0.99,0.95,0.030014421461553767,-27.771674631168477,5.254141722153172,6.747124081759035,0,58,0,442,NA
250,250,2500,0.99,0.95,0.03984382321137399,-33.29973815884857,-3.14400847381132,1.3983082369677196,0,58,0,442,NA
250,250,2500,0.99,0.95,0.04999999597153313,-32.92227423994724,-1.0337394898366727,2.3735933231780995,0,64,0,436,NA
250,250,2500,0.99,0.95,0.05995028303745747,-30.82652603630893,1.7180645211537604,4.274047150798031,0,54,0,446,NA
250,250,2500,0.99,0.95,0.07004357654639723,-31.104715160654706,0.0863716567457214,2.612829385314761,0,58,0,442,NA
250,250,2500,0.99,0.95,0.07985389946003679,-31.676346655615152,0.3328999048766931,1.9730799587935048,0,52,0,448,NA
250,250,2500,0.99,0.95,0.09005769599673488,-30.550123775698303,0.7567567781120251,2.828695996956834,0,52,0,448,NA
250,250,2500,0.99,0.95,0.10092145976379437,-30.65579210109405,-0.6577916878576061,1.5538479461528822,0,63,0,437,NA
250,250,2500,0.99,0.95,0.11010460386102104,-31.226940161397135,-0.9183515499202032,0.6278824338909764,0,49,0,451,NA
250,250,2500,0.99,0.95,0.11995767669210997,-30.95039327701146,-0.8168950610412768,0.919833095990601,0,47,0,453,NA
250,250,2500,0.99,0.95,0.1299855839797041,-31.2643242051252,-1.3662709917635452,-0.20355529131146946,0,65,0,435,NA
250,250,2500,0.99,0.95,0.14011042979399077,-29.541489810223545,-0.052351261347937675,0.9996412996956826,0,45,0,455,NA
250,250,2500,0.99,0.95,0.15025204503364473,-29.146356269262508,-0.37649707668604376,0.9513407517599433,0,40,0,460,NA
250,250,2500,0.99,0.95,0.16032946675383158,-29.08552567703003,-0.1880353949926017,0.781837105415434,0,44,0,456,NA
250,250,2500,0.99,0.95,0.17026230863197309,-28.611114136759483,-0.06656828572873282,0.8832882511557116,0,37,0,463,NA
250,250,2500,0.99,0.95,0.17997198453830315,-28.80672025098475,-0.2243119637786138,0.505951138581164,0,54,0,446,NA
250,250,2500,0.99,0.95,0.1900678398849502,-28.164584613735787,-0.06358278183481932,0.688200938934144,0,45,0,455,NA
250,250,2500,0.99,0.95,0.1998390882015514,-27.440337854220015,0.30540708760602875,0.9506959246174609,0,56,0,444,NA
250,250,2500,0.99,0.99,0.009912299793487728,-26.68226714109725,6.235912460673462,8.405966232963404,0,51,0,449,NA
250,250,2500,0.99,0.99,0.020076306911179623,-35.37608287516251,-2.6557370702340664,-0.3535291309288913,0,43,0,457,NA
