n_1,n_2,n_3,sigma_e,sigma_p,pi,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,n_sims
40,250,2500,0.8,0.99,0.20061410604153604,-26.9013868703267,0.9038972440827838,0.9743244526338581,0,0,0,51,NA
40,250,2500,0.99,0.8,0.010018806684180577,76.22589079201596,101.77052773758139,103.27114154569308,0,0,0,57,NA
40,250,2500,0.99,0.8,0.01999634446271763,4.836125180036427,32.487133036524405,34.65513605338958,0,0,0,54,NA
40,250,2500,0.99,0.8,0.030009523093455007,-15.581798764728406,10.071776237376373,13.875981400481649,0,0,0,45,NA
40,250,2500,0.99,0.8,0.03994759246720032,-22.9768942848642,6.423292398301006,9.136311935209033,0,0,0,60,NA
40,250,2500,0.99,0.8,0.05000000238954469,-27.600285006914724,1.8657485297421494,5.1224625309950484,0,0,0,70,NA
40,250,2500,0.99,0.8,0.06025981645108948,-29.261905139670986,1.1299045940817742,4.726629790557834,0,0,0,63,NA
40,250,2500,0.99,0.8,0.07008794667454693,-32.8249631798911,-1.2899528438368866,1.8396083264378522,0,0,0,60,NA
40,250,2500,0.99,0.8,0.07921247905807373,-30.923306582537577,-1.2761893224877088,2.7696637047563764,0,0,0,69,NA
40,250,2500,0.99,0.8,0.09003243241758835,-32.54886609317844,-2.3374135006373367,1.2057762351906676,0,0,0,60,NA
40,250,2500,0.99,0.8,0.09971693078917263,-32.89147010739038,-2.7308659883175457,0.5504353260573296,0,0,0,64,NA
40,250,2500,0.99,0.8,0.11016125111218047,-32.65679971937709,-2.05064474285758,0.9895628128221672,0,0,0,69,NA
40,250,2500,0.99,0.8,0.12050272654685983,-31.65742127662114,-2.06088492339706,0.9909384556761145,0,0,0,61,NA
40,250,2500,0.99,0.8,0.12952923904899236,-31.30834854050646,-1.2221035416140507,1.410606147538844,0,0,0,59,NA
40,250,2500,0.99,0.8,0.13962443590379064,-31.583019098871016,-2.0047582726709767,0.5834984606540244,0,0,0,59,NA
40,250,2500,0.99,0.8,0.14916116627309708,-29.063963357978736,0.441425221284603,2.80620661775354,0,0,0,49,NA
40,250,2500,0.99,0.8,0.1597866652405128,-28.091611483275084,0.8213903968188262,3.0372950580139717,0,0,0,59,NA
40,250,2500,0.99,0.8,0.16969275235299386,-29.253872756177657,-0.6318046071798207,1.3886885165173712,0,0,0,57,NA
40,250,2500,0.99,0.8,0.18003632669993264,-28.22012380651823,0.05928892588457532,1.796525550545474,0,0,0,63,NA
40,250,2500,0.99,0.8,0.19013223381393127,-28.790036660752204,-0.8372489469439633,0.909884865676567,0,0,0,62,NA
40,250,2500,0.99,0.8,0.20061410604153604,-28.20766847369008,-1.1908248066874039,0.8539009284770593,0,0,0,70,NA
40,250,2500,0.99,0.95,0.010018806684180577,0.6136456942852944,27.639499120987296,30.913770721842273,0,0,0,60,NA
40,250,2500,0.99,0.95,0.01999634446271763,-24.057572814021523,5.179372717388713,8.794677450124812,0,0,0,57,NA
40,250,2500,0.99,0.95,0.030009523093455007,-30.112380877609215,2.0402765542632437,5.34316767569268,0,0,0,60,NA
40,250,2500,0.99,0.95,0.03994759246720032,-32.1531008609983,-0.690039240883128,2.814315313633276,0,0,0,59,NA
40,250,2500,0.99,0.95,0.05000000238954469,-33.02133288857971,-1.0937771073664706,1.853951009380056,0,0,0,49,NA
40,250,2500,0.99,0.95,0.06025981645108948,-33.003610343604294,-1.1627445786048325,1.804271750814921,0,0,0,62,NA
40,250,2500,0.99,0.95,0.07008794667454693,-32.948935685548705,-1.4867650974055118,1.1329258825724497,0,0,0,56,NA
40,250,2500,0.99,0.95,0.07921247905807373,-31.839444110437505,-1.1122270036497421,1.4320260063017771,0,0,0,55,NA
40,250,2500,0.99,0.95,0.09003243241758835,-31.747514142269168,-0.42382628429034364,1.6735637351310013,0,0,0,56,NA
40,250,2500,0.99,0.95,0.09971693078917263,-31.652118627479798,-1.4102704203730552,0.590801099377093,0,0,0,58,NA
40,250,2500,0.99,0.95,0.11016125111218047,-31.213470527861485,-1.131583587863453,1.0326827861758716,0,0,0,57,NA
40,250,2500,0.99,0.95,0.12050272654685983,-30.254760386809952,0.03884849661794054,1.6358175281150007,0,0,0,59,NA
40,250,2500,0.99,0.95,0.12952923904899236,-30.16624760690173,-0.002174082920601896,1.3699127667507984,0,0,0,57,NA
40,250,2500,0.99,0.95,0.13962443590379064,-29.129293385549463,0.8260851144732605,1.9361775953357359,0,0,0,55,NA
40,250,2500,0.99,0.95,0.14916116627309708,-29.870326577642295,-0.5844813857129632,0.7572578413707713,0,0,0,67,NA
40,250,2500,0.99,0.95,0.1597866652405128,-29.013612717863804,0.0596089907339546,1.0881639698240921,0,0,0,53,NA
40,250,2500,0.99,0.95,0.16969275235299386,-28.618633178240117,-0.17126337264118374,0.7723727935494192,0,0,0,57,NA
40,250,2500,0.99,0.95,0.18003632669993264,-28.583279942041383,-0.18730790838124015,0.6495021702879965,0,0,0,57,NA
40,250,2500,0.99,0.95,0.19013223381393127,-27.664442752311118,0.2557947770909848,1.1904828776329586,0,0,0,64,NA
40,250,2500,0.99,0.95,0.20061410604153604,-28.124492451909237,-0.309726103484994,0.45766112172024315,0,0,0,54,NA
40,250,2500,0.99,0.99,0.010018806684180577,-26.862214454827768,2.8806257295756885,6.094843501666256,0,0,0,68,NA
40,250,2500,0.99,0.99,0.01999634446271763,-32.52478006269958,-0.23062179225973817,3.249094536095911,0,0,0,55,NA
40,250,2500,0.99,0.99,0.030009523093455007,-32.6802382417122,0.7776409315866268,2.607422866392043,0,0,0,75,NA
40,250,2500,0.99,0.99,0.03994759246720032,-32.605236149154706,-0.6454366215701137,1.3239861555656587,0,0,0,66,NA
40,250,2500,0.99,0.99,0.05000000238954469,-33.204900004736444,-0.9614372818516971,0.5304310259517714,0,0,0,67,NA
40,250,2500,0.99,0.99,0.06025981645108948,-32.73460871901291,-0.7651433446534474,0.26260065898940943,0,0,0,79,NA
40,250,2500,0.99,0.99,0.07008794667454693,-32.23304386359477,-0.8026874869607936,0.22614065828066623,0,0,0,57,NA
40,250,2500,0.99,0.99,0.07921247905807373,-31.974660632339436,-0.8398347826776781,0.14198044792718,0,0,0,69,NA
40,250,2500,0.99,0.99,0.09003243241758835,-31.39335979415497,-0.605923927112962,0.32224794550756153,0,0,0,65,NA
40,250,2500,0.99,0.99,0.09971693078917263,-30.454512229256693,0.25432028515931626,1.0088277540723423,0,0,0,50,NA
40,250,2500,0.99,0.99,0.11016125111218047,-30.23204274946202,0.2014934660263933,0.8745556270176591,0,0,0,65,NA
40,250,2500,0.99,0.99,0.12050272654685983,-30.14650214247982,-0.055362973802947926,0.6357863355297781,0,0,0,55,NA
40,250,2500,0.99,0.99,0.12952923904899236,-29.96287358676099,-0.18695993243668402,0.3408664871869627,0,0,0,59,NA
40,250,2500,0.99,0.99,0.13962443590379064,-29.488957713004858,0.2716972061176265,0.7199509502206447,0,0,0,62,NA
40,250,2500,0.99,0.99,0.14916116627309708,-29.321240994517556,0.09322564248614315,0.4575043029356943,0,0,0,54,NA
40,250,2500,0.99,0.99,0.1597866652405128,-29.0990629824528,-0.17623835684471545,0.12839672648048311,0,0,0,52,NA
40,250,2500,0.99,0.99,0.16969275235299386,-28.536724158115685,0.099263144152745,0.34021108701435976,0,0,0,69,NA
40,250,2500,0.99,0.99,0.18003632669993264,-28.437140644047883,-0.23349577166287258,0.20434096629116297,0,0,0,62,NA
40,250,2500,0.99,0.99,0.19013223381393127,-27.83836212952254,0.19337568162336463,0.5377457477096136,0,0,0,57,NA
40,250,2500,0.99,0.99,0.20061410604153604,-27.53576511116215,0.21509704864572365,0.5040859109669353,0,0,0,61,NA
250,250,2500,0.8,0.8,0.010018806684180577,90.90770149326885,115.91808722400475,116.93882871850583,0,0,0,58,NA
250,250,2500,0.8,0.8,0.01999634446271763,26.100465124414033,52.04724986933572,52.448996630313445,0,0,0,62,NA
250,250,2500,0.8,0.8,0.030009523093455007,-5.71411819285769,19.482300713220912,22.997685235457105,0,0,0,55,NA
250,250,2500,0.8,0.8,0.03994759246720032,-18.293199065353352,6.560754210747533,9.933885354630988,0,0,0,58,NA
250,250,2500,0.8,0.8,0.05000000238954469,-25.95692096771855,1.4165171885937613,4.557085682566277,0,0,0,77,NA
250,250,2500,0.8,0.8,0.06025981645108948,-27.442721343388936,1.7179868567972885,5.263439658881912,0,0,0,63,NA
250,250,2500,0.8,0.8,0.07008794667454693,-29.29442486608503,0.8675269997779435,3.509616268161152,0,0,0,63,NA
250,250,2500,0.8,0.8,0.07921247905807373,-29.95409564474637,-1.2055966008324555,2.061877014543023,0,0,0,53,NA
250,250,2500,0.8,0.8,0.09003243241758835,-31.120863010736972,-2.067234900582837,1.6155051130938007,0,0,0,55,NA
250,250,2500,0.8,0.8,0.09971693078917263,-31.687992192226883,-1.813383172471497,1.451313792197149,0,0,0,66,NA
250,250,2500,0.8,0.8,0.11016125111218047,-29.27686423691157,0.662153134201057,3.7963116707339317,0,0,0,46,NA
250,250,2500,0.8,0.8,0.12050272654685983,-31.119885624720247,-0.6349876165798823,1.853824749417722,0,0,0,58,NA
250,250,2500,0.8,0.8,0.12952923904899236,-30.171127553422505,-0.4741974562746189,2.344549295672276,0,0,0,63,NA
250,250,2500,0.8,0.8,0.13962443590379064,-28.509959971995837,0.4776965541277858,3.2011572852022296,0,0,0,56,NA
250,250,2500,0.8,0.8,0.14916116627309708,-29.068809204682367,0.10912986167048537,2.7122053373851602,0,0,0,51,NA
250,250,2500,0.8,0.8,0.1597866652405128,-29.672534664248555,-0.7572844559595169,1.244231162361992,0,0,0,58,NA
250,250,2500,0.8,0.8,0.16969275235299386,-28.013271107255648,0.689125086890728,2.616278698802141,0,0,0,49,NA
250,250,2500,0.8,0.8,0.18003632669993264,-28.551100323447958,0.06243553450608847,1.8689210409835553,0,0,0,60,NA
250,250,2500,0.8,0.8,0.19013223381393127,-28.783577184961093,-0.9119238776819082,1.1015650794266616,0,0,0,71,NA
250,250,2500,0.8,0.8,0.20061410604153604,-28.637252920069074,-1.3175311399672998,0.6286590505117848,0,0,0,65,NA
250,250,2500,0.8,0.95,0.010018806684180577,11.429322033037188,34.8894486649721,38.53979267114744,0,0,0,57,NA
250,250,2500,0.8,0.95,0.01999634446271763,-18.773297171520728,8.752018524181535,12.099030841326275,0,0,0,41,NA
250,250,2500,0.8,0.95,0.030009523093455007,-28.002406632182517,1.7182189486872503,5.91199506597792,0,0,0,58,NA
250,250,2500,0.8,0.95,0.03994759246720032,-31.04661739092148,-0.24325149711487268,3.2238271452678307,0,0,0,56,NA
250,250,2500,0.8,0.95,0.05000000238954469,-31.40654424545024,-0.31653682270761857,3.323973433684169,0,0,0,60,NA
250,250,2500,0.8,0.95,0.06025981645108948,-32.07563965715503,-1.3397848916245625,2.222804311801948,0,0,0,71,NA
250,250,2500,0.8,0.95,0.07008794667454693,-31.681549020999384,-0.9364158720158307,2.232281855634365,0,0,0,63,NA
250,250,2500,0.8,0.95,0.07921247905807373,-31.003047919695714,0.38703343608212476,2.8922378931170623,0,0,0,59,NA
250,250,2500,0.8,0.95,0.09003243241758835,-31.6887643568686,-0.5653656123597106,1.5363517934559516,0,0,0,55,NA
250,250,2500,0.8,0.95,0.09971693078917263,-31.10749716817909,-0.24301233226158428,1.7752289332130673,0,0,0,54,NA
250,250,2500,0.8,0.95,0.11016125111218047,-29.545018636566695,0.9193335007065317,2.602499844806283,0,0,0,56,NA
250,250,2500,0.8,0.95,0.12050272654685983,-31.05046342189938,-0.7971073832829199,0.6452237381712254,0,0,0,54,NA
250,250,2500,0.8,0.95,0.12952923904899236,-29.68820091171668,0.22643494650408888,1.5221862855734951,0,0,0,57,NA
250,250,2500,0.8,0.95,0.13962443590379064,-29.97763587620049,-0.4732286912298248,0.8917278417035711,0,0,0,61,NA
250,250,2500,0.8,0.95,0.14916116627309708,-29.718479676202403,-0.34463061642220855,0.6807545124782194,0,0,0,63,NA
250,250,2500,0.8,0.95,0.1597866652405128,-29.401511972233454,-0.3526867645617189,0.559760613911402,0,0,0,54,NA
250,250,2500,0.8,0.95,0.16969275235299386,-28.66510212680966,-0.11191084039153544,0.9225004092750616,0,0,0,75,NA
250,250,2500,0.8,0.95,0.18003632669993264,-28.501170759785968,-0.0479148062499574,0.7799203532444952,0,0,0,71,NA
250,250,2500,0.8,0.95,0.19013223381393127,-27.808639609782137,0.13764766600511022,0.843420321343327,0,0,0,66,NA
250,250,2500,0.8,0.95,0.20061410604153604,-27.642682272067248,0.13896405593992214,0.5590364706746106,0,0,0,53,NA
250,250,2500,0.8,0.99,0.010018806684180577,-22.470265458409166,6.6728691775028475,9.639028293180166,0,0,0,51,NA
250,250,2500,0.8,0.99,0.01999634446271763,-29.84282887755015,2.387988653564444,4.700183945258365,0,0,0,61,NA
250,250,2500,0.8,0.99,0.030009523093455007,-31.657978694677375,0.12897257972665097,2.5518814250655026,0,0,0,66,NA
250,250,2500,0.8,0.99,0.03994759246720032,-33.206048171401775,-0.898636891984087,1.2943126191282477,0,0,0,57,NA
250,250,2500,0.8,0.99,0.05000000238954469,-31.858775115147886,0.1011736115142902,1.7145810946235036,0,0,0,78,NA
250,250,2500,0.8,0.99,0.06025981645108948,-31.66501744992839,-0.028084162333884374,1.558004324070226,0,0,0,52,NA
250,250,2500,0.8,0.99,0.07008794667454693,-32.383992771186485,-1.2541772024360767,0.06454054429701306,0,0,0,56,NA
250,250,2500,0.8,0.99,0.07921247905807373,-31.158394927734427,0.49007409777586775,1.3655370242646554,0,0,0,65,NA
250,250,2500,0.8,0.99,0.09003243241758835,-31.285540990921927,-0.314152320073891,0.308075829094836,0,0,0,51,NA
250,250,2500,0.8,0.99,0.09971693078917263,-30.60682750586874,0.6950517144541561,1.1308345655195942,0,0,0,68,NA
250,250,2500,0.8,0.99,0.11016125111218047,-30.656119291207517,-0.2781146467469278,0.36319013463985383,0,0,0,50,NA
250,250,2500,0.8,0.99,0.12050272654685983,-30.448793892896088,-0.2980371688280239,-0.07351196762644321,0,0,0,61,NA
250,250,2500,0.8,0.99,0.12952923904899236,-29.614262395312224,0.13096320594146446,0.5985106457290756,0,0,0,62,NA
250,250,2500,0.8,0.99,0.13962443590379064,-29.61437870026138,0.055951430433297714,0.2702419482070238,0,0,0,54,NA
250,250,2500,0.8,0.99,0.14916116627309708,-29.206679132449874,-0.3477739319078888,-0.0010782738375719936,0,0,0,57,NA
250,250,2500,0.8,0.99,0.1597866652405128,-28.830774677081738,0.010485396704918215,0.2964713865680501,0,0,0,53,NA
250,250,2500,0.8,0.99,0.16969275235299386,-28.657097503557775,-0.06504674808882682,0.05466912829105037,0,0,0,51,NA
250,250,2500,0.8,0.99,0.18003632669993264,-28.38881789496675,-0.13677507005865122,0.014077346138420722,0,0,0,52,NA
250,250,2500,0.8,0.99,0.19013223381393127,-28.4810753633188,-0.5860060944797382,-0.5902883667628713,0,0,0,63,NA
250,250,2500,0.8,0.99,0.20061410604153604,-27.46660387002617,0.14862827468268375,0.24770927284222935,0,0,0,53,NA
250,250,2500,0.99,0.8,0.010018806684180577,59.61802081036684,85.43946049254703,86.88222953995573,0,0,0,75,NA
250,250,2500,0.99,0.8,0.01999634446271763,-0.7846968179369476,23.40718936797925,28.175583156444844,0,0,0,57,NA
250,250,2500,0.99,0.8,0.030009523093455007,-16.24523575491036,8.20039368267816,12.090401112235194,0,0,0,53,NA
250,250,2500,0.99,0.8,0.03994759246720032,-21.445893506691455,6.880134781121998,10.663289939174991,0,0,0,58,NA
250,250,2500,0.99,0.8,0.05000000238954469,-28.937531932678468,-0.6415669134480503,3.515015836532716,0,0,0,55,NA
250,250,2500,0.99,0.8,0.06025981645108948,-29.21474718146768,0.46856622775250284,4.092002221742964,0,0,0,60,NA
250,250,2500,0.99,0.8,0.07008794667454693,-32.32474400978647,-2.374969611169436,1.6099340825365032,0,0,0,70,NA
250,250,2500,0.99,0.8,0.07921247905807373,-28.862849818977256,1.2274834728886759,4.964618617019838,0,0,0,73,NA
250,250,2500,0.99,0.8,0.09003243241758835,-31.20442550869848,-0.8524967402780929,2.405386762630466,0,0,0,50,NA
250,250,2500,0.99,0.8,0.09971693078917263,-31.52765831627624,-0.8402413524962802,2.239388261928547,0,0,0,49,NA
250,250,2500,0.99,0.8,0.11016125111218047,-31.750437389229035,-1.6834757806430822,1.6116365441829272,0,0,0,66,NA
250,250,2500,0.99,0.8,0.12050272654685983,-30.56724490113218,-0.5713193538770621,2.281089307820584,0,0,0,51,NA
250,250,2500,0.99,0.8,0.12952923904899236,-31.305629117602074,-0.6143940171807961,1.2830015432426796,0,0,0,63,NA
250,250,2500,0.99,0.8,0.13962443590379064,-29.91032610744703,-0.3702911312743075,2.1668281127189912,0,0,0,72,NA
250,250,2500,0.99,0.8,0.14916116627309708,-30.59518943512905,-0.9826387873300801,1.1710925007321176,0,0,0,49,NA
250,250,2500,0.99,0.8,0.1597866652405128,-29.964652850456208,-0.8697945842723289,1.2427156434446447,0,0,0,66,NA
250,250,2500,0.99,0.8,0.16969275235299386,-30.20486264402202,-1.549872676472027,0.5937673677519293,0,0,0,62,NA
250,250,2500,0.99,0.8,0.18003632669993264,-28.463493793778717,0.0017618239977407713,1.9449314082776796,0,0,0,61,NA
250,250,2500,0.99,0.8,0.19013223381393127,-28.217777477169044,-0.24306583823711908,1.4551432215259832,0,0,0,56,NA
250,250,2500,0.99,0.8,0.20061410604153604,-27.989021531797093,-0.29954600716668417,1.3933007388899457,0,0,0,57,NA
250,250,2500,0.99,0.95,0.010018806684180577,2.983980936499904,25.99366646512378,30.57826720764325,0,0,0,65,NA
250,250,2500,0.99,0.95,0.01999634446271763,-30.371332412503655,-2.557062257439313,1.7225187107959745,0,0,0,72,NA
250,250,2500,0.99,0.95,0.030009523093455007,-28.26044074764326,2.902117302858606,5.9663037072580405,0,0,0,55,NA
250,250,2500,0.99,0.95,0.03994759246720032,-33.13146053164316,-1.3191549770611173,2.4591605596900203,0,0,0,45,NA
250,250,2500,0.99,0.95,0.05000000238954469,-31.04726549624672,0.49325015424007984,3.8076427723943524,0,0,0,64,NA
250,250,2500,0.99,0.95,0.06025981645108948,-31.651266051090477,0.5489448229162642,2.90806978768366,0,0,0,59,NA
250,250,2500,0.99,0.95,0.07008794667454693,-32.085181117154804,-0.24242425862129624,2.068848632526611,0,0,0,71,NA
250,250,2500,0.99,0.95,0.07921247905807373,-31.806658293902483,-0.7243232460320831,1.6370966796414552,0,0,0,54,NA
250,250,2500,0.99,0.95,0.09003243241758835,-30.517551066475377,0.5954549107763055,2.47479088768931,0,0,0,49,NA
250,250,2500,0.99,0.95,0.09971693078917263,-30.750007777310994,0.15015419329974278,2.0558668744733284,0,0,0,49,NA
250,250,2500,0.99,0.95,0.11016125111218047,-30.769708784028555,-1.2683139951418256,0.8642194520434852,0,0,0,63,NA
250,250,2500,0.99,0.95,0.12050272654685983,-30.252842657927797,-0.08654153202026803,1.481556064886032,0,0,0,54,NA
250,250,2500,0.99,0.95,0.12952923904899236,-29.417984797746062,0.17974177707510428,1.6868083551180286,0,0,0,55,NA
250,250,2500,0.99,0.95,0.13962443590379064,-29.955451200773695,-0.43545056085141237,0.9277890464037601,0,0,0,74,NA
250,250,2500,0.99,0.95,0.14916116627309708,-29.78006068169142,-0.4278161253833549,0.8353587282779646,0,0,0,65,NA
250,250,2500,0.99,0.95,0.1597866652405128,-28.86811536358486,-0.12849203446860932,1.0521437458184808,0,0,0,75,NA
250,250,2500,0.99,0.95,0.16969275235299386,-29.07987154750358,-0.4395461147845973,0.5321627803405058,0,0,0,64,NA
250,250,2500,0.99,0.95,0.18003632669993264,-28.837325831036605,-0.6689842572198188,0.291422231886785,0,0,0,64,NA
250,250,2500,0.99,0.95,0.19013223381393127,-28.224816444506285,-0.33538342909830543,0.519885731563696,0,0,0,57,NA
250,250,2500,0.99,0.95,0.20061410604153604,-27.847926507264557,-0.350881907024857,0.4556015761735318,0,0,0,61,NA
250,250,2500,0.99,0.99,0.010018806684180577,-23.50281217402876,7.616701579304083,10.834858897234419,0,0,0,50,NA
