n_1,n_2,n_3,sigma_e,sigma_p,prev,sigma_e_hat,sigma_p_hat,rho_hat,ESE_hat_pi_RG,ASE_hat_pi_RG,covers_pi_RG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,covers_pi_SRG,ESE_hat_pi_SRGM,ASE_hat_pi_SRGM,covers_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM
40,250,2500,0.99,0.95,0.04999999597153313,0.990575,0.949892,0.0819744,0.014920816108891233,0.01528727568573059,0.877,0.01602752239472679,0.016348971692638645,0.953,0.01568718444722957,0.015695715922812256,0.941,0,103,0,897,-32.44306771375313,-0.007303790504473436,2.8436323058567816
40,250,2500,0.99,0.95,0.06130798519473956,0.990225,0.9493999999999999,0.0893312,0.015997819875740258,0.015352281561039497,0.809,0.01747253104659494,0.01654896585605378,0.935,0.016951088074828237,0.01579908571030664,0.925,0,87,0,913,-33.005907752748186,-1.4523627456692763,1.5585339028507688
40,250,2500,0.99,0.95,0.07004357654639723,0.9916,0.949444,0.0952748,0.015188167553561694,0.01532311168560314,0.752,0.01659875125585129,0.016630883446996057,0.943,0.01610064519871245,0.015790335657289097,0.929,0,116,0,884,-32.422107749047804,-0.6320575824789405,1.646198351571388
40,250,2500,0.99,0.95,0.07985389946003679,0.989475,0.949656,0.1013992,0.015295085937995648,0.015321817820788734,0.669,0.01713450052666139,0.016686446990387092,0.95,0.01641454069975356,0.015807154205262703,0.926,0,108,0,892,-32.155320083052565,-1.3125743016836269,1.5053763722428395
40,250,2500,0.99,0.95,0.09005769599673488,0.989225,0.949344,0.1083412,0.015244906477454532,0.015369289063026296,0.547,0.016799828074527356,0.016781688658189225,0.946,0.01638596798317564,0.015858779335772222,0.933,0,86,0,914,-31.935587300670292,-0.34833944164077163,1.3774645606982876
40,250,2500,0.99,0.95,0.10092145976379437,0.9897,0.9499679999999999,0.1156216,0.015245362193427233,0.015257718927441185,0.456,0.017400773850394485,0.016790019426652134,0.947,0.016688729763967295,0.015756703112059758,0.925,0,94,0,906,-31.0186483333123,-0.6222233200272974,1.2644638950842257
40,250,2500,0.99,0.95,0.10830453384621769,0.98985,0.949952,0.1203472,0.01484757703377093,0.015255609793149525,0.385,0.016559427483687068,0.01682792611318833,0.946,0.016122076288535018,0.01575309472521642,0.934,0,93,0,907,-31.079158869112955,-0.39672898720301086,1.1686409709286436
40,250,2500,0.99,0.95,0.11995767669210997,0.99095,0.950284,0.1284072,0.015290293372557766,0.015180189871484492,0.288,0.016879345231853367,0.01679399694960598,0.944,0.016266044556415265,0.015684458360952887,0.93,0,106,0,894,-30.449483231692927,-0.2894664337236581,1.2081044697834629
40,250,2500,0.99,0.95,0.1299855839797041,0.989475,0.9495,0.1356208,0.01566916867968847,0.015318635953979236,0.241,0.016830733913044234,0.016986081511988556,0.949,0.016488093435328647,0.01577636332089718,0.926,0,95,0,905,-30.396683696228184,-0.4546111428037044,1.066218545959004
40,250,2500,0.99,0.95,0.14011042979399077,0.9909,0.950108,0.1427072,0.0151075473179845,0.015193639269456483,0.167,0.01735445291193952,0.016921537991834056,0.948,0.016393273892287855,0.015657235855023006,0.931,0,97,0,903,-29.716242323506908,-0.30474902607429766,0.9720289655535651
40,250,2500,0.99,0.95,0.15025204503364473,0.99025,0.948788,0.1494248,0.015230246736624483,0.015383047713052886,0.097,0.017299960913056585,0.017096170879926164,0.956,0.016355472297937722,0.015797906581546527,0.938,0,113,0,887,-30.494174744716698,-1.1243066513776019,-0.1494432415588688
