n_1,n_2,n_3,sigma_e,sigma_p,pi,hat_pi_RG,ESE_hat_pi_RG,ASE_hat_pi_RG,covers_pi_RG,n_sims
300,300,20000,0.8,1,0.3,0.08741765624466677,0.00949891845625932,0.00947614033522306,0.9487,NA
300,3000,500,0.8,0.8,0.05,2.1740513116608042,0.03185308345161764,0.03354923235063763,0.9781,NA
300,3000,500,0.8,0.8,0.3,0.01562520631515074,0.03874609362042487,0.03900079141004606,0.9514,NA
300,3000,500,0.8,0.95,0.05,-0.4438441535240395,0.017681175472110948,0.017615358388405562,0.9481,NA
300,3000,500,0.8,0.95,0.3,0.0698631013290411,0.028730165749620284,0.02844333007452098,0.9496,NA
300,3000,500,0.8,1,0.05,-0.03651515293374985,0.011028135983900102,0.01098029883977124,0.9403,NA
300,3000,500,0.8,1,0.3,0.08336968547301149,0.025295475744307756,0.025392696285757962,0.9507,NA
300,3000,5000,0.8,0.8,0.05,0.1560311774394807,0.015320054418844467,0.01538488522820655,0.9505,NA
300,3000,5000,0.8,0.8,0.3,0.1547391844542445,0.01854826875892286,0.018443894432172557,0.9507,NA
300,3000,5000,0.8,0.95,0.05,0.2587536426046366,0.0075361949313412025,0.007512621275133979,0.9502,NA
300,3000,5000,0.8,0.95,0.3,0.15592863909012306,0.013134814528764496,0.013087098678668611,0.9504,NA
300,3000,5000,0.8,1,0.05,0.024796067901289298,0.0037624830388833432,0.003755663887467772,0.9476,NA
300,3000,5000,0.8,1,0.3,0.10615175565172516,0.011565734230096145,0.01152353975116411,0.9482,NA
300,3000,20000,0.8,0.8,0.05,-0.410456629744288,0.012663608929625184,0.012770914961246422,0.9546,NA
300,3000,20000,0.8,0.8,0.3,0.013306116500503656,0.015510485256005544,0.015508166194212558,0.9505,NA
300,3000,20000,0.8,0.95,0.05,0.027815089108110258,0.005988185306291498,0.005916296055768723,0.9485,NA
300,3000,20000,0.8,0.95,0.3,0.1334016073142134,0.010737031829056842,0.01085258046977389,0.9531,NA
300,3000,20000,0.8,1,0.05,0.05802467337827355,0.002248125473406711,0.0022594909542205995,0.9525,NA
300,3000,20000,0.8,1,0.3,0.09003697314408088,0.009497471143075954,0.00947969924625788,0.9475,NA
3000,30,500,0.8,0.8,0.05,43.923069807805746,0.07314325004159469,0.1264791949924035,0.9156,NA
3000,30,500,0.8,0.8,0.3,-3.872398763582585,0.09871063423409715,0.09855574506855741,0.9251,NA
3000,30,500,0.8,0.95,0.05,11.100259440573552,0.04088965464446575,0.05090794317484947,0.7863,NA
3000,30,500,0.8,0.95,0.3,-0.5830568979246868,0.04786459146295125,0.045581419424680074,0.9049,NA
3000,30,500,0.8,1,0.05,-0.20902173169547178,0.010857112769705619,0.010881390396863803,0.9361,NA
3000,30,500,0.8,1,0.3,-0.0193942443290814,0.023909850713744327,0.02399660566894307,0.9486,NA
3000,30,5000,0.8,0.8,0.05,40.41412441572214,0.07199782688542324,0.12363391543470258,0.8908,NA
3000,30,5000,0.8,0.8,0.3,-3.3065558107640003,0.09224128412491418,0.09084700959718442,0.9016,NA
3000,30,5000,0.8,0.95,0.05,10.440565153652505,0.038658997363327514,0.04688014329339178,0.7828,NA
3000,30,5000,0.8,0.95,0.3,-0.8256990258961687,0.040547461934452404,0.036574678013048305,0.792,NA
3000,30,5000,0.8,1,0.05,-0.0392927676706456,0.0034774124870357898,0.003491156708006161,0.9503,NA
3000,30,5000,0.8,1,0.3,-0.058004055626670326,0.008044415810469526,0.008029229213856712,0.9502,NA
3000,30,20000,0.8,0.8,0.05,40.48299174015568,0.07171207312045613,0.12295605073893148,0.8767,NA
3000,30,20000,0.8,0.8,0.3,-3.754403354086,0.09119482249051328,0.09084500871469758,0.8926,NA
3000,30,20000,0.8,0.95,0.05,9.946236916356293,0.03852537000323295,0.04609470144806118,0.7805,NA
3000,30,20000,0.8,0.95,0.3,-0.8265411260516461,0.039207590064520806,0.03533326799028791,0.7931,NA
3000,30,20000,0.8,1,0.05,0.03781068896856199,0.0017857123133344637,0.001791316539513668,0.9526,NA
3000,30,20000,0.8,1,0.3,0.01954171477114297,0.004696607223187893,0.004664462035670767,0.9496,NA
3000,300,500,0.8,0.8,0.05,6.383337184700008,0.04117900099981266,0.04838401929125488,0.9647,NA
3000,300,500,0.8,0.8,0.3,-0.3959932006086057,0.04491554966087698,0.045405126596948134,0.9539,NA
3000,300,500,0.8,0.95,0.05,-0.13241896901265704,0.02249172939195383,0.02317478053932918,0.9647,NA
3000,300,500,0.8,0.95,0.3,0.017235994091831706,0.0287499430486449,0.02924317773349345,0.954,NA
3000,300,500,0.8,1,0.05,0.0994428556127247,0.010925248423533181,0.01089734751000303,0.9366,NA
3000,300,500,0.8,1,0.3,-0.07126826733729516,0.024024398451893945,0.023994687655292696,0.9487,NA
3000,300,5000,0.8,0.8,0.05,1.7508099710408924,0.03400932671729332,0.038090905944200004,0.9618,NA
3000,300,5000,0.8,0.8,0.3,-0.11836660034754884,0.029909884895164402,0.029601026269611013,0.947,NA
3000,300,5000,0.8,0.95,0.05,-0.7211338126615757,0.01665260862728211,0.01679227319623619,0.9432,NA
3000,300,5000,0.8,0.95,0.3,-0.10850230374986891,0.014664756422439551,0.014751008757348378,0.9517,NA
3000,300,5000,0.8,1,0.05,0.0817846861482785,0.003510833743164893,0.003493522131792985,0.9486,NA
3000,300,5000,0.8,1,0.3,0.020094034602550586,0.008114276457342477,0.008031563572227627,0.9475,NA
3000,300,20000,0.8,0.8,0.05,1.2958374127663568,0.03299982139512278,0.03713339502810758,0.9603,NA
3000,300,20000,0.8,0.8,0.3,-0.33474909978109535,0.028256038529322826,0.027937116783184203,0.9463,NA
3000,300,20000,0.8,0.95,0.05,-0.7043027376984617,0.016214053390508392,0.016131108876634954,0.9349,NA
3000,300,20000,0.8,0.95,0.3,-0.033312084353772274,0.012873867693661592,0.012778076673499762,0.9406,NA
3000,300,20000,0.8,1,0.05,0.036360623478073895,0.0017802967435434109,0.0017914099831552992,0.9505,NA
3000,300,20000,0.8,1,0.3,0.009511477821318634,0.004653281959246539,0.0046638809346073945,0.9493,NA
3000,3000,500,0.8,0.8,0.05,0.9982243510241323,0.031495807630434025,0.0334192524696756,0.9777,NA
3000,3000,500,0.8,0.8,0.3,0.1210446261574738,0.037034536155932635,0.037334588029156346,0.9505,NA
3000,3000,500,0.8,0.95,0.05,0.028267892356964586,0.017813288614476865,0.017547733480816056,0.9435,NA
3000,3000,500,0.8,0.95,0.3,0.17322131419515258,0.027083342605157566,0.027024155644308604,0.9488,NA
3000,3000,500,0.8,1,0.05,0.1942473680703466,0.01105347370590784,0.010901554933873929,0.9387,NA
3000,3000,500,0.8,1,0.3,0.10474039929240601,0.024157529963863892,0.024009645955465383,0.9458,NA
3000,3000,5000,0.8,0.8,0.05,-0.4433805740731295,0.01537043876194963,0.015260133987102633,0.9485,NA
3000,3000,5000,0.8,0.8,0.3,0.03824391421132963,0.014743094649417617,0.014735575820164819,0.9522,NA
3000,3000,5000,0.8,0.95,0.05,-0.12163442100836253,0.007356711741535943,0.0073543855946000495,0.9507,NA
3000,3000,5000,0.8,0.95,0.3,-0.012223123246779544,0.009715097281766859,0.00965873737368804,0.947,NA
3000,3000,5000,0.8,1,0.05,0.008014305212328265,0.0034679740355498317,0.0034921270667933988,0.9513,NA
3000,3000,5000,0.8,1,0.3,0.04141332880166123,0.00801337700839497,0.008032368969470377,0.9507,NA
3000,3000,20000,0.8,0.8,0.05,-0.2537651129024404,0.012583790728733777,0.01260568177125057,0.9512,NA
3000,3000,20000,0.8,0.8,0.3,-0.07994644574932375,0.010929542672778613,0.010908005681558891,0.9498,NA
3000,3000,20000,0.8,0.95,0.05,-0.144982040293673,0.0057122188770737155,0.005722062475378477,0.9524,NA
3000,3000,20000,0.8,0.95,0.3,0.009904583480935258,0.006374527487953887,0.006330328564535105,0.948,NA
3000,3000,20000,0.8,1,0.05,-0.04954118285735443,0.0018034723422110887,0.0017904640866484398,0.9468,NA
3000,3000,20000,0.8,1,0.3,0.020373915228466544,0.004709693709545924,0.004664782656694831,0.9485,NA
