n_1,n_2,n_3,sigma_e,sigma_p,prev,sigma_e_hat,sigma_p_hat,rho_hat,ESE_hat_pi_RG,ASE_hat_pi_RG,covers_pi_RG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,covers_pi_SRG,ESE_hat_pi_SRGM,ASE_hat_pi_SRGM,covers_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM
40,250,2500,0.8,0.95,0.19013223381393127,0.80215,0.950452,0.1526208,0.022292154182250855,0.022099031997032673,0.323,0.026091029541925687,0.02560304148348629,0.958,0.026238781372597508,0.019036364584585023,0.849,0,941,0,0,-27.588653469274842,-2.3390448544315396,1.3736716631598929
40,250,2500,0.8,0.95,0.20061410604153604,0.802,0.950472,0.1587128,0.021485054369902543,0.0224406063486249,0.299,0.024634019317028393,0.027210871699006663,0.949,0.02546319850629126,0.018995804475149133,0.854,0,951,0,0,-27.28743694640555,2.2314598659321097,0.9586118664407484
40,250,2500,0.8,0.99,0.010018806684180577,0.796,0.989864,0.0154948,0.006761758948071818,0.008399827131490003,0.921,0.00788822045009361,0.008939830957390102,0.911,0.008001887662604124,0.008724539086128205,0.89,0,944,0,0,-18.764571305495306,5.55338856840383,14.51689359922905
40,250,2500,0.8,0.99,0.01999634446271763,0.79845,0.9900599999999999,0.0205264,0.00810252468568421,0.008521231476304908,0.97,0.010352225727964388,0.009358125437396623,0.931,0.009557603779546515,0.009038040597124463,0.895,0,934,0,0,-30.514537648405234,16.72743978835674,4.618478825553235
40,250,2500,0.8,0.99,0.030009523093455007,0.801325,0.990224,0.0259944,0.008584966378396073,0.008729330703868365,0.893,0.010897682488419297,0.009935747230416694,0.945,0.009999740935678354,0.00934359975537,0.919,0,933,0,0,-31.078889791479845,2.661836121232898,3.593348124397235
40,250,2500,0.8,0.99,0.03994759246720032,0.80475,0.98986,0.0314724,0.009009195538287447,0.009090173188935733,0.76,0.010146106216554925,0.01072982460111524,0.963,0.010415050579402257,0.009769089314353694,0.922,0,935,0,0,-32.43326913719722,-1.866435499833071,1.8150113065269409
40,250,2500,0.8,0.99,0.05000000238954469,0.800025,0.990256,0.0369256,0.00931901335254923,0.009352869865298432,0.625,0.011715327238117959,0.01132974254000542,0.934,0.011515724816050009,0.010027123190803799,0.892,0,928,0,0,-30.867428389664767,3.5745736880507217,3.1091094034367623
40,250,2500,0.8,0.99,0.06025981645108948,0.8028,0.989976,0.0426616,0.009596575314314954,0.009734860794666756,0.48,0.01050038779518301,0.012171168183128796,0.953,0.011638199060887894,0.010349110984733826,0.9,0,937,0,0,-31.394133364794953,-2.7279331900472403,1.89704025983689
40,250,2500,0.8,0.99,0.07008794667454693,0.79985,0.990208,0.0479228,0.010387845201342906,0.010066137412616716,0.39,0.014145596708003642,0.012766350309822297,0.949,0.012856605415173703,0.010604108117862441,0.886,0,936,0,0,-30.71404236051587,0.753132112109082,2.7219640081122556
40,250,2500,0.8,0.99,0.07921247905807373,0.806175,0.990176,0.0530148,0.010830813264223966,0.010297160375684464,0.306,0.013656177264659517,0.013659618635846962,0.944,0.01372771946684441,0.010748990359542795,0.877,0,947,0,0,-31.127231170903364,0.7231421890806777,1.327045169082686
40,250,2500,0.8,0.99,0.09003243241758835,0.80115,0.990304,0.0590536,0.010956857654199965,0.010779669828335866,0.282,0.015557375468522677,0.014228267501840619,0.946,0.014116377297907134,0.01101138159005696,0.865,0,940,0,0,-30.323572100894527,1.284827278788585,1.814952921761136
40,250,2500,0.8,0.99,0.09971693078917263,0.801625,0.99002,0.0648416,0.01163280113959113,0.011241863030663494,0.231,0.015438031230667091,0.014997642154360672,0.946,0.014956620630731774,0.011272309482165494,0.86,0,950,0,0,-30.121401506692376,0.2816343298244004,1.6295640057909722
40,250,2500,0.8,0.99,0.11016125111218047,0.8021,0.990004,0.0704416,0.01198257920380984,0.011645500870121072,0.185,0.017570500838325134,0.01594718921491304,0.954,0.015340149419866946,0.011460047412773414,0.854,0,941,0,0,-30.34097081488705,2.4157530519045407,0.8006564039486915
40,250,2500,0.8,0.99,0.12050272654685983,0.80145,0.989916,0.0760588,0.012388038709149745,0.01210506653659269,0.163,0.018776099354255733,0.016436181550493326,0.928,0.016094920333031424,0.011668336777040026,0.845,0,926,0,0,-30.403247029254246,2.0958081449830095,0.12904681455992406
40,250,2500,0.8,0.99,0.12952923904899236,0.79915,0.989856,0.081792,0.012697944826697274,0.012644366478690144,0.172,0.016377224313542837,0.016722023785383146,0.947,0.01702054788992498,0.011882928498952991,0.849,0,933,0,0,-29.440684827123903,0.22236548441938578,0.895259283396869
40,250,2500,0.8,0.99,0.13962443590379064,0.797525,0.990028,0.087588,0.013764140932867909,0.013134314592943635,0.18,0.017503477660180792,0.018303281021351245,0.929,0.018268050023672138,0.012022381713116344,0.805,0,952,0,0,-28.930282906147276,2.267646726017081,1.2588372531455476
40,250,2500,0.8,0.99,0.14916116627309708,0.8035,0.99002,0.0930232,0.014028387015516543,0.01336210286347115,0.145,0.020259190653797023,0.01806352467986116,0.945,0.017969167547364287,0.012054420583585992,0.835,0,948,0,0,-29.41100068368027,-2.334607374304662,0.045173538451181355
40,250,2500,0.8,0.99,0.1597866652405128,0.800675,0.990068,0.0995772,0.014307825120968143,0.013986843008278117,0.148,0.019768267089118195,0.01875512825796277,0.943,0.018953565217927733,0.012241476665442872,0.786,0,935,0,0,-28.613138967622007,-0.18095174245353077,0.7693573105666747
40,250,2500,0.8,0.99,0.16969275235299386,0.7994,0.9901,0.105594,0.01423843320787248,0.014518294209102792,0.146,0.02069342639153796,0.019618403308753724,0.949,0.019088959580191234,0.012376995799301165,0.794,0,940,0,0,-28.15524224009934,1.709372575652152,0.7181952173905775
40,250,2500,0.8,0.99,0.18003632669993264,0.8019,0.989792,0.1115552,0.015341483918243734,0.014969788994462154,0.126,0.026407287255797447,0.020825305464122864,0.934,0.020149430577774696,0.012515528490444159,0.782,0,946,0,0,-28.475099503666314,2.8901380056997197,-0.13482902713201506
40,250,2500,0.8,0.99,0.19013223381393127,0.801,0.989732,0.1180112,0.015526365892103326,0.015565794542654858,0.128,0.021199397593459623,0.021652741375746923,0.946,0.020246374754709022,0.012659457373718402,0.787,0,935,0,0,-27.895891560259617,1.337731542809374,0.22718094365492256
40,250,2500,0.8,0.99,0.20061410604153604,0.801275,0.990132,0.124836,0.01653681421987193,0.016107459072420175,0.135,0.021260721098741702,0.021681712152677547,0.941,0.021898433008938307,0.012689727621317032,0.761,0,934,0,0,-27.132768114364637,-0.5490402862556382,0.6682310536519378
40,250,2500,0.99,0.8,0.010018806684180577,0.989825,0.8014640000000001,0.2049284,0.02060104832702501,0.033350114129027074,0.969,0.02156365819804468,0.0343738076326268,0.957,0.022533766225664453,0.03345872708337906,0.951,0,938,0,0,66.9087341820029,72.99751146694443,95.63429736247919
40,250,2500,0.99,0.8,0.01999634446271763,0.989825,0.800752,0.2106444,0.02311772981773413,0.03327071384366386,0.975,0.02756364644360914,0.034369840744306115,0.959,0.025769460032320102,0.03331888027397617,0.948,0,941,0,0,6.148612435919833,24.300678702871693,34.53742884635408
40,250,2500,0.99,0.8,0.030009523093455007,0.98965,0.799608,0.2162384,0.02470424048088942,0.03324775425291826,0.984,0.027085200179319525,0.03427449572221185,0.965,0.027590659464766267,0.03322576351357032,0.96,0,934,0,0,-15.655611609255306,4.86425606620146,13.715164056648817
40,250,2500,0.99,0.8,0.03994759246720032,0.990025,0.799268,0.22142320000000001,0.02678173529472685,0.03310866479538332,0.983,0.03184618971756107,0.033642278003623474,0.954,0.030011691102636198,0.03301297861845867,0.946,0,929,0,0,-24.649082407743293,7.7062842845385875,6.1861759914814956
40,250,2500,0.99,0.8,0.05000000238954469,0.9904499999999999,0.8005960000000001,0.227076,0.028104495159829268,0.032720764563333386,0.985,0.03303272728957665,0.033288849903309846,0.955,0.03112272743867916,0.03256398059624947,0.946,0,935,0,0,-26.260854026051966,3.313078899707974,6.416953011338792
40,250,2500,0.99,0.8,0.06025981645108948,0.990025,0.800096,0.2321368,0.02873954753747196,0.03264982239788928,0.99,0.033053527658345155,0.033492127985167694,0.964,0.0319242084452775,0.032419142996229215,0.948,0,937,0,0,-30.155956043894257,-7.169576683169665,2.255368074355533
40,250,2500,0.99,0.8,0.07008794667454693,0.9897,0.800844,0.2374824,0.02943752229940525,0.0323871405994874,0.993,0.03246222580669034,0.03338549858171287,0.964,0.03149932637350439,0.03207403931127615,0.956,0,941,0,0,-30.229239452146675,-5.089582145247042,3.67242295850697
40,250,2500,0.99,0.8,0.07921247905807373,0.98995,0.800408,0.243328,0.03030348092292925,0.03224382014894584,0.925,0.03579127924365749,0.03303134837797419,0.95,0.03155158676875487,0.03186236188127673,0.94,0,937,0,0,-30.42229299954083,-1.6279894765345364,3.9465940174396406
40,250,2500,0.99,0.8,0.09003243241758835,0.988525,0.799644,0.2492604,0.03126894066573053,0.03221745288007064,0.891,0.03829155497430085,0.03258236781964243,0.945,0.03224034908808241,0.031729082807661554,0.945,0,947,0,0,-31.578314950649652,-2.01650910894119,2.8204356780424678
40,250,2500,0.99,0.8,0.09971693078917263,0.989725,0.799392,0.2548576,0.030952151770453646,0.03201465373017214,0.879,0.038417851622107535,0.03318099889034519,0.954,0.03168007340698994,0.0314736047485655,0.946,0,945,0,0,-31.611076711948854,-8.349945509122895,1.8436864247586913
40,250,2500,0.99,0.8,0.11016125111218047,0.990625,0.8015720000000001,0.2604576,0.031128045629245538,0.03152030174627425,0.869,0.02666490073892924,0.03152667040002164,0.941,0.0318270551247514,0.030901916610658182,0.931,0,958,0,0,-29.656796362758513,5.4310028116259605,3.615135561200535
40,250,2500,0.99,0.8,0.12050272654685983,0.989375,0.8001520000000001,0.2661084,0.031323528694928965,0.03157451988324842,0.828,0.035530685895659206,0.03195447755973876,0.937,0.031724777350111866,0.030866143007310606,0.931,0,927,0,0,-31.066771623837937,-1.1807255763941604,1.8024874917492724
40,250,2500,0.99,0.8,0.12952923904899236,0.9899749999999999,0.80054,0.271262,0.0314544086255259,0.0313390684043961,0.808,0.03337921874809207,0.03184880730616641,0.942,0.03151518554779945,0.03056122010524512,0.938,0,943,0,0,-30.576849764274563,-2.3621344661485515,1.8131748082583903
40,250,2500,0.99,0.8,0.13962443590379064,0.990375,0.800268,0.2777348,0.03183091249684229,0.03115499484535202,0.777,0.030119981108631007,0.03145400745291043,0.933,0.0318275809038405,0.030298872199037524,0.924,0,936,0,0,-29.973318855220445,0.3310102711434239,1.8476119597790739
40,250,2500,0.99,0.8,0.14916116627309708,0.989775,0.800656,0.283356,0.03108574037466995,0.03095594988205402,0.767,0.03622578398427305,0.0309314263420076,0.934,0.030940317704707704,0.030008301665891794,0.928,0,936,0,0,-29.318192647122338,3.4176183547460437,2.3416268494331223
40,250,2500,0.99,0.8,0.1597866652405128,0.990575,0.800044,0.2892008,0.03124295225873136,0.030809568653225795,0.702,0.03421610031501641,0.03155169295249538,0.947,0.03089722308572319,0.029784984665666796,0.942,0,947,0,0,-29.879451595093688,-5.059831301452248,1.1521191106052764
40,250,2500,0.99,0.8,0.16969275235299386,0.98905,0.7989040000000001,0.295254,0.031469474107174725,0.03083082092074137,0.648,0.03212153355615836,0.03072964032333758,0.945,0.031055255270208307,0.029699277591118452,0.937,0,936,0,0,-30.10420763831386,1.1314985121255072,0.5887792314170734
40,250,2500,0.99,0.8,0.18003632669993264,0.990475,0.798976,0.301414,0.030761202494136934,0.030559230619037595,0.607,0.03286989644790992,0.03040332017971442,0.938,0.030702479045823985,0.029358111093220843,0.932,0,936,0,0,-29.836239374442574,-1.3044505649287406,0.33106308282369373
40,250,2500,0.99,0.8,0.19013223381393127,0.990275,0.7980360000000001,0.3079352,0.030325978832801165,0.030473796274966807,0.562,0.032195587459468225,0.030631806620460462,0.949,0.030042616533074624,0.029165279782984936,0.939,0,930,0,0,-29.711266376120857,-1.7478391477633386,0.26831360399460863
40,250,2500,0.99,0.8,0.20061410604153604,0.98995,0.800328,0.3149428,0.031960202540566,0.0300205600406828,0.568,0.028497518837007834,0.030454974457294164,0.913,0.031822463754749904,0.028644938903474772,0.899,0,942,0,0,-27.74515895580598,-1.8925767730319816,1.451758606594548
40,250,2500,0.99,0.95,0.010018806684180577,0.990575,0.9508,0.0561792,0.010566966332033042,0.015166694720715737,0.963,0.012328272616889365,0.015896533350840465,0.941,0.012012746624683717,0.015342245744221612,0.937,0,930,0,0,4.970322510622605,31.44516183678318,35.42487582150901
40,250,2500,0.99,0.95,0.01999634446271763,0.99005,0.950264,0.0626648,0.012445035497621666,0.015257312398126346,0.976,0.014958517491328564,0.015592124000809877,0.954,0.014207685367563377,0.015508370142571674,0.947,0,943,0,0,-23.40716208471302,13.43667160631152,9.040905897201105
40,250,2500,0.99,0.95,0.030009523093455007,0.988875,0.950004,0.0688548,0.01368901893484086,0.015312712174910608,0.989,0.013953585373627854,0.016085242642666545,0.955,0.015318915691723882,0.01562587411007247,0.938,0,930,0,0,-31.22980217806622,-4.868956667453101,3.470473301648568
40,250,2500,0.99,0.95,0.03994759246720032,0.9904499999999999,0.9499,0.0751912,0.01493152668825027,0.015289095142893366,0.908,0.015862974930782574,0.016135548618734834,0.947,0.016216977874564706,0.015651965005807424,0.94,0,941,0,0,-32.725673800780555,-3.554613090349317,1.7230766086883065
40,250,2500,0.99,0.95,0.05000000238954469,0.990575,0.949892,0.0818004,0.014926018588891863,0.015287786192701538,0.873,0.015780219379478804,0.016410213652432133,0.951,0.015843587684522875,0.01568683712701607,0.943,0,944,0,0,-32.78983945010581,-5.814349011797436,2.001538052874691
40,250,2500,0.99,0.95,0.06025981645108948,0.990225,0.9493999999999999,0.0887456,0.015973093564538677,0.015352899428412036,0.82,0.018867695215641314,0.016494550230186172,0.935,0.01695108237354434,0.01578836594969353,0.921,0,944,0,0,-32.832547449257746,1.256247328256364,1.9182214815699612
40,250,2500,0.99,0.95,0.07008794667454693,0.9916,0.949444,0.0952636,0.015025396083715302,0.015322603281919771,0.748,0.016539465767160314,0.016433065201774184,0.937,0.01603573060597698,0.015775523475222656,0.932,0,942,0,0,-32.470305982458925,1.8138518682051072,1.3485055405446058
40,250,2500,0.99,0.95,0.07921247905807373,0.989475,0.949656,0.101004,0.015148331172824112,0.015321584656373717,0.683,0.016234162919727034,0.016375935386466117,0.942,0.016155924617912317,0.015793021787727672,0.938,0,933,0,0,-32.13699066674534,-0.8705573077776857,1.8301241275286138
40,250,2500,0.99,0.95,0.09003243241758835,0.989225,0.949344,0.1083396,0.01534271200993649,0.015369755517908564,0.552,0.01671527993837674,0.01669921230142185,0.946,0.016432001820333685,0.01584952505731841,0.933,0,930,0,0,-31.92279669220525,0.4423128288681002,1.4476193071825256
40,250,2500,0.99,0.95,0.09971693078917263,0.9897,0.9499679999999999,0.114828,0.015245928939534054,0.015258312181589581,0.477,0.015809001785339217,0.016671490290750185,0.934,0.016553454123601416,0.015749111388835998,0.925,0,937,0,0,-31.03660646049549,-3.7083307890971,1.4993104485676199
40,250,2500,0.99,0.95,0.11016125111218047,0.98985,0.949952,0.1217216,0.014983641155995717,0.015255610970881106,0.382,0.016695841832306556,0.0163127777472845,0.953,0.016208703154028364,0.01573922016685941,0.938,0,917,0,0,-30.910207412009953,-0.39628296197441415,1.2054424353334183
40,250,2500,0.99,0.95,0.12050272654685983,0.99095,0.950284,0.128848,0.015523885015027737,0.01518113226461374,0.295,0.018966835823937694,0.016751265744955626,0.937,0.01675497828890375,0.015671467850834307,0.926,0,943,0,0,-30.37305090273057,-1.8746574573725856,1.5031412884942201
40,250,2500,0.99,0.95,0.12952923904899236,0.989475,0.9495,0.1351284,0.015542526920718256,0.015319027596425842,0.23,0.016754454878166566,0.017047815894365766,0.946,0.016440398677863045,0.01577400716101392,0.937,0,934,0,0,-30.553760353154587,-3.422619489219817,0.8123730342919137
40,250,2500,0.99,0.95,0.13962443590379064,0.9909,0.950108,0.142354,0.014960345976842777,0.015193578824506728,0.166,0.014722863736749437,0.016539255443356868,0.957,0.015855184597777617,0.01563543957517301,0.943,0,938,0,0,-29.737749565886713,-1.181779443705711,1.0248343720171336
