n_1,n_2,n_3,sigma_e,sigma_p,pi,hat_pi_RG,n_sims
300,3000,20000,0.8,1,0.05,0.10425761743419748,NA
300,3000,20000,0.8,1,0.3,0.08771552542757854,NA
300,3000,20000,0.95,0.8,0.005,43.914270942166844,NA
300,3000,20000,0.95,0.8,0.05,-0.16845729705833312,NA
300,3000,20000,0.95,0.8,0.3,0.006313592494052353,NA
300,3000,20000,0.95,0.95,0.005,6.958018823405731,NA
300,3000,20000,0.95,0.95,0.05,-0.0037419845221042802,NA
300,3000,20000,0.95,0.95,0.3,0.0069730745095308855,NA
300,3000,20000,0.95,1,0.005,0.009084119369801719,NA
300,3000,20000,0.95,1,0.05,0.020449354675503018,NA
300,3000,20000,0.95,1,0.3,0.04122088777587981,NA
300,3000,20000,1,0.8,0.005,36.69652820173907,NA
300,3000,20000,1,0.8,0.05,-0.2174568273117239,NA
300,3000,20000,1,0.8,0.3,-0.014438881450566193,NA
300,3000,20000,1,0.95,0.005,6.583691818604545,NA
300,3000,20000,1,0.95,0.05,-0.026445301996566584,NA
300,3000,20000,1,0.95,0.3,-6.063313993479962e-4,NA
300,3000,20000,1,1,0.005,-0.05419999999999037,NA
300,3000,20000,1,1,0.05,0.03198999999999563,NA
300,3000,20000,1,1,0.3,0.005535000000000956,NA
3000,30,500,0.8,0.8,0.005,845.6996730093188,NA
3000,30,500,0.8,0.8,0.05,43.54476023075163,NA
3000,30,500,0.8,0.8,0.3,-3.769897833506619,NA
3000,30,500,0.8,0.95,0.005,367.77417273927745,NA
3000,30,500,0.8,0.95,0.05,9.100256198634609,NA
3000,30,500,0.8,0.95,0.3,-0.373035364744978,NA
3000,30,500,0.8,1,0.005,-0.20221735063181284,NA
3000,30,500,0.8,1,0.05,-0.046685545619915,NA
3000,30,500,0.8,1,0.3,-0.019514944234651686,NA
3000,30,500,0.95,0.8,0.005,665.6019906968876,NA
3000,30,500,0.95,0.8,0.05,30.978185002880434,NA
3000,30,500,0.95,0.8,0.3,-2.8109546451417873,NA
3000,30,500,0.95,0.95,0.005,307.6690889689235,NA
3000,30,500,0.95,0.95,0.05,5.849210292310225,NA
3000,30,500,0.95,0.95,0.3,-0.45109442798944394,NA
3000,30,500,0.95,1,0.005,-0.7180458147453516,NA
3000,30,500,0.95,1,0.05,-0.0036706813021092355,NA
3000,30,500,0.95,1,0.3,0.07016297064010857,NA
3000,30,500,1,0.8,0.005,659.9480726014289,NA
3000,30,500,1,0.8,0.05,25.97730273855417,NA
3000,30,500,1,0.8,0.3,-1.4703307392001284,NA
3000,30,500,1,0.95,0.005,290.614178434592,NA
3000,30,500,1,0.95,0.05,5.963262809987004,NA
3000,30,500,1,0.95,0.3,-0.39102207811235007,NA
3000,30,500,1,1,0.005,0.15600000000007969,NA
3000,30,500,1,1,0.05,0.26680000000008086,NA
3000,30,500,1,1,0.3,-0.12346666666664582,NA
3000,30,5000,0.8,0.8,0.005,803.2113388049697,NA
3000,30,5000,0.8,0.8,0.05,41.61529735072545,NA
3000,30,5000,0.8,0.8,0.3,-3.761949115020739,NA
3000,30,5000,0.8,0.95,0.005,375.8354627973976,NA
3000,30,5000,0.8,0.95,0.05,9.67656687562518,NA
3000,30,5000,0.8,0.95,0.3,-0.5463164164741241,NA
3000,30,5000,0.8,1,0.005,-0.2296554508341049,NA
3000,30,5000,0.8,1,0.05,0.02041610068261035,NA
3000,30,5000,0.8,1,0.3,0.014460515985488994,NA
3000,30,5000,0.95,0.8,0.005,635.307168752394,NA
3000,30,5000,0.95,0.8,0.05,28.787124611558966,NA
3000,30,5000,0.95,0.8,0.3,-2.371320322076857,NA
3000,30,5000,0.95,0.95,0.005,306.19881717873733,NA
3000,30,5000,0.95,0.95,0.05,6.550644448535856,NA
3000,30,5000,0.95,0.95,0.3,-0.3606819598438819,NA
3000,30,5000,0.95,1,0.005,-0.0903970313608296,NA
3000,30,5000,0.95,1,0.05,-0.03307412458368464,NA
3000,30,5000,0.95,1,0.3,-0.003058777906461696,NA
3000,30,5000,1,0.8,0.005,613.7403093023455,NA
3000,30,5000,1,0.8,0.05,25.574632183666427,NA
3000,30,5000,1,0.8,0.3,-1.9241625540324196,NA
3000,30,5000,1,0.95,0.005,277.8583034482759,NA
3000,30,5000,1,0.95,0.05,3.1395407115489826,NA
3000,30,5000,1,0.95,0.3,-0.5441365989103941,NA
3000,30,5000,1,1,0.005,0.09279999999984787,NA
3000,30,5000,1,1,0.05,0.039440000000001696,NA
3000,30,5000,1,1,0.3,-0.002073333333333742,NA
3000,30,20000,0.8,0.8,0.005,812.9031710266058,NA
3000,30,20000,0.8,0.8,0.05,42.646006236899346,NA
3000,30,20000,0.8,0.8,0.3,-3.4035821978142997,NA
3000,30,20000,0.8,0.95,0.005,364.98722171051213,NA
3000,30,20000,0.8,0.95,0.05,8.506418207163481,NA
3000,30,20000,0.8,0.95,0.3,-0.7010852430905564,NA
3000,30,20000,0.8,1,0.005,-0.02299300874489263,NA
3000,30,20000,0.8,1,0.05,0.01905804221995211,NA
3000,30,20000,0.8,1,0.3,1.0627510760308212e-4,NA
3000,30,20000,0.95,0.8,0.005,648.3735257295241,NA
3000,30,20000,0.95,0.8,0.05,28.674694654333422,NA
3000,30,20000,0.95,0.8,0.3,-2.524673814902771,NA
3000,30,20000,0.95,0.95,0.005,298.21058021784125,NA
3000,30,20000,0.95,0.95,0.05,5.704311257974868,NA
3000,30,20000,0.95,0.95,0.3,-0.34466998977685426,NA
3000,30,20000,0.95,1,0.005,0.0934314822083164,NA
3000,30,20000,0.95,1,0.05,-0.00936695824471645,NA
3000,30,20000,0.95,1,0.3,0.021029588308629776,NA
3000,30,20000,1,0.8,0.005,614.5453649720016,NA
3000,30,20000,1,0.8,0.05,26.731156072154423,NA
3000,30,20000,1,0.8,0.3,-2.2679612056912455,NA
3000,30,20000,1,0.95,0.005,293.83676551724136,NA
3000,30,20000,1,0.95,0.05,4.084789978106184,NA
3000,30,20000,1,0.95,0.3,-0.4190143739069563,NA
3000,30,20000,1,1,0.005,-0.16990000000001448,NA
3000,30,20000,1,1,0.05,0.024599999999999622,NA
3000,30,20000,1,1,0.3,-0.023006666666658404,NA
3000,300,500,0.8,0.8,0.005,328.0413222839528,NA
3000,300,500,0.8,0.8,0.05,7.153561111548787,NA
3000,300,500,0.8,0.8,0.3,-0.5006865102290722,NA
3000,300,500,0.8,0.95,0.005,125.37237058573065,NA
3000,300,500,0.8,0.95,0.05,-0.05072268975757355,NA
3000,300,500,0.8,0.95,0.3,-0.011604337129840955,NA
3000,300,500,0.8,1,0.005,-0.507972467038327,NA
3000,300,500,0.8,1,0.05,-0.24787515982903352,NA
3000,300,500,0.8,1,0.3,-0.029697579642199805,NA
3000,300,500,0.95,0.8,0.005,248.02403557716607,NA
3000,300,500,0.95,0.8,0.05,3.233809834627066,NA
3000,300,500,0.95,0.8,0.3,-0.1846719729929151,NA
3000,300,500,0.95,0.95,0.005,93.20744124776499,NA
3000,300,500,0.95,0.95,0.05,-0.10182025706070852,NA
3000,300,500,0.95,0.95,0.3,-0.05877087570294037,NA
3000,300,500,0.95,1,0.005,-0.42428816012221937,NA
3000,300,500,0.95,1,0.05,-0.08902850407539742,NA
3000,300,500,0.95,1,0.3,0.035124672144263666,NA
3000,300,500,1,0.8,0.005,240.31354638491092,NA
3000,300,500,1,0.8,0.05,1.1731834179197764,NA
3000,300,500,1,0.8,0.3,-0.37464908932551466,NA
3000,300,500,1,0.95,0.005,88.98649894768661,NA
3000,300,500,1,0.95,0.05,-0.1219359674238113,NA
3000,300,500,1,0.95,0.3,-0.05405010051584558,NA
3000,300,500,1,1,0.005,0.6120000000000951,NA
3000,300,500,1,1,0.05,0.30880000000008123,NA
3000,300,500,1,1,0.3,0.032400000000025006,NA
3000,300,5000,0.8,0.8,0.005,249.24936570945704,NA
3000,300,5000,0.8,0.8,0.05,1.1671082182045378,NA
3000,300,5000,0.8,0.8,0.3,-0.2957365638320275,NA
3000,300,5000,0.8,0.95,0.005,90.85889713167377,NA
3000,300,5000,0.8,0.95,0.05,-0.8506977666853932,NA
3000,300,5000,0.8,0.95,0.3,0.0034535741876839943,NA
3000,300,5000,0.8,1,0.005,0.08636396055633835,NA
3000,300,5000,0.8,1,0.05,0.01364879001866659,NA
3000,300,5000,0.8,1,0.3,0.014408880659400047,NA
3000,300,5000,0.95,0.8,0.005,197.97199833472126,NA
3000,300,5000,0.95,0.8,0.05,0.06443802906573592,NA
3000,300,5000,0.95,0.8,0.3,-0.20833209059906155,NA
3000,300,5000,0.95,0.95,0.005,72.00674783304316,NA
3000,300,5000,0.95,0.95,0.05,-0.9126847009874178,NA
3000,300,5000,0.95,0.95,0.3,-0.02646344500822906,NA
3000,300,5000,0.95,1,0.005,-0.014895412431548127,NA
3000,300,5000,0.95,1,0.05,0.04354465296683985,NA
3000,300,5000,0.95,1,0.3,0.022426235270230542,NA
3000,300,5000,1,0.8,0.005,182.70702485234727,NA
3000,300,5000,1,0.8,0.05,0.06017460610410752,NA
3000,300,5000,1,0.8,0.3,-0.17069207037839762,NA
3000,300,5000,1,0.95,0.005,66.54897975380827,NA
3000,300,5000,1,0.95,0.05,-0.5277001143185467,NA
3000,300,5000,1,0.95,0.3,0.04775305050010633,NA
3000,300,5000,1,1,0.005,-0.10280000000015277,NA
3000,300,5000,1,1,0.05,0.0014399999999914481,NA
3000,300,5000,1,1,0.3,-0.029853333333329513,NA
3000,300,20000,0.8,0.8,0.005,249.14028131788606,NA
3000,300,20000,0.8,0.8,0.05,1.9632944604758422,NA
3000,300,20000,0.8,0.8,0.3,-0.373321461547782,NA
3000,300,20000,0.8,0.95,0.005,90.58604932273188,NA
3000,300,20000,0.8,0.95,0.05,-0.4118720704772705,NA
3000,300,20000,0.8,0.95,0.3,-0.016093134521370327,NA
3000,300,20000,0.8,1,0.005,-0.12565612672630483,NA
3000,300,20000,0.8,1,0.05,0.014108229256210025,NA
3000,300,20000,0.8,1,0.3,0.009004446524759254,NA
3000,300,20000,0.95,0.8,0.005,187.03355027860204,NA
3000,300,20000,0.95,0.8,0.05,0.15376088985323555,NA
3000,300,20000,0.95,0.8,0.3,-0.10517375280170531,NA
3000,300,20000,0.95,0.95,0.005,67.36783498383457,NA
3000,300,20000,0.95,0.95,0.05,-0.10267584476943148,NA
3000,300,20000,0.95,0.95,0.3,0.00736970455524529,NA
3000,300,20000,0.95,1,0.005,0.12562227366232429,NA
3000,300,20000,0.95,1,0.05,-0.02365688905260621,NA
3000,300,20000,0.95,1,0.3,0.0023952219847337792,NA
3000,300,20000,1,0.8,0.005,180.1084226586353,NA
3000,300,20000,1,0.8,0.05,0.5636820033511764,NA
3000,300,20000,1,0.8,0.3,-0.21723044682255463,NA
3000,300,20000,1,0.95,0.005,62.53562874052659,NA
3000,300,20000,1,0.95,0.05,-0.5150854217555456,NA
3000,300,20000,1,0.95,0.3,0.0059639560099911115,NA
3000,300,20000,1,1,0.005,0.15089999999998854,NA
3000,300,20000,1,1,0.05,0.010249999999989434,NA
3000,300,20000,1,1,0.3,-0.003869999999998412,NA
3000,3000,500,0.8,0.8,0.005,212.69301158798868,NA
3000,3000,500,0.8,0.8,0.05,1.3568446365731095,NA
3000,3000,500,0.8,0.8,0.3,0.015545622847057405,NA
3000,3000,500,0.8,0.95,0.005,76.60646098420159,NA
3000,3000,500,0.8,0.95,0.05,-0.0029136185478867427,NA
3000,3000,500,0.8,0.95,0.3,0.019695179726405186,NA
3000,3000,500,0.8,1,0.005,1.622135215040201,NA
3000,3000,500,0.8,1,0.05,0.17433047071181706,NA
3000,3000,500,0.8,1,0.3,-0.007909948013547682,NA
3000,3000,500,0.95,0.8,0.005,158.31993260540744,NA
3000,3000,500,0.95,0.8,0.05,0.3987810839578415,NA
3000,3000,500,0.95,0.8,0.3,-0.03373123906162216,NA
3000,3000,500,0.95,0.95,0.005,53.357305966787756,NA
3000,3000,500,0.95,0.95,0.05,-0.9544786156129997,NA
3000,3000,500,0.95,0.95,0.3,-0.052732115795835664,NA
3000,3000,500,0.95,1,0.005,-0.12516579988458912,NA
3000,3000,500,0.95,1,0.05,-0.02258231246492215,NA
3000,3000,500,0.95,1,0.3,-0.06368608681533994,NA
3000,3000,500,1,0.8,0.005,152.45360465469065,NA
3000,3000,500,1,0.8,0.05,0.01920708184180442,NA
3000,3000,500,1,0.8,0.3,-0.23859350060532564,NA
3000,3000,500,1,0.95,0.005,48.127639208887686,NA
3000,3000,500,1,0.95,0.05,-0.5350407130282064,NA
3000,3000,500,1,0.95,0.3,0.0321947810317987,NA
3000,3000,500,1,1,0.005,0.20800000000008312,NA
3000,3000,500,1,1,0.05,0.15960000000007912,NA
3000,3000,500,1,1,0.3,-0.04446666666665008,NA
3000,3000,5000,0.8,0.8,0.005,79.97719898674949,NA
3000,3000,5000,0.8,0.8,0.05,-0.6295282999910778,NA
3000,3000,5000,0.8,0.8,0.3,0.022920670667780918,NA
3000,3000,5000,0.8,0.95,0.005,17.977565901040204,NA
3000,3000,5000,0.8,0.95,0.05,-0.2749144884546667,NA
3000,3000,5000,0.8,0.95,0.3,0.008998351978373176,NA
3000,3000,5000,0.8,1,0.005,-0.4373879985304814,NA
3000,3000,5000,0.8,1,0.05,-0.035958288281012774,NA
3000,3000,5000,0.8,1,0.3,0.010592475233495158,NA
3000,3000,5000,0.95,0.8,0.005,55.61140171952283,NA
3000,3000,5000,0.95,0.8,0.05,-0.13098362906147076,NA
3000,3000,5000,0.95,0.8,0.3,-0.027568773175630966,NA
3000,3000,5000,0.95,0.95,0.005,11.79989986449843,NA
3000,3000,5000,0.95,0.95,0.05,0.08315633799788058,NA
3000,3000,5000,0.95,0.95,0.3,-0.022635049771513316,NA
3000,3000,5000,0.95,1,0.005,-0.2662499008748535,NA
3000,3000,5000,0.95,1,0.05,-0.041855002492943716,NA
3000,3000,5000,0.95,1,0.3,-0.01355036703021284,NA
3000,3000,5000,1,0.8,0.005,50.156631170438835,NA
3000,3000,5000,1,0.8,0.05,-0.16324069927195484,NA
3000,3000,5000,1,0.8,0.3,0.0029318623185522106,NA
3000,3000,5000,1,0.95,0.005,8.848535039738259,NA
3000,3000,5000,1,0.95,0.05,-0.11807161699887991,NA
3000,3000,5000,1,0.95,0.3,-0.009481372670131865,NA
3000,3000,5000,1,1,0.005,-0.16520000000014648,NA
3000,3000,5000,1,1,0.05,0.030279999999993645,NA
3000,3000,5000,1,1,0.3,-0.017286666666671557,NA
3000,3000,20000,0.8,0.8,0.005,61.33059017830153,NA
3000,3000,20000,0.8,0.8,0.05,-0.10269542919801034,NA
3000,3000,20000,0.8,0.8,0.3,-0.05964829927133468,NA
3000,3000,20000,0.8,0.95,0.005,11.487573510136107,NA
3000,3000,20000,0.8,0.95,0.05,-0.11428269219027065,NA
3000,3000,20000,0.8,0.95,0.3,3.764104693863383e-4,NA
3000,3000,20000,0.8,1,0.005,0.05381856892352696,NA
3000,3000,20000,0.8,1,0.05,0.0330361546636293,NA
3000,3000,20000,0.8,1,0.3,0.003751383070701072,NA
3000,3000,20000,0.95,0.8,0.005,42.336288110735396,NA
3000,3000,20000,0.95,0.8,0.05,-0.13127146828223468,NA
3000,3000,20000,0.95,0.8,0.3,-0.031501838157088624,NA
3000,3000,20000,0.95,0.95,0.005,7.1792595424894845,NA
3000,3000,20000,0.95,0.95,0.05,-0.07460927932192996,NA
3000,3000,20000,0.95,0.95,0.3,0.00840190823259146,NA
3000,3000,20000,0.95,1,0.005,0.14391705024114493,NA
3000,3000,20000,0.95,1,0.05,0.028952357966641196,NA
3000,3000,20000,0.95,1,0.3,0.0251993118641769,NA
3000,3000,20000,1,0.8,0.005,35.2107928366434,NA
3000,3000,20000,1,0.8,0.05,0.102003978490528,NA
3000,3000,20000,1,0.8,0.3,-0.022152345609945577,NA
3000,3000,20000,1,0.95,0.005,5.162639618999099,NA
3000,3000,20000,1,0.95,0.05,-0.10854576398133808,NA
3000,3000,20000,1,0.95,0.3,-0.015463872828950603,NA
3000,3000,20000,1,1,0.005,-0.0015999999999731507,NA
3000,3000,20000,1,1,0.05,0.017679999999992146,NA
3000,3000,20000,1,1,0.3,0.029280000000001898,NA
