n_1,n_2,n_3,sigma_e,sigma_p,prev,hat_pi
3000,30,5000,0.7,1,0.3,0.050121413704936245
3000,30,5000,0.95,0.7,0.005,863.4147290096842
3000,30,5000,0.95,0.7,0.05,41.62423228525496
3000,30,5000,0.95,0.7,0.3,-3.223306376654615
3000,30,5000,0.95,0.95,0.005,303.4243198228798
3000,30,5000,0.95,0.95,0.05,5.868055786758641
3000,30,5000,0.95,0.95,0.3,-0.5738992232474649
3000,30,5000,0.95,1,0.005,-0.10221810672084511
3000,30,5000,0.95,1,0.05,0.05417676882013556
3000,30,5000,0.95,1,0.3,-0.0024149987854678776
3000,30,5000,1,0.7,0.005,785.4850582955011
3000,30,5000,1,0.7,0.05,38.95493978683986
3000,30,5000,1,0.7,0.3,-2.6682992363480746
3000,30,5000,1,0.95,0.005,290.09115862068967
3000,30,5000,1,0.95,0.05,2.739411548987408
3000,30,5000,1,0.95,0.3,-0.5085241497039816
3000,30,5000,1,1,0.005,0.07319999999984284
3000,30,5000,1,1,0.05,0.042760000000002796
3000,30,5000,1,1,0.3,-0.002740000000001075
3000,30,20000,0.7,0.7,0.005,1291.356766593688
3000,30,20000,0.7,0.7,0.05,83.9822273970355
3000,30,20000,0.7,0.7,0.3,-7.348598546028041
3000,30,20000,0.7,0.95,0.005,420.3154097749708
3000,30,20000,0.7,0.95,0.05,13.157251932034915
3000,30,20000,0.7,0.95,0.3,-1.0877030946311872
3000,30,20000,0.7,1,0.005,0.25514051513629216
3000,30,20000,0.7,1,0.05,0.02840118689381721
3000,30,20000,0.7,1,0.3,-0.0017139037459627342
3000,30,20000,0.95,0.7,0.005,830.0587446293347
3000,30,20000,0.95,0.7,0.05,47.36530706094339
3000,30,20000,0.95,0.7,0.3,-4.164888741370961
3000,30,20000,0.95,0.95,0.005,300.6792689158011
3000,30,20000,0.95,0.95,0.05,4.053404597000501
3000,30,20000,0.95,0.95,0.3,-0.4454975113714251
3000,30,20000,0.95,1,0.005,0.09980926230166928
3000,30,20000,0.95,1,0.05,-0.016897232228321735
3000,30,20000,0.95,1,0.3,0.017984177040871373
3000,30,20000,1,0.7,0.005,805.6614693287922
3000,30,20000,1,0.7,0.05,37.78557585089559
3000,30,20000,1,0.7,0.3,-3.5565400836791716
3000,30,20000,1,0.95,0.005,292.27094137931033
3000,30,20000,1,0.95,0.05,4.034577246852772
3000,30,20000,1,0.95,0.3,-0.43940336194510843
3000,30,20000,1,1,0.005,-0.17129999999998882
3000,30,20000,1,1,0.05,0.025179999999999647
3000,30,20000,1,1,0.3,-0.02287499999999628
3000,300,500,0.7,0.7,0.005,570.5129470320053
3000,300,500,0.7,0.7,0.05,25.128539350192714
3000,300,500,0.7,0.7,0.3,-1.2004431171206236
3000,300,500,0.7,0.95,0.005,149.82172087479069
3000,300,500,0.7,0.95,0.05,-0.6480560140123548
3000,300,500,0.7,0.95,0.3,-0.085403630602221
3000,300,500,0.7,1,0.005,0.03833589673631066
3000,300,500,0.7,1,0.05,-0.17864944088154255
3000,300,500,0.7,1,0.3,0.006838277529637912
3000,300,500,0.95,0.7,0.005,348.02847445781595
3000,300,500,0.95,0.7,0.05,7.0572246946905555
3000,300,500,0.95,0.7,0.3,-0.21966980041152978
3000,300,500,0.95,0.95,0.005,91.951719730371
3000,300,500,0.95,0.95,0.05,-0.09337183241271696
3000,300,500,0.95,0.95,0.3,-0.06849123419520413
3000,300,500,0.95,1,0.005,-0.6562915345653154
3000,300,500,0.95,1,0.05,-0.09550562882681968
3000,300,500,0.95,1,0.3,0.059274272551479434
3000,300,500,1,0.7,0.005,324.73181314553193
3000,300,500,1,0.7,0.05,5.4826285904515935
3000,300,500,1,0.7,0.3,-0.40441734131331974
3000,300,500,1,0.95,0.005,87.23632308952631
3000,300,500,1,0.95,0.05,-0.7713613295320804
3000,300,500,1,0.95,0.3,-0.03260619960709921
3000,300,500,1,1,0.005,0.39600000000009417
3000,300,500,1,1,0.05,0.26880000000008286
3000,300,500,1,1,0.3,0.03460000000001425
3000,300,5000,0.7,0.7,0.005,453.29688524971994
3000,300,5000,0.7,0.7,0.05,12.11524670643578
3000,300,5000,0.7,0.7,0.3,-1.1496784305417378
3000,300,5000,0.7,0.95,0.005,110.3894517781583
3000,300,5000,0.7,0.95,0.05,-0.597016952059215
3000,300,5000,0.7,0.95,0.3,-0.05794113139066341
3000,300,5000,0.7,1,0.005,0.2770324613792993
3000,300,5000,0.7,1,0.05,0.06416462962557934
3000,300,5000,0.7,1,0.3,0.010756595466954177
3000,300,5000,0.95,0.7,0.005,270.83935107524644
3000,300,5000,0.95,0.7,0.05,1.4892690337179464
3000,300,5000,0.95,0.7,0.3,-0.455699076207868
3000,300,5000,0.95,0.95,0.005,70.70054447852579
3000,300,5000,0.95,0.95,0.05,-0.311690533684697
3000,300,5000,0.95,0.95,0.3,-0.030346230431022025
3000,300,5000,0.95,1,0.005,0.029096338141285094
3000,300,5000,0.95,1,0.05,0.051201154995170195
3000,300,5000,0.95,1,0.3,-0.002637845798440323
3000,300,5000,1,0.7,0.005,252.17843385920452
3000,300,5000,1,0.7,0.05,-0.004910425447340883
3000,300,5000,1,0.7,0.3,-0.36187522287517426
3000,300,5000,1,0.95,0.005,66.34601939146256
3000,300,5000,1,0.95,0.05,-0.4231345570032269
3000,300,5000,1,0.95,0.3,-0.08522081384406319
3000,300,5000,1,1,0.005,-0.11840000000016421
3000,300,5000,1,1,0.05,0.003999999999990123
3000,300,5000,1,1,0.3,-0.033213333333337314
3000,300,20000,0.7,0.7,0.005,434.06923701718136
3000,300,20000,0.7,0.7,0.05,13.548217196245659
3000,300,20000,0.7,0.7,0.3,-1.0298067199801346
3000,300,20000,0.7,0.95,0.005,105.25137819047974
3000,300,20000,0.7,0.95,0.05,-1.6373395524891114
3000,300,20000,0.7,0.95,0.3,-0.0292212604181182
3000,300,20000,0.7,1,0.005,-0.11844448739880761
3000,300,20000,0.7,1,0.05,0.016090465495083306
3000,300,20000,0.7,1,0.3,0.03465797485350623
3000,300,20000,0.95,0.7,0.005,268.4429037145855
3000,300,20000,0.95,0.7,0.05,1.9914450086558204
3000,300,20000,0.95,0.7,0.3,-0.285727807887178
3000,300,20000,0.95,0.95,0.005,69.07222437550675
3000,300,20000,0.95,0.95,0.05,-0.7102791185320256
3000,300,20000,0.95,0.95,0.3,-0.03588429515468302
3000,300,20000,0.95,1,0.005,0.13616321446707075
3000,300,20000,0.95,1,0.05,-0.027383652509996304
3000,300,20000,0.95,1,0.3,0.008679513871271787
3000,300,20000,1,0.7,0.005,244.63573388873186
3000,300,20000,1,0.7,0.05,0.26043626382458995
3000,300,20000,1,0.7,0.3,-0.20140536353115598
3000,300,20000,1,0.95,0.005,64.26794295015429
3000,300,20000,1,0.95,0.05,-0.20016422466480333
3000,300,20000,1,0.95,0.3,-0.012179368256833486
3000,300,20000,1,1,0.005,0.1536000000000072
3000,300,20000,1,1,0.05,0.010639999999992322
3000,300,20000,1,1,0.3,-0.003806666666661407
3000,3000,500,0.7,0.7,0.005,381.7662698291062
3000,3000,500,0.7,0.7,0.05,9.765622994295814
3000,3000,500,0.7,0.7,0.3,0.07374717908178083
3000,3000,500,0.7,0.95,0.005,91.44870054267004
3000,3000,500,0.7,0.95,0.05,0.2889924139148209
3000,3000,500,0.7,0.95,0.3,-0.014200209526675039
3000,3000,500,0.7,1,0.005,0.705043735990847
3000,3000,500,0.7,1,0.05,0.3490140694898669
3000,3000,500,0.7,1,0.3,0.07899893131918523
3000,3000,500,0.95,0.7,0.005,227.5790898147878
3000,3000,500,0.95,0.7,0.05,2.1456066063136325
3000,3000,500,0.95,0.7,0.3,0.02235587019185544
3000,3000,500,0.95,0.95,0.005,53.27543291122675
3000,3000,500,0.95,0.95,0.05,-0.8761723015690698
3000,3000,500,0.95,0.95,0.3,-0.07451179927588555
3000,3000,500,0.95,1,0.005,-0.7378946889338884
3000,3000,500,0.95,1,0.05,-0.03994888831854171
3000,3000,500,0.95,1,0.3,-0.04812042047203091
3000,3000,500,1,0.7,0.005,210.20008783611507
3000,3000,500,1,0.7,0.05,1.3871211104277552
3000,3000,500,1,0.7,0.3,-0.1479866724557096
3000,3000,500,1,0.95,0.005,48.348222270080726
3000,3000,500,1,0.95,0.05,-0.5649783742994186
3000,3000,500,1,0.95,0.3,0.0886467288365167
3000,3000,500,1,1,0.005,0.08800000000008454
3000,3000,500,1,1,0.05,0.211200000000078
3000,3000,500,1,1,0.3,-0.035466666666650326
3000,3000,5000,0.7,0.7,0.005,163.17611603061528
3000,3000,5000,0.7,0.7,0.05,-0.00213343778837638
3000,3000,5000,0.7,0.7,0.3,-0.04982597184597741
3000,3000,5000,0.7,0.95,0.005,24.25977436895087
3000,3000,5000,0.7,0.95,0.05,-0.2436409331399575
3000,3000,5000,0.7,0.95,0.3,-0.09578068537230422
3000,3000,5000,0.7,1,0.005,-0.4374754250354752
3000,3000,5000,0.7,1,0.05,-0.009711826876271368
3000,3000,5000,0.7,1,0.3,0.05043861891916117
3000,3000,5000,0.95,0.7,0.005,86.20124928290412
3000,3000,5000,0.95,0.7,0.05,-0.40149125704916355
3000,3000,5000,0.95,0.7,0.3,0.04081095354844615
3000,3000,5000,0.95,0.95,0.005,11.181190061019635
3000,3000,5000,0.95,0.95,0.05,0.18104038884197982
3000,3000,5000,0.95,0.95,0.3,0.050494791449825126
3000,3000,5000,0.95,1,0.005,-0.23039597722070496
3000,3000,5000,0.95,1,0.05,0.0062137196390199545
3000,3000,5000,0.95,1,0.3,-0.013048598023923663
3000,3000,5000,1,0.7,0.005,73.87786104460747
3000,3000,5000,1,0.7,0.05,-0.18730265357447262
3000,3000,5000,1,0.7,0.3,-0.06520846775004419
3000,3000,5000,1,0.95,0.005,9.043591756435696
3000,3000,5000,1,0.95,0.05,-0.06624860586394721
3000,3000,5000,1,0.95,0.3,-0.009091919499567188
3000,3000,5000,1,1,0.005,-0.16920000000014007
3000,3000,5000,1,1,0.05,0.02339999999999287
3000,3000,5000,1,1,0.3,-0.016066666666666084
3000,3000,20000,0.7,0.7,0.005,126.35574858168417
3000,3000,20000,0.7,0.7,0.05,-0.952368349530483
3000,3000,20000,0.7,0.7,0.3,0.05577309979028685
3000,3000,20000,0.7,0.95,0.005,15.641233606602766
3000,3000,20000,0.7,0.95,0.05,-0.005923018430581406
3000,3000,20000,0.7,0.95,0.3,-0.004354893264076528
3000,3000,20000,0.7,1,0.005,0.15265827650771252
3000,3000,20000,0.7,1,0.05,0.027148077675162585
3000,3000,20000,0.7,1,0.3,0.012089192771476872
3000,3000,20000,0.95,0.7,0.005,67.77573404755826
3000,3000,20000,0.95,0.7,0.05,-0.1326513756900738
3000,3000,20000,0.95,0.7,0.3,-0.006300625323270767
3000,3000,20000,0.95,0.95,0.005,8.758207104923345
3000,3000,20000,0.95,0.95,0.05,-0.015075704790867839
3000,3000,20000,0.95,0.95,0.3,0.022297338456582032
3000,3000,20000,0.95,1,0.005,0.132515531290206
3000,3000,20000,0.95,1,0.05,0.014913492965396014
3000,3000,20000,0.95,1,0.3,0.0019666364121836053
3000,3000,20000,1,0.7,0.005,60.580028644190484
3000,3000,20000,1,0.7,0.05,0.04802457854637121
3000,3000,20000,1,0.7,0.3,-0.05801193479979909
3000,3000,20000,1,0.95,0.005,6.5917710711416
3000,3000,20000,1,0.95,0.05,-0.1940285218189064
3000,3000,20000,1,0.95,0.3,-0.027577815599607224
3000,3000,20000,1,1,0.005,0.002300000000003688
3000,3000,20000,1,1,0.05,0.018689999999987883
3000,3000,20000,1,1,0.3,0.029971666666665325
