n_1,n_2,n_3,sigma_e,sigma_p,prev,sigma_e_hat,sigma_p_hat,rho_hat,ESE_hat_pi_RG,ASE_hat_pi_RG,coverage_pi_RG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,coverage_pi_SRG,ESE_hat_pi_SRGM,ASE_hat_pi_SRGM,coverage_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM
40,250,2500,0.8,0.8,0.18506658302447587,0.80075,0.798956,0.2253572,0.03607367605495668,0.044140763619026226,0.053,0.07669980111420953,0.04881691979825393,0.718,0.0878776552022782,0.08736834905094601,0.946,0,0,0,0,-75.92900056918018,-18.217637315057814,3.291200136881073
40,250,2500,0.8,0.8,0.1899357904885576,0.80095,0.798164,0.2264836,0.037621211353360294,0.04425027347795277,0.051,0.07734371638760677,0.048890192151581566,0.714,0.08818302065433369,0.08742690949631447,0.941,0,0,0,0,-76.44813376690786,-20.040422175727354,1.2070971844243557
40,250,2500,0.8,0.8,0.19522789074533098,0.798675,0.8004640000000001,0.227778,0.03880843263967606,0.04381683156741895,0.054,0.0781626849547249,0.04883531106194564,0.713,0.08912960528329789,0.08713364997589368,0.944,0,0,0,0,-74.40223376804981,-17.69581421621934,2.0304525687624713
40,250,2500,0.8,0.8,0.19975617391169184,0.7962,0.799312,0.2283816,0.037804918161885824,0.044419458703890226,0.033,0.07677717953702191,0.049363587411704546,0.72,0.08792279452505633,0.08854786371732862,0.943,0,0,0,0,-75.34625210185848,-19.33952809127398,2.277614814048397
40,250,2500,0.8,0.95,0.005041882985044867,0.800375,0.9506319999999999,0.0509172,0.010995733457254117,0.019275351503325783,0.956,0.020008803906463927,0.02096952523720866,0.837,0.02253552355408592,0.0321074428098817,0.899,0,0,0,0,71.33848814803711,171.43558819266326,220.88287461065718
40,250,2500,0.8,0.95,0.010018161585073128,0.79815,0.950148,0.0511708,0.01096041262715793,0.0194538244967645,0.964,0.023006146632492615,0.021344037182756778,0.817,0.02758910432551732,0.03466449225391819,0.88,0,0,0,0,-17.068989472881327,64.94748220985694,100.21607897805693
40,250,2500,0.8,0.95,0.015481193873804373,0.79955,0.9499679999999999,0.0517056,0.01121175451408942,0.01944522617457579,0.934,0.02390969368031435,0.02159620562231427,0.815,0.028968886576449276,0.035949752959376365,0.876,0,0,0,0,-44.205729222005345,22.118395522838462,54.47909286274994
40,250,2500,0.8,0.95,0.020030479069638986,0.7991,0.950332,0.0524108,0.011750338639963854,0.019377885098839018,0.924,0.026389010143471565,0.02185634351608971,0.782,0.03133819104914566,0.03765090282371669,0.873,0,0,0,0,-52.67363776124467,10.323242885979377,40.1372795013306
40,250,2500,0.8,0.95,0.02606877557784691,0.80225,0.950108,0.053108,0.012089114489520204,0.019344084115829968,0.862,0.027099713700802143,0.0218015279158051,0.767,0.0325769128445376,0.03824467176427263,0.873,0,0,0,0,-61.53506709914846,-2.715831497978267,18.20163230142893
40,250,2500,0.8,0.95,0.02996476845452988,0.804,0.9499759999999999,0.0534652,0.011852101962446876,0.019320044388871513,0.815,0.02859594837497581,0.021918154485791846,0.762,0.0341782098310951,0.03937302054648547,0.866,0,0,0,0,-66.72424080433255,-9.261646024419068,14.71042817967191
40,250,2500,0.8,0.95,0.03502411440330111,0.802925,0.9500799999999999,0.0541228,0.012401278322678486,0.019311870542050125,0.709,0.03048634054632882,0.022247448635279322,0.743,0.03805468059986924,0.041285551138006985,0.876,0,0,0,0,-69.30687513093021,-8.79825756848739,19.17416344613773
40,250,2500,0.8,0.95,0.040847328814795685,0.800425,0.9491959999999999,0.054896,0.01216861373945938,0.01958257186774263,0.581,0.03399080692248573,0.02266816817431235,0.727,0.04234878175473569,0.043220004346033944,0.89,0,0,0,0,-74.10814740851758,-11.99056096981429,13.789328562210326
40,250,2500,0.8,0.95,0.04506256806371308,0.8044,0.9499599999999999,0.0554932,0.012679256316063628,0.019275977175975456,0.504,0.03344818539606957,0.022445119021605262,0.708,0.03957746412935291,0.042977270705080145,0.9,0,0,0,0,-73.75289624976945,-16.4897923096935,6.368299110284515
40,250,2500,0.8,0.95,0.05009422135714624,0.80125,0.950152,0.0565392,0.013590004048265164,0.019344555674179673,0.398,0.03583788609682486,0.02277093747444398,0.7,0.0421339971591101,0.04436176674728414,0.917,0,0,0,0,-74.53689422222355,-14.280178002306226,9.421824272764711
40,250,2500,0.8,0.95,0.05560725427592952,0.798475,0.949832,0.056928,0.013474043364656027,0.01949794236689629,0.291,0.0397621297032267,0.023115557513920842,0.653,0.04664169490266389,0.045368150547955094,0.9,0,0,0,0,-76.61867279550982,-16.253457597094272,4.928138612192268
40,250,2500,0.8,0.95,0.06007565651491278,0.798275,0.949916,0.0575572,0.014196514012368395,0.019452760841521883,0.226,0.038696558721436604,0.0232233751421255,0.689,0.04665350536760885,0.04648581545802151,0.912,0,0,0,0,-77.08370451537273,-16.658349772197383,6.239518197314582
40,250,2500,0.8,0.95,0.06429842960283062,0.79985,0.94944,0.0582208,0.014002824952125577,0.019510458321948934,0.147,0.03990539578605387,0.023529175268538507,0.686,0.047331759509701435,0.047465997121877705,0.916,0,0,0,0,-78.3129041335313,-16.951850953586938,6.528954528226818
40,250,2500,0.8,0.95,0.06992151963279372,0.7977,0.950612,0.0592292,0.014418420259018256,0.019354932406292148,0.093,0.04206771668876618,0.023536397469015678,0.631,0.050438857649935734,0.04786593834953841,0.883,0,0,0,0,-76.91645903433148,-17.95105745199337,4.4811324348206645
40,250,2500,0.8,0.95,0.07501232571151686,0.79815,0.95038,0.0597672,0.0146875926472754,0.019374714151928832,0.057,0.042530008270787886,0.02369435766633838,0.637,0.05083496648242877,0.04971101828876542,0.929,0,0,0,0,-78.28846248734806,-17.469671966060083,6.700433791377157
40,250,2500,0.8,0.95,0.08039777467777835,0.800475,0.9504279999999999,0.0606252,0.015178469474837121,0.01929958734088853,0.03,0.04290820542740288,0.0237562637416473,0.637,0.05056793553071887,0.04993249352476063,0.922,0,0,0,0,-78.57614576575192,-19.829857726282718,2.9239319627141818
40,250,2500,0.8,0.95,0.08574217733555282,0.80105,0.950228,0.0613484,0.015383677852698079,0.01933630293420843,0.014,0.043013026827575886,0.02379452381853359,0.645,0.05243337354205005,0.05027528530545655,0.911,0,0,0,0,-79.37475183350031,-21.554034998724802,1.0585780739602701
40,250,2500,0.8,0.95,0.09208103384099875,0.800375,0.9496439999999999,0.0623272,0.016041689081255493,0.01947397854246886,0.008,0.044560272383988686,0.024314172292302375,0.633,0.05366140153172045,0.05191200017177945,0.909,0,0,0,0,-80.07292166671873,-20.74768417820555,1.5714858737264348
40,250,2500,0.8,0.95,0.09575424482068377,0.797875,0.9496279999999999,0.0630116,0.01571917344232162,0.019528595668195387,0.005,0.04614603615124963,0.024727952777136304,0.631,0.055909663270158554,0.052994435999628595,0.914,0,0,0,0,-80.02932712606335,-17.722180754076646,5.1392505504081045
40,250,2500,0.8,0.95,0.09953694033611322,0.799975,0.9495359999999999,0.0637556,0.015955630256243664,0.01949751635430503,0.001,0.045508641538220304,0.024432406005500795,0.613,0.05378233481030085,0.05279982323869345,0.912,0,0,0,0,-80.4220132722207,-23.104404589017665,-1.5891934493178568
40,250,2500,0.8,0.95,0.10422175634263674,0.8019,0.9503119999999999,0.0644812,0.01669799836143105,0.019294901085465884,0.003,0.04512805655059958,0.024623024046823684,0.61,0.053264788648191834,0.05300669402625946,0.933,0,0,0,0,-79.49613966556272,-22.81678179858109,0.7117996635613932
40,250,2500,0.8,0.95,0.10906635020616497,0.80225,0.9492999999999999,0.065418,0.0159937415893848,0.019516487515667442,0.001,0.0474668187604972,0.024875808566059653,0.602,0.05596954550281838,0.05424080749525559,0.912,0,0,0,0,-80.45896079077434,-20.31295855619744,1.6367424661368142
40,250,2500,0.8,0.95,0.11322608666585407,0.799225,0.950056,0.0663008,0.017125536026345044,0.01942615079073892,0,0.04781386291354929,0.025096822885327757,0.61,0.056369525365842506,0.05506293245136196,0.916,0,0,0,0,-79.45232306968352,-19.095997725086445,3.8788903716171026
40,250,2500,0.8,0.95,0.1174975152584889,0.797575,0.95014,0.0666588,0.01703083107923067,0.019461951329133562,0,0.04764376174260085,0.0254291461176202,0.619,0.055783097584692826,0.05537049575220511,0.935,0,0,0,0,-79.70099525706142,-19.97234079482564,2.0637316963756245
40,250,2500,0.8,0.95,0.12366526732079999,0.799375,0.950164,0.0678708,0.01725604593192761,0.019418498479379445,0.001,0.04704178131116279,0.025426995436354963,0.613,0.056058284278725244,0.05590795390439264,0.922,0,0,0,0,-79.67227053483906,-21.11383563976328,1.5781304377438488
40,250,2500,0.8,0.95,0.12912600618985903,0.800875,0.9498559999999999,0.0690724,0.017055449092249216,0.019454189607440425,0,0.049435139751311565,0.025768516140993073,0.602,0.0582549358763765,0.056594814440117644,0.92,0,0,0,0,-79.81686392410636,-20.881034270033396,1.8927165037751015
40,250,2500,0.8,0.95,0.13474684447183186,0.80035,0.9500839999999999,0.0701876,0.01786223651002976,0.019442178703546562,0,0.05019406062942671,0.025937195264154212,0.597,0.059569537279193625,0.05696357738938181,0.928,0,0,0,0,-79.38991042234134,-19.73564826483579,2.292699355144456
40,250,2500,0.8,0.95,0.14052685408481994,0.796175,0.9504079999999999,0.0712084,0.01765317997583826,0.019491370454642422,0,0.0508998503578228,0.02600242557428301,0.596,0.06105854040088307,0.05806558347207084,0.924,0,0,0,0,-78.9074351055123,-18.323210694114756,3.0615257463007386
40,250,2500,0.8,0.95,0.14546421401788784,0.79885,0.950232,0.0727596,0.018251814788058155,0.019473568440163153,0,0.04937395725580784,0.026216242808580616,0.58,0.05826367396034471,0.05818747761377689,0.93,0,0,0,0,-78.52862345448142,-20.459529597821554,0.4591717506224889
40,250,2500,0.8,0.95,0.150510325950168,0.8003,0.9494199999999999,0.0731184,0.018472116227454184,0.019588613192390535,0,0.05142446892625357,0.026341243450671795,0.567,0.06036481713001959,0.05876268112135928,0.934,0,0,0,0,-79.5643858808601,-21.463268996320625,-0.23719524365728656
40,250,2500,0.8,0.95,0.1551439315779201,0.7996,0.949128,0.0745208,0.019215389695339574,0.019685746646175,0,0.0523228570438109,0.026603187021479624,0.566,0.06189481953497934,0.05954717732308954,0.93,0,0,0,0,-79.29325248912494,-20.211675231634576,1.6795130489948413
40,250,2500,0.8,0.95,0.1598638820758799,0.799925,0.9503959999999999,0.0757504,0.017706309356657828,0.019443241159687413,0,0.05089021534729808,0.02666907774344781,0.61,0.06115218255895871,0.05974272511134542,0.93,0,0,0,0,-78.08288327719978,-18.742516735829625,3.063450597280713
40,250,2500,0.8,0.95,0.16499256256825642,0.80145,0.949724,0.0764948,0.019301039911113215,0.019545525290582497,0,0.05312807700691914,0.02701771922414437,0.571,0.06234587842112131,0.05966852142831253,0.923,0,0,0,0,-78.61401729061551,-19.78888489627658,0.7310978915321953
40,250,2500,0.8,0.95,0.16999748307062407,0.799475,0.9501759999999999,0.0779488,0.019417733826805037,0.019526850059803123,0,0.05486639076898583,0.027075826450535474,0.563,0.06358440118271615,0.06058651921880929,0.917,0,0,0,0,-77.7760247596418,-19.571886559220324,0.7696945414621401
40,250,2500,0.8,0.95,0.17508916245620784,0.797925,0.949584,0.0792416,0.01894819701999173,0.01969156975287074,0,0.05325630450856627,0.027413395057285617,0.572,0.06346295822589901,0.06139357424001798,0.931,0,0,0,0,-77.87945645929116,-18.655643971951477,2.0013391152551767
40,250,2500,0.8,0.95,0.18015282017175885,0.795175,0.9494279999999999,0.080124,0.02043685704361511,0.01982234776487129,0,0.05469080430159417,0.027718363860383104,0.547,0.06404718022958734,0.06144726713827207,0.932,0,0,0,0,-77.77862276145424,-20.27153279701076,-0.22875593513534218
40,250,2500,0.8,0.95,0.18506658302447587,0.799925,0.950328,0.0817968,0.01893704387785379,0.019528554115370425,0,0.05375908633651488,0.027576793939458208,0.566,0.06326900396663614,0.06144922647546339,0.933,0,0,0,0,-76.82049281722391,-18.990420349305527,1.6982182563850636
40,250,2500,0.8,0.95,0.1899357904885576,0.7972,0.949728,0.0824252,0.020217392433961243,0.01974179035628405,0,0.05529550434332937,0.028017388701851217,0.57,0.06650061935186469,0.0622029434064716,0.914,0,0,0,0,-77.22986854816884,-19.31902618580342,1.2506046249709888
40,250,2500,0.8,0.95,0.19522789074533098,0.799925,0.95036,0.0843816,0.019656670144032967,0.019590473860552217,0,0.0552230846430938,0.028132947081750223,0.566,0.0642614393659864,0.06229741705487292,0.929,0,0,0,0,-76.14756211944882,-18.811553219881954,1.5957111615220103
40,250,2500,0.8,0.95,0.19975617391169184,0.798425,0.9499759999999999,0.0854264,0.019514014490449604,0.019745131448026948,0,0.05759776948820845,0.02859028576744261,0.554,0.06629972945568996,0.06256089688041482,0.928,0,0,0,0,-76.28140811625586,-18.04148815844578,2.182328465555113
40,250,2500,0.8,0.99,0.005041882985044867,0.800675,0.98982,0.0105276,0.0046043137878788885,0.008143493808342906,0.915,0.012660602107425187,0.009125590380306546,0.843,0.01465337486919493,0.01439897907472294,0.928,0,0,0,0,-26.517780284825214,50.47349056350528,79.54313647478361
40,250,2500,0.8,0.99,0.010018161585073128,0.8043,0.990252,0.0110896,0.004932905302096023,0.00795912930076684,0.92,0.015014205392670447,0.00935073944232172,0.721,0.01917671460564311,0.0162964794619741,0.773,0,0,0,0,-56.60012164190454,3.746815714437766,32.45625647404163
40,250,2500,0.8,0.99,0.015481193873804373,0.802675,0.9899519999999999,0.0118376,0.005209148331905599,0.008138937844261738,0.736,0.018168476313356198,0.010263252279984304,0.568,0.023041785416463262,0.020579887133237242,0.601,0,0,0,0,-69.68748427980579,-4.149103605219993,25.56207642573254
40,250,2500,0.8,0.99,0.020030479069638986,0.7983,0.989992,0.0124596,0.005446666963318756,0.008232143206365056,0.439,0.01989564291803571,0.01067927432674127,0.511,0.024974901689578118,0.022913365141647882,0.62,0,0,0,0,-74.4884560551989,-6.731147236925883,20.08618576917479
40,250,2500,0.8,0.99,0.02606877557784691,0.800925,0.990016,0.013084,0.005800637747175504,0.008191745164027401,0.094,0.02209859445977514,0.011366708384315789,0.53,0.0284494579685403,0.024787374317238094,0.683,0,0,0,0,-77.53221800088915,-15.633616292222028,10.716239755645278
40,250,2500,0.8,0.99,0.02996476845452988,0.80165,0.98998,0.0135368,0.006104860052187896,0.008200296381535525,0.032,0.022141955484169237,0.011329821738369977,0.538,0.028030024345154773,0.02568717746002154,0.705,0,0,0,0,-78.88559180526855,-21.183922990306076,3.184940019201083
40,250,2500,0.8,0.99,0.03502411440330111,0.800025,0.990152,0.0145336,0.006278343749387671,0.008211030710100299,0.007,0.02608657354126648,0.012117696557349292,0.57,0.0323812244578344,0.028484854049317977,0.776,0,0,0,0,-79.20224612486984,-15.504108184092177,9.346526107465877
40,250,2500,0.8,0.99,0.040847328814795685,0.797625,0.990016,0.01521,0.006468915220202745,0.00831831898979484,0,0.02759126314640469,0.012351958088276088,0.522,0.03435256028069624,0.030368155723980075,0.81,0,0,0,0,-80.77075607377132,-19.57692143541426,5.3949140336785675
40,250,2500,0.8,0.99,0.04506256806371308,0.79945,0.989768,0.0159044,0.00661021185467324,0.008428550370821158,0,0.027539542416767777,0.012877180558261793,0.551,0.034583848666867326,0.03168333919752831,0.834,0,0,0,0,-81.51284361165999,-18.604490464449373,5.381729048237629
40,250,2500,0.8,0.99,0.05009422135714624,0.8007,0.990128,0.0164668,0.007042628348175,0.008304267501901807,0,0.02991275644088852,0.012915721014708753,0.51,0.03679965705333796,0.033299224345789934,0.846,0,0,0,0,-81.58356389888014,-18.553463488623873,5.060036528958442
40,250,2500,0.8,0.99,0.05560725427592952,0.80435,0.989876,0.0173472,0.0072184059297297825,0.008383928328847847,0,0.03128160253398248,0.013421685154160121,0.506,0.038238386843213054,0.034705837973151965,0.866,0,0,0,0,-82.1630472963131,-19.36617344504765,3.6149522203663698
40,250,2500,0.8,0.99,0.06007565651491278,0.7974,0.990212,0.0179068,0.0073703831901644175,0.008365497303951475,0,0.03378432916773851,0.01411112628149417,0.516,0.039382017197600865,0.036201724016250166,0.888,0,0,0,0,-81.77287415278427,-16.012424535096365,6.251482190239623
40,250,2500,0.8,0.99,0.06429842960283062,0.802275,0.9897279999999999,0.018676,0.0074969161607118615,0.008538451886102045,0,0.03121195597247802,0.014028895073170572,0.513,0.03886701268923577,0.03642014772282715,0.897,0,0,0,0,-82.50215844606329,-24.062004478630676,-1.4326843137843737
40,250,2500,0.8,0.99,0.06992151963279372,0.79805,0.989776,0.0194284,0.007850664192730917,0.008601037749297519,0,0.034652537202246154,0.014516360468259819,0.512,0.04186914447133203,0.038353344030444055,0.887,0,0,0,0,-82.51375807102997,-20.22682747233233,1.8222078891308797
