n_1,n_2,n_3,sigma_e,sigma_p,prev,hat_pi_RG,ESE_hat_pi_RG,ASE_hat_pi_RG,covers_pi_RG,hat_pi_SRG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,covers_pi_SRG,num_infinite_pi_RG,num_infinite_pi_SRG,n_strata_obs_full
40,250,2500,0.8,0.95,0.11,-29.167501187972203,0.02070956178696781,0.02033072782329283,0.635,1.1496822255727124,0.02310808306098649,0.022836075521537474,0.957,0,0,1000
40,250,2500,0.8,0.95,0.115,-29.99130483017494,0.020306305367514755,0.020336453207645263,0.595,0.2572375595306508,0.022650732953039304,0.02291772566770349,0.961,0,0,1000
40,250,2500,0.8,0.95,0.12000000000000001,-29.678480551602416,0.020662379232704017,0.02050667415565207,0.584,0.6670257624534608,0.02333165469939657,0.023237280340029455,0.97,0,0,1000
40,250,2500,0.8,0.95,0.125,-29.808499876917015,0.020528104244985686,0.020641571738191745,0.545,0.720318029044531,0.023833139153917392,0.023509042588534326,0.951,0,0,1000
40,250,2500,0.8,0.95,0.13,-29.350833793207773,0.02069489551800734,0.020722668953597808,0.518,1.0198349067055326,0.023704874030177816,0.02369841778518332,0.962,0,0,1000
40,250,2500,0.8,0.95,0.135,-29.75995663684275,0.019935538541158638,0.020540884284349078,0.485,0.12439769436880356,0.023149910292859417,0.023588327161511654,0.967,0,0,1000
40,250,2500,0.8,0.95,0.14,-29.908937488493315,0.020885843572262582,0.020838336092829566,0.456,0.2719741330083664,0.024167768284911278,0.024004540664021537,0.959,0,0,1000
40,250,2500,0.8,0.95,0.14500000000000002,-30.180172417774827,0.021054345336337557,0.020771019362426694,0.419,0.11999078425817648,0.02400043933914137,0.024028146625459712,0.953,0,0,1000
40,250,2500,0.8,0.95,0.15,-29.475906595601945,0.02060254003872799,0.021067412636758456,0.42,0.536739679803037,0.023716426990030348,0.02449304668609364,0.962,0,0,1000
40,250,2500,0.8,0.95,0.155,-29.55609002630545,0.020934704319245562,0.021062547444744874,0.389,0.5863490693860314,0.02445591042866029,0.02459938257095877,0.958,0,0,1000
40,250,2500,0.8,0.95,0.16,-29.209405233100878,0.021954910157267287,0.021260534173202124,0.387,1.2902990660257871,0.02591939705152793,0.024985242025709495,0.95,0,0,1000
40,250,2500,0.8,0.95,0.165,-30.176513566426127,0.021196676432126787,0.021389077486872007,0.334,-0.16193061670265899,0.024966138893683987,0.02514333171682804,0.969,0,0,1000
40,250,2500,0.8,0.95,0.17,-29.677088576469952,0.021622886253201332,0.02169181560281396,0.353,0.7462148356351133,0.025358944058173006,0.025646101231441606,0.972,0,0,1000
40,250,2500,0.8,0.95,0.17500000000000002,-29.05006513431456,0.02221245293206515,0.02177775735591248,0.339,1.2663853798388238,0.026221644247503166,0.025862612610163434,0.957,0,0,1000
40,250,2500,0.8,0.95,0.18000000000000002,-28.908529026804278,0.02236151822316002,0.022003171509514585,0.331,1.5980895733042373,0.026962570292168777,0.0262798476282032,0.957,0,0,1000
40,250,2500,0.8,0.95,0.185,-29.703239728990873,0.02258706008492052,0.02193687675964403,0.284,0.4335040000450605,0.02683666049811553,0.026217981905311515,0.949,0,0,1000
40,250,2500,0.8,0.95,0.19,-29.75938268480572,0.022266537400323392,0.021874447980297976,0.267,0.2272250776259646,0.026641036970212216,0.026233794870474243,0.956,0,0,1000
40,250,2500,0.8,0.95,0.195,-29.56318465861084,0.022947050736691104,0.022397742510970525,0.282,0.8312033163211129,0.027571923318921696,0.02696239145663692,0.949,0,0,1000
40,250,2500,0.8,0.95,0.2,-29.961687425870686,0.02197791292157897,0.022151618551144715,0.237,-0.17670514521114788,0.025839944198017595,0.026686456399487576,0.958,0,0,1000
40,250,2500,0.8,0.99,0.005,11.82974559493212,0.0054989594415711255,0.008203862554034463,0.912,35.07649074253719,0.006152284929464479,0.008646460837819973,0.912,0,0,1000
40,250,2500,0.8,0.99,0.01,-23.30721316677941,0.006635347097147153,0.008510859950910778,0.933,2.653132214221858,0.007817046285780872,0.009143867704078209,0.928,0,0,1000
40,250,2500,0.8,0.99,0.015,-24.235462639355376,0.0075729504274905796,0.008388221641712141,0.932,3.2080969464880553,0.008918823473982032,0.009228049796980073,0.919,0,0,1000
40,250,2500,0.8,0.99,0.02,-30.79335039148765,0.00819522947268749,0.008773572944997091,0.948,-1.4806645246613799,0.009506070078962373,0.009769301659096511,0.954,0,0,1000
40,250,2500,0.8,0.99,0.025,-29.176986875310757,0.008731643245202595,0.008627236480069009,0.933,0.5312059340790848,0.01010579750317558,0.009826185195170114,0.934,0,0,1000
40,250,2500,0.8,0.99,0.030000000000000002,-29.752586129679774,0.009143889586416572,0.008829732295381983,0.898,-0.049488534970126376,0.010568454122582482,0.010193064741213504,0.951,0,0,1000
40,250,2500,0.8,0.99,0.034999999999999996,-29.55057328054428,0.008887203521722111,0.009011576775847161,0.86,-0.0442278129468367,0.010384149869793295,0.010537051423807066,0.963,0,0,1000
40,250,2500,0.8,0.99,0.04,-29.45924556951427,0.009427640891930296,0.009127100816558788,0.8,0.2947746615809994,0.010903599331371376,0.01083162223975224,0.955,0,0,1000
40,250,2500,0.8,0.99,0.045,-30.182804892386432,0.009491526016427054,0.009262863151677037,0.724,-0.3188229939229496,0.01161922688430478,0.011118020778095377,0.944,0,0,1000
40,250,2500,0.8,0.99,0.049999999999999996,-30.33216387936723,0.009529538542363637,0.009399577897655656,0.647,-0.5630503913207213,0.011400112988276279,0.011423500670118382,0.962,0,0,1000
40,250,2500,0.8,0.99,0.055,-29.72165068921438,0.010145650692814348,0.00961633789879763,0.592,0.0856151917949143,0.012375977014922252,0.011799527054639193,0.949,0,0,1000
40,250,2500,0.8,0.99,0.06,-29.15185773925368,0.00997448263243154,0.00984741093423038,0.539,1.6856753268117026,0.012106777910388155,0.012260422226401857,0.968,0,0,1000
40,250,2500,0.8,0.99,0.065,-28.93228072875412,0.009908286191257979,0.009876759665729767,0.495,1.437825305778214,0.012454846971009955,0.012421883948762688,0.956,0,0,1000
40,250,2500,0.8,0.99,0.07,-29.125066130279738,0.009781610087110312,0.010130579394709708,0.452,0.8708777177250262,0.012360274812390054,0.012805451769208198,0.969,0,0,1000
40,250,2500,0.8,0.99,0.07500000000000001,-29.069691964772804,0.01068999797490996,0.010239505112299844,0.417,1.0523161107736099,0.013183966648252011,0.013083526974495772,0.951,0,0,1000
40,250,2500,0.8,0.99,0.08,-29.28033921553234,0.010412891127893118,0.010501325360879934,0.354,1.0396851516168704,0.013522495976479343,0.013489734394053328,0.956,0,0,1000
40,250,2500,0.8,0.99,0.085,-28.899282668595752,0.010381669245735905,0.010780568881520746,0.343,1.5429889174595854,0.013733413022057104,0.013927227765139024,0.969,0,0,1000
40,250,2500,0.8,0.99,0.09000000000000001,-30.181053879087596,0.01116921671069971,0.010831229469525382,0.278,-0.014267268565536997,0.014518076882511837,0.014064297884890158,0.946,0,0,1000
40,250,2500,0.8,0.99,0.095,-30.086633783215355,0.011301069047511528,0.011210420801117636,0.26,0.5234700179889373,0.014620261579098116,0.014602958848352826,0.958,0,0,1000
40,250,2500,0.8,0.99,0.1,-29.662604537167056,0.010865771057304649,0.011263890569793131,0.236,0.6544714533801704,0.01420660176769908,0.014819119747487263,0.969,0,0,1000
40,250,2500,0.8,0.99,0.10500000000000001,-29.802494903469622,0.01126768176301881,0.011549793084238315,0.226,0.6655874128977389,0.015060242751180753,0.015240102755453422,0.951,0,0,1000
40,250,2500,0.8,0.99,0.11,-29.52941621639502,0.011642708845282684,0.01168378694217545,0.221,1.1054547545553834,0.015760007199698015,0.015562967072319885,0.959,0,0,1000
40,250,2500,0.8,0.99,0.115,-29.572358533538065,0.01198164522032423,0.011885715843689932,0.188,0.7364125911169335,0.016116200264677322,0.015867419219398406,0.95,0,0,1000
40,250,2500,0.8,0.99,0.12000000000000001,-29.54784253755788,0.012306738117973254,0.012246388612740553,0.182,0.7474920225067581,0.01650077003868334,0.016361450174975384,0.955,0,0,1000
40,250,2500,0.8,0.99,0.125,-29.385405353566085,0.012349403263509948,0.012339011518246795,0.197,0.9030200195571769,0.01676279431125292,0.016588842723851457,0.946,0,0,1000
40,250,2500,0.8,0.99,0.13,-29.739749445782273,0.012297193233602217,0.012513230249345088,0.144,0.1579798618183393,0.016243165399901643,0.01683105223176117,0.955,0,0,1000
40,250,2500,0.8,0.99,0.135,-29.696729130750704,0.012682463121559488,0.012766237302206902,0.157,0.4793752938807654,0.01691217299592299,0.0172436881557697,0.952,0,0,1000
40,250,2500,0.8,0.99,0.14,-29.63113399517294,0.012701329922092615,0.012932151439541654,0.134,0.30169736507028505,0.017209600476126692,0.017509680603792648,0.95,0,0,1000
40,250,2500,0.8,0.99,0.14500000000000002,-29.37248074568644,0.013408719257440695,0.013202045749497904,0.141,0.8641345015358656,0.017902979318575284,0.017971357319379353,0.956,0,0,1000
40,250,2500,0.8,0.99,0.15,-29.892677774815027,0.01331894058742141,0.01351016342500564,0.131,0.29596675349830015,0.018298801808793154,0.01837420837682055,0.952,0,0,1000
40,250,2500,0.8,0.99,0.155,-29.605669482165265,0.014599378492162281,0.01372647005498576,0.154,0.7395060509743278,0.019455494814027974,0.018720362680935528,0.951,0,0,1000
40,250,2500,0.8,0.99,0.16,-29.31193138001814,0.013803000904236496,0.013789019318605288,0.111,0.719180740632562,0.01851760011402076,0.018907825524502434,0.963,0,0,1000
40,250,2500,0.8,0.99,0.165,-30.177987622962476,0.014143929199147393,0.014034553311212204,0.107,-0.12100947116930075,0.019521166058620566,0.01922995797771095,0.945,0,0,1000
40,250,2500,0.8,0.99,0.17,-29.545785810194833,0.014239511737664337,0.014408376343584934,0.121,0.8533035325064716,0.019455817443844666,0.019785340247108717,0.961,0,0,1000
40,250,2500,0.8,0.99,0.17500000000000002,-29.203033680464586,0.015008733382375456,0.014611914597327427,0.118,1.192862823748229,0.020672839221612643,0.020160637437555307,0.941,0,0,1000
40,250,2500,0.8,0.99,0.18000000000000002,-29.459830789541908,0.01451306376741686,0.014918520870378746,0.103,0.7056790449692928,0.020038784903812577,0.020556339324262124,0.952,0,0,1000
40,250,2500,0.8,0.99,0.185,-29.458323164115647,0.014957535420157162,0.015027778444695043,0.096,0.7346572920872572,0.020710012458696133,0.020785601380659727,0.945,0,0,1000
40,250,2500,0.8,0.99,0.19,-29.105225262344,0.01579729940578973,0.015462325327019728,0.109,1.0764797307925917,0.02162889797093137,0.021402809804736838,0.948,0,0,1000
40,250,2500,0.8,0.99,0.195,-29.68997026593861,0.014842497727841497,0.015512667704499633,0.082,0.5700071412094122,0.020785637840527067,0.021481589307090945,0.952,0,0,1000
40,250,2500,0.8,0.99,0.2,-29.555085013711636,0.01567941965803424,0.01582580229095015,0.096,0.7343547747628715,0.02222500923682631,0.021958700118537216,0.951,0,0,1000
40,250,2500,0.99,0.8,0.005,187.53192755020206,0.019419513064404415,0.03366681949350128,0.947,209.91596827394702,0.02060294119604166,0.034503871246514065,0.949,0,0,1000
40,250,2500,0.99,0.8,0.01,65.34598172135945,0.020334953057495615,0.03350694059194534,0.946,85.55584811308076,0.021462517961707974,0.034333968132587246,0.952,0,0,1000
40,250,2500,0.99,0.8,0.015,24.032920725823768,0.02165384815811372,0.03346892543090819,0.957,44.916107869859026,0.023506765949190822,0.03428375065739233,0.954,0,0,1000
40,250,2500,0.99,0.8,0.02,12.664222489772309,0.024493596581943163,0.033187670402645905,0.94,33.94830836391737,0.026477696886183545,0.03399179677015525,0.929,0,0,1000
40,250,2500,0.99,0.8,0.025,-4.385990297380293,0.023612027087081367,0.03325013191011507,0.951,18.362108021009735,0.026315470474018925,0.03403466705054825,0.949,0,0,1000
40,250,2500,0.99,0.8,0.030000000000000002,-14.18941969990384,0.02435219951521239,0.03307618989357575,0.965,9.396852679047367,0.027125742171678246,0.033850539017627454,0.959,0,0,1000
40,250,2500,0.99,0.8,0.034999999999999996,-16.598500034372343,0.026271166482601593,0.03301738539685287,0.95,7.915469701078038,0.0290974073295652,0.03377624007188935,0.939,0,0,1000
40,250,2500,0.99,0.8,0.04,-15.39878658807123,0.026269276204594766,0.03261617996122331,0.959,11.064868517971192,0.029135079339714653,0.03337310716257233,0.955,0,0,1000
40,250,2500,0.99,0.8,0.045,-23.319944839073116,0.027081606586893774,0.032737161119633464,0.958,3.083838850831087,0.030017222560570978,0.03346470876442264,0.946,0,0,1000
40,250,2500,0.99,0.8,0.049999999999999996,-28.082108705867125,0.02709823636334594,0.032810595991681055,0.951,-0.7528632847261103,0.030228581663232907,0.03351481934990558,0.957,0,0,1000
40,250,2500,0.99,0.8,0.055,-26.18763035605825,0.02862482688461661,0.03268052790262782,0.942,1.479224490013372,0.03139316257940748,0.03336462744836426,0.949,0,0,1000
40,250,2500,0.99,0.8,0.06,-30.850239037857897,0.028386110847692988,0.03282033068418629,0.944,-2.8349098852296573,0.030968022835360487,0.03348466061403442,0.954,0,0,1000
40,250,2500,0.99,0.8,0.065,-25.717947771353497,0.028230242354371552,0.032289644882850924,0.952,2.831187116357855,0.030764677399831044,0.03296434234000367,0.946,0,0,1000
40,250,2500,0.99,0.8,0.07,-28.777863001226986,0.02950215437914664,0.032373344710146544,0.94,0.7907940209019224,0.03119473178270729,0.03300623384818669,0.963,0,0,1000
40,250,2500,0.99,0.8,0.07500000000000001,-30.29128976873294,0.031186003450399548,0.032402994084425735,0.914,-1.210204467247696,0.03395015466466137,0.03302248437324806,0.933,0,0,1000
40,250,2500,0.99,0.8,0.08,-31.33213002578031,0.031034054307159355,0.03236331166795537,0.909,-2.9239218953240433,0.03294487181651524,0.032983479644347675,0.95,0,0,1000
40,250,2500,0.99,0.8,0.085,-29.008086724951156,0.029658413624514136,0.03202963966266268,0.92,0.32188812995540156,0.031238538210877635,0.03262951509474592,0.952,0,0,1000
40,250,2500,0.99,0.8,0.09000000000000001,-30.77717769495679,0.03040631900579503,0.03214896995356488,0.906,-1.4353987657231897,0.03143337780734259,0.03272290524096569,0.958,0,0,1000
40,250,2500,0.99,0.8,0.095,-29.899630493268514,0.03095821345883556,0.031938166705006085,0.894,-0.8488438548245588,0.03231586525601517,0.032508621787714166,0.947,0,0,1000
40,250,2500,0.99,0.8,0.1,-28.872731999465604,0.0314689580669166,0.03176400228346959,0.89,1.070151705305472,0.03287153841578056,0.032306753191576915,0.939,0,0,1000
40,250,2500,0.99,0.8,0.10500000000000001,-31.067522434175686,0.032301402178561735,0.03188977648242849,0.867,-0.9895285111392407,0.03256814979584921,0.03240794598621874,0.952,0,0,1000
40,250,2500,0.99,0.8,0.11,-32.29602642896348,0.031864439907218274,0.031878614812925164,0.848,-2.492581366164186,0.03391295862108771,0.032371945673862895,0.936,0,0,1000
40,250,2500,0.99,0.8,0.115,-30.02505381530238,0.030545746040120777,0.03154288063406928,0.858,-0.012792867927467212,0.031121954189190813,0.0320312041152277,0.955,0,0,1000
40,250,2500,0.99,0.8,0.12000000000000001,-29.62576829048211,0.03106271378498686,0.03139077949890717,0.839,0.26000741646837094,0.031720395087889264,0.03186343644503714,0.946,0,0,1000
40,250,2500,0.99,0.8,0.125,-30.728026441633595,0.030760781160399125,0.03151186576954202,0.826,-0.7342974325497131,0.03134269564285154,0.0319600702201338,0.944,0,0,1000
40,250,2500,0.99,0.8,0.13,-31.57644854762462,0.0319773249009368,0.031559169280747784,0.774,-1.4279232774846995,0.0323613533389658,0.031969761592116945,0.955,0,0,1000
40,250,2500,0.99,0.8,0.135,-30.191433033962646,0.03190944747207331,0.031236959988408926,0.791,-0.37374647059588517,0.03246913142171649,0.031648046621392714,0.943,0,0,1000
40,250,2500,0.99,0.8,0.14,-29.984898034086218,0.029959306928588253,0.031063506543416025,0.787,0.00282534790154879,0.031248830491016052,0.03144756190076108,0.952,0,0,1000
40,250,2500,0.99,0.8,0.14500000000000002,-31.248850236450046,0.030976691630833896,0.03119787779705838,0.738,-1.0643180606143094,0.03143492890129274,0.03154617130322196,0.952,0,0,1000
40,250,2500,0.99,0.8,0.15,-30.49801013894247,0.030846974315516865,0.031019423856548257,0.744,-0.58475469589749,0.030476588165075636,0.0313617734049871,0.963,0,0,1000
