n_1,n_2,n_3,sigma_e,sigma_p,prev,sigma_e_hat,sigma_p_hat,rho_hat,ESE_hat_pi_RG,ASE_hat_pi_RG,MSE_hat_pi_RG,coverage_pi_RG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,MSE_hat_pi_SRG,coverage_pi_SRG,ESE_hat_pi_SRGM,ASE_hat_pi_SRGM,MSE_hat_pi_SRGM,coverage_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM
40,250,2500,0.8,0.95,0.15003070646572855,0.801025,0.949716,0.0350084,0.0039456376048353625,0.01964563050482306,0.022182704851203727,0,0.054701197129837384,0.02592135138501726,0.0048090597845893476,0.48,0.06281424446859525,0.059664194749360466,0.003943845267715716,0.911,0,0,0,0,-99.23726782887698,-28.433831120699136,0.9799555859279505
40,250,2500,0.8,0.95,0.15999664409416536,0.79705,0.95016,0.0369924,0.004693349730617578,0.01958010432658,0.025108185817628685,0,0.053832683210723896,0.026571631456894614,0.004896783367338052,0.511,0.06394923509118279,0.060578213688223324,0.004091880816681035,0.932,0,0,0,0,-98.9934354718937,-27.963477268642542,1.5892613060823788
40,250,2500,0.8,0.95,0.16999779612198998,0.8027,0.950116,0.0394016,0.005414481419737292,0.019436998083237417,0.028190576968795424,0,0.053901382302153585,0.02676247984024997,0.005067655385798961,0.479,0.06087489354445471,0.06067544859899492,0.0037034477491328663,0.942,0,0,0,0,-98.71496111900181,-27.37195968246867,0.6962266240579247
40,250,2500,0.8,0.95,0.18001203852080272,0.8014,0.94972,0.0420224,0.006541388336650165,0.019521017460762374,0.03133278819012212,0,0.055227995991803884,0.027207138754590375,0.005427674508122398,0.504,0.0655918963566603,0.06127570744185096,0.004298778859759569,0.928,0,0,0,0,-98.26560165832933,-27.10447721094776,0.49196760010248863
40,250,2500,0.8,0.95,0.19001789740669495,0.8018,0.95072,0.0445208,0.007969046644882655,0.01925240663889025,0.03438691179210751,0,0.055194114219334095,0.026956569713933027,0.005620729103363504,0.452,0.06313769826245517,0.06192920193132462,0.00398254829095642,0.934,0,0,0,0,-97.49920687172285,-26.717459584819387,0.21423496668866535
40,250,2500,0.8,0.95,0.19999465573870512,0.7983750000000001,0.950272,0.0471308,0.009189825419921801,0.019433189410958694,0.03782080841416833,0,0.05698330810441224,0.027735739683260936,0.005906042512977468,0.458,0.06526302739996002,0.0624473432411034,0.004260175961547558,0.944,0,0,0,0,-97.13194221084555,-25.798907380295297,1.1371846075837972
40,250,2500,0.8,0.99,0.00996233877616823,0.803075,0.989908,0.0027288,0.001134436351563328,0.007762451451540434,9.354237683462253e-5,0.055,0.01606765734238903,0.009916312712199967,2.5792553395884865e-4,0.429,0.023831371791899696,0.019803158694431295,6.028303842160716e-4,0.5400801603206413,0,0,0,0,-96.41346563110328,1.1915468565987342,59.776816129540116
40,250,2500,0.8,0.99,0.02003360562730384,0.798575,0.990088,0.0039736,0.0015148112092088937,0.007824823390414019,3.8214628576257304e-4,0,0.020266692745108648,0.010832193795481816,4.2253963377697246e-4,0.529,0.027994821782265263,0.02455945263091195,8.066475976199908e-4,0.699,0,0,0,0,-97.28574081643893,-17.443195915110998,24.311388653664743
40,250,2500,0.8,0.99,0.02996906271548023,0.801,0.989528,0.0053736,0.0018877851281164553,0.008112999720676138,8.558622921771116e-4,0,0.023362547027440624,0.011652713128536015,5.879907247412525e-4,0.536,0.030278254019914855,0.02824249712519442,9.210593622070061e-4,0.769,0,0,0,0,-97.41450422585191,-21.811360949692713,7.61155341257034
40,250,2500,0.8,0.99,0.0399830291170174,0.802525,0.989708,0.0067412,0.0026543666483302714,0.008052871596653365,0.001497221891553063,0,0.026653857586715988,0.012665917522443226,8.090900122867429e-4,0.515,0.03474557492495213,0.03179165021805059,0.0012131357230030567,0.841,0,0,0,0,-96.54819283638444,-24.931993959690715,6.658650119471604
40,250,2500,0.8,0.99,0.05003342964458102,0.800525,0.989756,0.0081728,0.003347226109776064,0.008094266301110228,0.0023126555550345568,0,0.031391702523936395,0.013503129399863876,0.001119016673312221,0.498,0.03833816989151142,0.03449398456762788,0.0014752401778829912,0.861,0,0,0,0,-95.8830211574088,-23.184768219301855,5.248051919034066
40,250,2500,0.8,0.99,0.0600111302262653,0.8034,0.989864,0.0097432,0.004206597108284727,0.008090463041857114,0.003265539531977518,0,0.031969911145799244,0.014031913040006852,0.0011982665011711598,0.519,0.0398702682016655,0.03691274639849746,0.0015960670993073586,0.889,0,0,0,0,-94.96574122345524,-22.182802931132812,4.718602972052257
40,250,2500,0.8,0.99,0.06997716874668955,0.7997,0.990212,0.0112152,0.004949677452198413,0.008049855919116878,0.0043318718587239124,0,0.03344588584084841,0.014825140843025808,0.001360420747147989,0.51,0.04119628548271557,0.039639817287386796,0.0017094144007598064,0.908,0,0,0,0,-93.78882308226761,-22.272460761087526,5.342688972565543
40,250,2500,0.8,0.99,0.07997763407928506,0.8,0.989936,0.0127976,0.005678789288652359,0.008215600597938341,0.005587420760267297,0,0.03644496442672108,0.015365131149867324,0.001683128687312522,0.483,0.04491776306805786,0.04132606338644175,0.002018667552633081,0.894,0,0,0,0,-93.19260839229972,-23.59888618861865,2.194254491545558
40,250,2500,0.8,0.99,0.09002106168050783,0.802925,0.990352,0.0143188,0.00603790659794026,0.008092603620113874,0.006923595741381609,0,0.03600516537064534,0.015764626792118576,0.0017375020772139504,0.492,0.04489473900738251,0.04337527112058457,0.002019453749377071,0.92,0,0,0,0,-92.18843797025838,-23.36557339635085,2.7054862289576502
40,250,2500,0.8,0.99,0.10001133110934184,0.803925,0.989976,0.0158548,0.006661021118204432,0.00829594950828542,0.008454301037382934,0,0.03893576062544987,0.016494931580713065,0.00205899287997456,0.468,0.04637932900629023,0.04436366496567749,0.002148931613761503,0.903,0,0,0,0,-91.6955322844999,-23.33221034628995,0.20121548384391677
40,250,2500,0.8,0.99,0.10997154445305798,0.7996,0.99018,0.0176336,0.007300854639011962,0.008346889398780788,0.009935488012768416,0,0.041277262413420494,0.017255948945192293,0.0023030257812706825,0.477,0.050302929290162536,0.046900305735208224,0.0025360835470282154,0.91,0,0,0,0,-90.39561182343313,-22.290868691208715,2.6085517014123987
40,250,2500,0.8,0.99,0.1199730498708576,0.797225,0.990264,0.019502,0.007697598268340598,0.008419020807591406,0.01152269278274595,0,0.04221358981690807,0.017941748541599925,0.0024039027428537653,0.511,0.05161772746444098,0.04831488551961442,0.0026781949496237204,0.91,0,0,0,0,-89.24315176843685,-20.816289773245767,3.382650887712876
40,250,2500,0.8,0.99,0.13002661279297367,0.80025,0.99012,0.0213256,0.008133811992575894,0.008552040040301403,0.01334156756738141,0,0.04332001732793823,0.01834792890683005,0.0027055776893236804,0.455,0.05312172068795663,0.049167667725163115,0.0028231623618344215,0.915,0,0,0,0,-88.61204972270465,-22.167868845555287,1.5509885251030748
40,250,2500,0.8,0.99,0.13999756867857996,0.795275,0.989884,0.0232776,0.008743482107407087,0.008778937330496514,0.015217844170427965,0,0.04507634379614154,0.019266961291782923,0.0029636868000903565,0.477,0.05153682807262839,0.05093157302032447,0.0026565611788719875,0.928,0,0,0,0,-87.89487594032335,-21.828112641970602,1.2722882183292499
40,250,2500,0.8,0.99,0.1499755140369577,0.7988999999999999,0.989828,0.0254172,0.008846332173070223,0.008853724076334946,0.017098540907056252,0,0.04734437500244919,0.01977603701128266,0.003092197006631126,0.503,0.05702078723606816,0.05189590388217011,0.0032667111729818826,0.907,0,0,0,0,-86.98893858652686,-19.47336860158352,2.8750603975192006
40,250,2500,0.8,0.99,0.15996000291611934,0.800025,0.990208,0.0275348,0.009130824501282293,0.00882086605576027,0.0189482854527527,0,0.04689060055574876,0.020148381004527777,0.003239153941688761,0.478,0.05606449707887895,0.052965027567770245,0.003155419844980279,0.92,0,0,0,0,-85.86515640740627,-20.186104046924736,2.44812667876483
40,250,2500,0.8,0.99,0.169961129786515,0.79975,0.989704,0.0294332,0.009192422912683879,0.009101054359639581,0.021276693755973602,0,0.05218113428446959,0.020970262922916497,0.003878464120189886,0.452,0.060109890526376976,0.05438557874668174,0.00363432947200311,0.915,0,0,0,0,-85.65233520338336,-20.02460503416893,2.926732235205141
40,250,2500,0.8,0.99,0.1799990267980996,0.800475,0.990052,0.0318908,0.00905205775064923,0.009116460192539082,0.02321745340286665,0,0.0460267211775166,0.02123608127953579,0.003544035189295356,0.466,0.05370844485371221,0.05411834127025902,0.0028818092581446818,0.936,0,0,0,0,-84.50262208021688,-20.99169459732062,0.1728551415333616
40,250,2500,0.8,0.99,0.18996917288676973,0.7976,0.989672,0.0342328,0.009817956564704362,0.009397086852268085,0.025524297900774946,0,0.0504849240755826,0.022341828424610043,0.003824125723907296,0.477,0.05830843648774432,0.05567871998789739,0.003421124209582742,0.933,0,0,0,0,-83.94077735820997,-18.81799164189322,2.6135338457471824
40,250,2500,0.8,0.99,0.20003624392766775,0.7978,0.989684,0.036522399999999997,0.009555626728017241,0.00953480565806532,0.027837513930873272,0,0.04984981027927616,0.02242846896711505,0.004012749456107384,0.461,0.056601244771550166,0.05630062370766391,0.00321437191082992,0.941,0,0,0,0,-83.27100579506121,-19.555538919737703,1.862100606863597
40,250,2500,0.99,0.8,0.00996163447816648,0.99025,0.800672,0.0502244,0,0.038696450222587456,9.923416147659518e-5,0,0.022854196640886785,0.03766642286998055,5.217967930192432e-4,0.637,0.04437223340533983,0.06351041327769838,0.0025466588168577067,0.929,0,0,0,0,-100,0.6957220596137683,241.7036810849017
40,250,2500,0.99,0.8,0.01996194544969404,0.9897,0.7992640000000001,0.0528684,0,0.03889116865642431,3.9847926613656063e-4,0,0.023862809723042236,0.03774746590885305,6.34977698197729e-4,0.605,0.04416963546925373,0.06350404840698257,0.002238128063128067,0.93,0,0,0,0,-100,-40.73259003470517,85.1800611222248
40,250,2500,0.99,0.8,0.02998116612942079,0.990025,0.8004760000000001,0.055868,0,0.038548288419278515,8.988703224799284e-4,0,0.030343700659077776,0.03718127839869544,0.0011074794732488318,0.612,0.05143373807861496,0.06368103710626995,0.002909617169998795,0.923,0,0,0,0,-100,-45.691707262959206,54.48430313015042
40,250,2500,0.99,0.8,0.04000515794332254,0.9899249999999999,0.800312,0.05928,0,0.038482006978656724,0.0016004126620701824,0,0.028090725818366774,0.03704640138676657,0.0013435469249843202,0.615,0.04848024801254448,0.06341173388577973,0.0024617403872083956,0.951,0,0,0,0,-99.99999999999999,-58.901611177471096,26.66070874793007
40,250,2500,0.99,0.8,0.05002037999033633,0.9893,0.80166,0.0622684,0,0.03818586250312951,0.0025020384143776392,0,0.0329920726826337,0.03678922378643319,0.0019065309875274216,0.59,0.05394457992473147,0.06342158610496146,0.002987988259665209,0.928,0,0,0,0,-100,-57.218012821347976,17.979397163418753
40,250,2500,0.99,0.8,0.06001392031975722,0.9907,0.7992480000000001,0.0660228,0,0.03837389380057623,0.0036016706321461683,0,0.03395667312530211,0.03692843379097112,0.0025153361534007387,0.563,0.05473410408041822,0.06355794764528293,0.003011863986789085,0.941,0,0,0,0,-100,-61.52689411293732,7.270340976425223
40,250,2500,0.99,0.8,0.06997351620553897,0.989425,0.799868,0.0691848,0,0.038232293225316724,0.004896292970166825,0,0.037276612429291374,0.036641585218079566,0.0030194012215620414,0.579,0.05680213460632851,0.06316245973116746,0.003236439332821401,0.946,0,0,0,0,-100,-57.719942512711164,5.188940495439469
40,250,2500,0.99,0.8,0.07997354765015678,0.990125,0.799212,0.0730308,0,0.03815430648934198,0.006395768323751897,0,0.04187028424485089,0.036319672487304104,0.0036336693618420246,0.573,0.05792488496017385,0.0633962675258942,0.003397887144166728,0.93,0,0,0,0,-100,-54.24981538118698,8.476119129818162
40,250,2500,0.99,0.8,0.09000602289687538,0.9896,0.80052,0.0767192,0,0.037834127332898294,0.008101084157712856,0,0.04434377318273163,0.03602233129764319,0.004334310657065887,0.545,0.05891545371810128,0.0629337140739438,0.003473359358727603,0.936,0,0,0,0,-100,-54.0871455668682,2.675662243607012
40,250,2500,0.99,0.8,0.09997537766670828,0.990575,0.800184,0.0807036,0,0.03768556905827367,0.009995076139600953,0,0.04527707215362056,0.035927103484758846,0.005008859280294855,0.523,0.05952636317911543,0.062415476634148516,0.0035420334275010094,0.944,0,0,0,0,-100,-54.42751742298924,-1.4798582358348145
40,250,2500,0.99,0.8,0.1099604548745273,0.990425,0.8001280000000001,0.084724,0,0.03758289096857044,0.012091301636212954,0,0.04730019796716923,0.035612668698191616,0.005380724813499034,0.547,0.05963768982250157,0.06251620095089536,0.0035563197148049063,0.948,0,0,0,0,-100,-51.00572279257851,1.6324801376622597
40,250,2500,0.99,0.8,0.11995446032364317,0.989675,0.799604,0.0888464,0,0.03756862427804705,0.014389072551536482,0,0.04879007150157159,0.035311794207991215,0.00603049524765484,0.506,0.061651506790493076,0.0623266234775896,0.003798163168874659,0.94,0,0,0,0,-100,-50.381726018181084,0.8565877960957359
40,250,2500,0.99,0.8,0.13004141778708342,0.989875,0.797988,0.0932308,0,0.037661704047812036,0.016910770340074776,0,0.05394532570355749,0.03527198613332146,0.006836866639286425,0.483,0.06291908395791469,0.06184867593980784,0.003955354144030511,0.934,0,0,0,0,-100,-48.20552516892321,-0.5447487029437987
40,250,2500,0.99,0.8,0.14003508357551434,0.9899749999999999,0.801224,0.0977084,0,0.03697440591818231,0.019609824632001286,0,0.05476818514651282,0.0347766274599039,0.007024026820356796,0.496,0.06502098198289237,0.06140444873565067,0.004225601293626766,0.919,0,0,0,0,-100,-45.318906740869416,1.035066578413073
40,250,2500,0.99,0.8,0.15001937707570753,0.990525,0.798664,0.1021428,0,0.037212090647420204,0.022505813498183324,0,0.05430204419493524,0.03465898288642459,0.007470100452198919,0.465,0.060861364392934166,0.060946770854812045,0.0037107436193443573,0.937,0,0,0,0,-100,-44.83633682430253,-2.1436601913540314
40,250,2500,0.99,0.8,0.15998889804896388,0.99005,0.799888,0.1069556,0,0.03688506854650777,0.02559644749892176,0,0.055307878011623596,0.034608773088112055,0.0077235795637741935,0.476,0.06156794713934069,0.060595609107009084,0.00379086706982101,0.936,0,0,0,0,-100,-42.7032135082372,-1.2571869116382166
40,250,2500,0.99,0.8,0.17003188996036295,0.9899,0.799304,0.1117436,0,0.03683382599854209,0.028910843603492973,0,0.05749953229824617,0.03429074857325016,0.008671161239348517,0.435,0.061392200523775906,0.06057754630735079,0.003791105863327239,0.935,0,0,0,0,-99.99999999999999,-43.091026775965545,-2.991503332256757
40,250,2500,0.99,0.8,0.17995757972116297,0.9905,0.7999160000000001,0.1166696,0,0.03650252210387715,0.03238473049909873,0,0.05533819625290528,0.03373810422099931,0.007799591200803133,0.462,0.060022706365854134,0.059437444593881235,0.003602163369847496,0.939,0,0,0,0,-100,-38.259077177215815,0.9690025098137043
40,250,2500,0.99,0.8,0.1900432706157481,0.98995,0.801428,0.1218256,2.4215639740027823e-4,0.03612618994946606,0.03611359277343823,0,0.05914243224279572,0.03350682585799763,0.00835263132599975,0.474,0.061369447080609665,0.058569678909810165,0.00376469864906584,0.925,0,0,0,0,-99.99597057152677,-36.67665767323003,0.7903146379418896
40,250,2500,0.99,0.8,0.20000282509421055,0.989075,0.800944,0.1271428,3.3923649175531803e-4,0.03604751477145275,0.03999543370741846,0,0.05850631153593331,0.03359043347369478,0.008823790366609024,0.434,0.06114100727561445,0.05893621350874231,0.003738245981802869,0.936,0,0,0,0,-99.99273581066838,-36.75619741740812,-0.969707125245363
40,250,2500,0.99,0.95,0.00995873711384173,0.990025,0.950176,0.010051599999999999,0,0.015327307512205032,9.91764449026087e-5,0.009,0.018349740399636626,0.017517065171754168,3.369713366927101e-4,0.671,0.02578650659222272,0.03391588937940125,7.609615403078587e-4,0.896,0,0,0,0,-100,7.746085550898149,98.73469909131413
