n_1,n_2,n_3,sigma_e,sigma_p,prev,sigma_e_hat,sigma_p_hat,rho_hat,ESE_hat_pi_RG,ASE_hat_pi_RG,coverage_pi_RG,MSE_hat_pi_RG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,coverage_pi_SRG,MSE_hat_pi_SRG,ESE_hat_pi_SRGM,ASE_hat_pi_SRGM,coverage_pi_SRGM,MSE_hat_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM
40,250,2500,0.8,0.8,0.11996015909244344,0.79785,0.8007960000000001,0.2028756,0.026216922461034093,0.045092940821185735,0.226,0.010748841639409938,0.04472989056343233,0.044788688876759304,0.948,0.002000709499643804,0.034713839019205814,0.04424077574612649,0.52,0.0074054482881640024,0,0,0,892,-83.61986874437237,1.163223048788306,-65.64700810353082
40,250,2500,0.8,0.8,0.130005486552786,0.800975,0.801096,0.2075704,0.02863988852975263,0.04455476870132257,0.203,0.011867791988633084,0.044030822285811184,0.04450458181012482,0.959,0.0019394970974606154,0.036690740574547104,0.04377652791695921,0.498,0.007919483389925906,0,0,0,881,-80.8513739791013,1.2691771129730898,-62.36969487617747
40,250,2500,0.8,0.8,0.1399963391195168,0.800675,0.8001240000000001,0.2128924,0.03143920639150286,0.04443121353265822,0.186,0.01315018938578186,0.04524980067531577,0.04470446781876482,0.948,0.002045733341690099,0.038988241395327736,0.043704523923065806,0.468,0.008664784155948051,0,0,0,863,-78.77697214539599,0.34732017851815766,-60.38395440693889
40,250,2500,0.8,0.8,0.14995432742463768,0.799575,0.80066,0.2179092,0.03363231159851431,0.04426988425824039,0.172,0.013950100555527303,0.04561694029402059,0.04488360722579265,0.958,0.002080154561556857,0.04009867734453235,0.04361429450200715,0.479,0.008876745327672379,0,0,0,883,-75.5069088747395,0.7691367295179857,-56.86193336440878
40,250,2500,0.8,0.8,0.15996261543922463,0.80285,0.800112,0.2226604,0.034015271568155155,0.043891567985804444,0.136,0.015266720802246293,0.04318322567039871,0.04467994849797318,0.969,0.0018629390347946599,0.03910912104852833,0.04327928501643395,0.44,0.009492998675315742,0,0,0,906,-74.26050942815385,0.07085548323116322,-55.79233348223153
40,250,2500,0.8,0.8,0.1700172154292447,0.8008,0.800196,0.2284472,0.037196993524890636,0.04376696494323043,0.153,0.01572129708029143,0.04474371895208385,0.044905677977051514,0.961,0.002000253705614141,0.04163164530493235,0.043249505220478913,0.441,0.009611608751952107,0,0,0,899,-70.43159250957983,0.2972006844869316,-52.21247612345693
40,250,2500,0.8,0.8,0.1799915042262595,0.8005,0.7995920000000001,0.2330536,0.039476388530494004,0.04379978591289935,0.137,0.016909065222568066,0.04684989946685313,0.045311339291424314,0.95,0.0021927402376383976,0.04285776512454711,0.043345175177131774,0.416,0.010181235095833996,0,0,0,911,-68.8388879287887,-0.08253833334780447,-50.75683915600234
40,250,2500,0.8,0.8,0.19000172131345672,0.79885,0.8008040000000001,0.2388852,0.04032082918196687,0.0434772257894941,0.143,0.016758375555214106,0.04566156808689442,0.04548335878011662,0.961,0.002096157054122024,0.042658696104608984,0.04316441646271298,0.443,0.009662429897966974,0,0,0,891,-64.74744851877749,1.9167574516448092,-46.61489298704415
40,250,2500,0.8,0.8,0.20004395145905793,0.8022,0.79988,0.2436516,0.040067149506241864,0.043226954963757766,0.127,0.017867496470620144,0.04515084508660248,0.04541528610044904,0.969,0.00203659522209412,0.04183369689437037,0.04296772724607946,0.384,0.010333300993069018,0,0,0,908,-63.75064624874151,-0.09353273483115894,-46.317439666994225
40,250,2500,0.8,0.95,0.01002969325782091,0.79745,0.950484,0.0389288,0.005298085994084779,0.01949493050109538,0.849,9.167156729832524e-5,0.014291388150294786,0.020534967015269877,0.941,2.2131509228316432e-4,0.0071535223464858945,0.019537603661508685,0.909,9.059715081134968e-5,0,0,0,889,-79.53220875500585,41.440828186611895,-62.64347601449109
40,250,2500,0.8,0.95,0.01995622486014077,0.80135,0.9500759999999999,0.044552,0.007674443026153716,0.01942714837281094,0.785,3.0045493678908074e-4,0.017374402963304298,0.02062656703066076,0.947,3.065952282303113e-4,0.01006789434751675,0.01949057328307228,0.88,2.636797479734419e-4,0,0,0,900,-77.89061585196424,11.235322608566168,-63.861558221220534
40,250,2500,0.8,0.95,0.02998303506037253,0.800325,0.949572,0.0494096,0.010354421922817696,0.019519097716393985,0.674,6.391831706996748e-4,0.019421954896874195,0.020892063628024933,0.945,3.769438714342882e-4,0.012681499763789579,0.019600924045400335,0.821,5.251923729941733e-4,0,0,0,888,-76.93277140368026,-1.0998729840392776,-63.67847990194902
40,250,2500,0.8,0.95,0.03998982191519198,0.80265,0.949928,0.0550292,0.012850301034381884,0.019351978557962723,0.625,9.859313098242164e-4,0.02017890001928905,0.020940664009906698,0.941,4.0701083451026864e-4,0.015214089454457834,0.019469554595978076,0.8,7.581198597639235e-4,0,0,0,895,-71.64950087428399,1.1993061245801413,-57.39942539048181
40,250,2500,0.8,0.95,0.04997693373634478,0.7963,0.949628,0.0604444,0.014611765228125089,0.019596353472500414,0.542,0.001359540127772058,0.02027691536806227,0.02142368491178011,0.966,4.1101889838290434e-4,0.01676059194320596,0.019744552439524974,0.749,9.95887914198655e-4,0,0,0,903,-67.74387850729757,1.0526354753573404,-53.51305535593961
40,250,2500,0.8,0.95,0.05999804008469641,0.801325,0.949796,0.0654356,0.016434262497897433,0.01941918797777856,0.463,0.0017277513944169906,0.021786024553943573,0.02144470835669189,0.947,4.74256668146004e-4,0.01803273042678918,0.01959938974470799,0.683,0.0012169410022748303,0,0,0,881,-63.64030317934364,-0.5282037393822654,-49.78133012202987
40,250,2500,0.8,0.95,0.07004619283495173,0.7981,0.950144,0.0712208,0.018080707137866917,0.019480671817371023,0.405,0.001987803352442751,0.021932258062514042,0.02178259704049821,0.958,4.8112824425533844e-4,0.019274332340417585,0.01971013315419818,0.666,0.001349370780425559,0,0,0,885,-58.1873819345825,1.0922292630055424,-44.651772602188764
40,250,2500,0.8,0.95,0.08001869911696176,0.7996,0.949736,0.076494,0.018487618703309026,0.019581922081923452,0.324,0.002322035926359009,0.022492444318506902,0.022039930346198142,0.946,5.054092388817419e-4,0.019542874892580022,0.01984438434739631,0.601,0.001548796511267795,0,0,0,902,-55.616714516731264,-0.08922522319437819,-42.696402836551194
40,250,2500,0.8,0.95,0.09000254087659236,0.80025,0.95028,0.0816948,0.01873358738770922,0.019531908230577405,0.295,0.0025851698202398123,0.022165192317325725,0.022269189533373337,0.964,4.908206072205106e-4,0.019421622676413165,0.019839514471048317,0.552,0.0016769978865026876,0,0,0,894,-52.52215644965659,0.1412099170446559,-40.06325628910312
40,250,2500,0.8,0.95,0.09998959295165888,0.80165,0.949944,0.0875144,0.019917359230706397,0.01966468803051751,0.231,0.002901941574899825,0.023177422488990327,0.02263553814778394,0.941,5.366624209139925e-4,0.020353696724752297,0.020011941592214783,0.519,0.0018683640949179732,0,0,0,901,-50.06154896247004,0.08186567630584281,-38.14194786519399
40,250,2500,0.8,0.95,0.10998377732267732,0.8001,0.9497599999999999,0.0932612,0.01978553893778083,0.019858880900166385,0.212,0.0031446043737271027,0.023428904878546868,0.023052260660070184,0.951,5.484827594806313e-4,0.020249397622502226,0.020263440471535898,0.481,0.001984196927661562,0,0,0,894,-47.71073864676157,0.31244714659495004,-36.07880946446731
40,250,2500,0.8,0.95,0.12000102494300824,0.80035,0.950252,0.0983764,0.02047094546773882,0.019927588942835802,0.186,0.0034465335949988006,0.02443022726901836,0.023385945558320832,0.944,5.965169305003495e-4,0.02091647481751705,0.020384951013880027,0.448,0.0021643190769745227,0,0,0,886,-45.8548534576505,0.4391890760407129,-34.63327871147696
40,250,2500,0.8,0.95,0.12999302190906026,0.801725,0.9498559999999999,0.1043576,0.019444450383251034,0.020092741752098835,0.15,0.003699833516767885,0.02358576959397219,0.023735544284141322,0.961,5.557514460007146e-4,0.019913354064928106,0.02059721835938322,0.415,0.0022862911903687717,0,0,0,897,-44.339209069720006,0.10661341509435429,-33.44472606248535
40,250,2500,0.8,0.95,0.13999033014304874,0.79525,0.950064,0.1100376,0.020792567807533344,0.020471977096908105,0.173,0.003907049933302846,0.02559868005954641,0.02450651954134194,0.952,6.591913856540559e-4,0.021356571269080835,0.021056141414686362,0.439,0.0023929123679038698,0,0,0,873,-42.11034761904427,1.524441429625287,-31.441011968052184
40,250,2500,0.8,0.95,0.1500350900899354,0.801025,0.949716,0.1158168,0.020574714329631715,0.020525955638330724,0.125,0.004323228465816916,0.025634534311869427,0.024652105518256244,0.947,6.567414318967056e-4,0.02131931654473032,0.021145763018612766,0.37,0.0026571820861928473,0,0,0,904,-41.62535933587892,0.34582329995857614,-31.284308686525048
40,250,2500,0.8,0.95,0.1600115479484904,0.79705,0.95016,0.1210256,0.021284362785163626,0.020815233310160244,0.139,0.004582961310809067,0.02610896195723395,0.025298524531769048,0.952,6.834769325590514e-4,0.02195014870758337,0.02150821683530739,0.362,0.0027929156027170425,0,0,0,896,-40.16467120409371,0.9843220061642266,-30.047194279937212
40,250,2500,0.8,0.95,0.16996760807545933,0.8027,0.950116,0.1269756,0.020557822623326776,0.020854079446683313,0.11,0.004925967848761646,0.025010096523990333,0.025449407878794107,0.966,6.254321777675085e-4,0.02115653717366386,0.02158016720260848,0.341,0.0029819583986792305,0,0,0,898,-39.4840565887022,0.4374213764529591,-29.621447718394993
40,250,2500,0.8,0.95,0.17996214352883552,0.8014,0.94972,0.1327,0.02133713296348458,0.02121113975888493,0.102,0.005312502106506704,0.02632938724282134,0.026037302907293634,0.947,6.925524147200086e-4,0.02208737427418434,0.022003600548113223,0.325,0.0032105818296843175,0,0,0,895,-38.728749875228814,0.05277065708505528,-28.997463708829507
40,250,2500,0.8,0.95,0.1899721804613199,0.8018,0.95072,0.1385772,0.020735572053657555,0.021320379191741155,0.101,0.00544493300606931,0.026406955299806936,0.026393960206004465,0.963,6.981109651777939e-4,0.021600583305489536,0.022191910470953466,0.317,0.003223510921716084,0,0,0,909,-37.278869865900674,0.6406017878127765,-27.641351416412046
40,250,2500,0.8,0.95,0.1999748145936334,0.7983750000000001,0.950272,0.1443416,0.021438486571644055,0.02183758078759525,0.095,0.005786563044293229,0.02702879961167808,0.027187805535936103,0.96,7.311973304233772e-4,0.0224393302712445,0.02277252119068126,0.316,0.0034363715487569784,0,0,0,898,-36.49916413718007,0.5857097322685557,-27.083622566747568
40,250,2500,0.8,0.99,0.00997509689676681,0.803075,0.989908,0.0121004,0.005406538518411473,0.00814426159125415,0.913,5.413676294562016e-5,0.008362671548569133,0.009269952833643649,0.902,7.094314596703693e-5,0.006020367095427773,0.00827988662585274,0.919,5.070436367219449e-5,0,0,0,898,-50.05995781305098,10.412483222999246,-38.168386321139174
40,250,2500,0.8,0.99,0.02000962266160956,0.798575,0.990088,0.017238,0.007209125596168345,0.008373021873212243,0.858,1.4877191060515968e-4,0.010042249744372215,0.009920106244449037,0.938,1.0088456538521177e-4,0.007799232858654564,0.008566929322584751,0.915,1.1922383043203091e-4,0,0,0,912,-49.18314235478406,1.8607722314929878,-38.21008211829774
40,250,2500,0.8,0.99,0.03004696682255907,0.801,0.989528,0.0227604,0.008175606879913902,0.008815788484991493,0.699,2.6729615815568775e-4,0.010673599604091793,0.010671652353386834,0.958,1.1397625531818468e-4,0.008614454138018498,0.009055922220397647,0.847,1.9636860295918666e-4,0,0,0,895,-47.128201282231764,-1.3496453198135747,-36.795555152808745
40,250,2500,0.8,0.99,0.04002529700953913,0.802525,0.989708,0.0279288,0.009109766039190071,0.008992277896171071,0.485,3.946942749753121e-4,0.01155836946163158,0.011222265498899608,0.951,1.3384818820466978e-4,0.009442195701602693,0.009290212625470138,0.707,2.789713886641009e-4,0,0,0,889,-44.11599995441645,-1.5519984706379781,-34.42977542105431
40,250,2500,0.8,0.99,0.04997475511779414,0.800525,0.989756,0.0334656,0.009274221607103936,0.009285864438713378,0.352,5.038218140262699e-4,0.011959935875705353,0.011867504770108414,0.963,1.4296012976761785e-4,0.00961579579279709,0.009647748256399816,0.63,3.40885000023254e-4,0,0,0,887,-40.90569391465209,-0.5026627214281958,-31.544576282233464
40,250,2500,0.8,0.99,0.05995826772692689,0.8034,0.989864,0.0390688,0.009480644425656786,0.009544182584097118,0.28,6.3350914459485e-4,0.012533828868917494,0.012429803839283049,0.962,1.569981755656552e-4,0.009873286519028423,0.009963801821648466,0.536,4.19289538290396e-4,0,0,0,922,-38.889928325098296,-0.40307033063369085,-29.923675853983642
40,250,2500,0.8,0.99,0.07001838568357545,0.7997,0.990212,0.044654,0.009964865791510149,0.009844958978104326,0.215,7.584928969003636e-4,0.013458818105339703,0.013083088643509723,0.946,1.8110656971107288e-4,0.010353975365061361,0.010332060037139962,0.514,4.901599958361331e-4,0,0,0,902,-36.671388257451355,0.5492983060545644,-27.95262936582949
40,250,2500,0.8,0.99,0.07998718553118006,0.8,0.989936,0.050362,0.010344384147426743,0.010282250116813949,0.18,9.324544563651275e-4,0.014015489618573424,0.013833100615035857,0.96,1.9674841941261638e-4,0.010843844577173509,0.010825253261442992,0.442,5.963981844781917e-4,0,0,0,907,-35.92134895974573,0.89361260043564394,-27.35987809841386
40,250,2500,0.8,0.99,0.09000958411136198,0.802925,0.990352,0.055704,0.009975538013029714,0.010475344693100751,0.141,0.001102825625705435,0.014243220933359236,0.014335151013745408,0.963,2.0329353126629434e-4,0.010637390038684575,0.01107968118178977,0.383,6.962008863212262e-4,0,0,0,917,-35.19259365872067,0.8797618383638787,-26.82903788557359
40,250,2500,0.8,0.99,0.09998699375973154,0.803925,0.989976,0.0610956,0.010580794800386113,0.010927692349262766,0.098,0.0013585546615815839,0.01477677232719286,0.014954961763153774,0.954,2.183103762592602e-4,0.011338238886851013,0.011584297068669031,0.343,8.597276531077927e-4,0,0,0,888,-35.31342181879136,-0.41925477973384034,-27.046086856422807
40,250,2500,0.8,0.99,0.1099986363328889,0.7996,0.99018,0.067062,0.011155075541566755,0.011413631245619905,0.109,0.0015010714332521304,0.015599466047018905,0.015815185431627507,0.957,2.443793422579873e-4,0.011830702076742975,0.012138445054245899,0.356,9.310402354450101e-4,0,0,0,895,-33.73198073705167,1.0282683700559405,-25.57171582894974
40,250,2500,0.8,0.99,0.11997043980813056,0.797225,0.990264,0.0727188,0.011893697196050929,0.011897479155228765,0.126,0.00170217369339151,0.016929112741119603,0.016595483921644047,0.952,2.9005405287872444e-4,0.012609274973453493,0.012690638801061397,0.348,0.001044999561138331,0,0,0,892,-32.93116127019798,1.6132342546902025,-24.813211753470842
40,250,2500,0.8,0.99,0.12995643641054394,0.80025,0.99012,0.0784504,0.012384367524482139,0.012284370851306053,0.09,0.0019788604964113576,0.0172005031593375,0.01713739868604792,0.957,2.963413730044096e-4,0.013221290746300551,0.01312121301601184,0.329,0.0012210353404896793,0,0,0,883,-32.87834386132291,0.6795597043957167,-24.89159073049378
40,250,2500,0.8,0.99,0.14004930332019855,0.795275,0.989884,0.0840196,0.013042171034455976,0.012927624059647503,0.1,0.002227079501178853,0.0185752096718888,0.018093264830301298,0.953,3.467176780613926e-4,0.01383911760033673,0.013841221813805446,0.321,0.0013567675552515527,0,0,0,872,-32.38561676245748,1.0159134551690614,-24.376065935278465
40,250,2500,0.8,0.99,0.14998970512565934,0.7988999999999999,0.989828,0.0900244,0.013775882640925151,0.013312494449433642,0.092,0.0025017755841097475,0.019951849931658192,0.018647577112653562,0.946,3.993910145997853e-4,0.014822454255059224,0.014270986344836083,0.293,0.00153127010468107,0,0,0,902,-32.05902772484314,0.872546808258088,-24.14736921798254
40,250,2500,0.8,0.99,0.16002395839034686,0.800025,0.990208,0.095788,0.013731808790954307,0.01367237996108533,0.092,0.0027425787037576276,0.019414273659918737,0.019178957301427393,0.957,3.7782619384808987e-4,0.014699781643366957,0.01468019132447161,0.271,0.0016646941381279145,0,0,0,881,-31.5822335125572,0.709505813641754,-23.786097931908333
40,250,2500,0.8,0.99,0.17003370860302072,0.79975,0.989704,0.1017932,0.014758427650372616,0.014266662024534155,0.094,0.0030661848859588814,0.02130054699475405,0.019995782010319502,0.938,4.548100563777307e-4,0.01586591858641739,0.015330726524164085,0.265,0.0018613018945350483,0,0,0,909,-31.389186505996616,0.7323122397060259,-23.596874077881033
40,250,2500,0.8,0.99,0.18003609423702938,0.800475,0.990052,0.1080208,0.014926258072665993,0.014699572756016509,0.09,0.003270450878712694,0.021318353170809805,0.020620790961147273,0.948,4.5700991418318453e-4,0.016061691076627183,0.01581895886698817,0.28,0.001963293299156405,0,0,0,900,-30.66474689965242,0.960806759088048,-22.939060084605927
40,250,2500,0.8,0.99,0.18998320494068952,0.7976,0.989672,0.1137528,0.015138190875242005,0.015341483630924068,0.083,0.003575567966579485,0.021946233261262507,0.021439361829875995,0.934,4.831990118321751e-4,0.01646334293111533,0.01652009973259618,0.276,0.0021434335398392164,0,0,0,898,-30.45010467775279,0.7524394208709814,-22.77794793748172
40,250,2500,0.8,0.99,0.1999864937249308,0.7978,0.989684,0.1197616,0.015737238128647774,0.01587061364534792,0.086,0.003862730520927969,0.022173946964500715,0.022164039057075133,0.945,4.944075342508946e-4,0.017135073540792464,0.0171103069515267,0.287,0.002298598926492394,0,0,0,893,-30.06578562864257,0.8966226214049114,-22.39169856387445
40,250,2500,0.99,0.8,0.0099970067384513,0.99025,0.800672,0.1506204,0.002483891397132074,0.0352488057457419,0.477,1.0041811936839714e-4,0.02298546356608907,0.03459081338358202,0.938,6.270424957918796e-4,0.0053648253544662135,0.034846673809820865,0.705,1.0438083070993289e-4,0,0,0,880,-97.11386290039925,99.64874735570153,-86.99054911099664
40,250,2500,0.99,0.8,0.01999489342269796,0.9897,0.7992640000000001,0.1569328,0.002863371878159129,0.03527544743857981,0.419,3.9002692263897707e-4,0.024648147608764777,0.03456349950064603,0.953,6.29403699070875e-4,0.006522170737151914,0.03485275521612779,0.681,3.666539026090567e-4,0,0,0,909,-97.72810309069234,23.712619908622393,-90.04489536700834
40,250,2500,0.99,0.8,0.0300442431852601,0.990025,0.8004760000000001,0.1631464,0.004753077117741744,0.03486424309146541,0.382,8.673040697359819e-4,0.027788365492688177,0.034132181880474795,0.952,7.831339965597946e-4,0.009550838745737847,0.034428905067274425,0.655,7.873484111905261e-4,0,0,0,875,-96.73841223274776,11.391254689195126,-87.82382028365902
40,250,2500,0.99,0.8,0.04003062990825246,0.9899249999999999,0.800312,0.16954,0.007435078207226088,0.03469467067659756,0.351,0.0015077404256361342,0.029982914127404788,0.03393456443358466,0.954,9.008124618065873e-4,0.013147283825448813,0.03424384558609678,0.609,0.00130936840840788,0,0,0,886,-95.20679302366266,4.132275066841589,-84.22259751720387
40,250,2500,0.99,0.8,0.05003347281534559,0.9893,0.80166,0.1759888,0.009342093479812304,0.03430320768734304,0.35,0.002274432200857658,0.03169564621656289,0.033525790077337976,0.945,0.001011971376417549,0.01600684330268048,0.03383823854329232,0.638,0.0018854990089320028,0,0,0,877,-93.4734009981125,5.779555887741746,-80.68101580578723
40,250,2500,0.99,0.8,0.06003772886030546,0.9907,0.7992480000000001,0.182262,0.010618321418875204,0.03438779178608445,0.28,0.003187602457942532,0.03263880579528834,0.03355845637458104,0.949,0.0010660896810469787,0.01791790615067691,0.03390474712781434,0.58,0.002577466055260172,0,0,0,895,-92.36255457404262,-2.2736337660258736,-79.12543285741529
40,250,2500,0.99,0.8,0.07002854811248982,0.989425,0.799868,0.1885712,0.013219703181014663,0.034131128902892466,0.235,0.004211490744704892,0.031232876025929605,0.03327531606968549,0.947,9.750095203230446e-4,0.020369701880444825,0.03362882459311082,0.565,0.0032420410357527425,0,0,0,900,-90.72963000657549,-1.0021065320425029,-75.93265424853276
40,250,2500,0.99,0.8,0.0799913272512148,0.990125,0.799212,0.1953532,0.015645562983618702,0.03396677018699273,0.224,0.00519338544785017,0.03223024265327622,0.03309115674946493,0.955,0.001044588428102241,0.023106108579057656,0.03345563804756648,0.524,0.0038901683467460874,0,0,0,897,-87.94458275944247,-3.269212000956542,-72.43033207575175
40,250,2500,0.99,0.8,0.09002049969525262,0.9896,0.80052,0.202058,0.01891247336229567,0.03357714290937538,0.213,0.00610247211551678,0.03164260594464984,0.03268871393747732,0.955,0.0010005035949718227,0.02576471029787723,0.03305929437174006,0.513,0.0043132437583976,0,0,0,899,-84.19943877675829,-0.5558049572942273,-67.11354904586015
40,250,2500,0.99,0.8,0.09999684164994932,0.990575,0.800184,0.2082904,0.021057655984798744,0.03337699538701811,0.167,0.007085911307662748,0.0321846294003814,0.032440235950565145,0.943,0.001036003709567826,0.027013950468975065,0.03284419404302355,0.494,0.004769983858324813,0,0,0,909,-81.50674506322378,-1.0905344647073898,-63.57055418452817
40,250,2500,0.99,0.8,0.11001872956596127,0.990425,0.8001280000000001,0.2153464,0.024573987658809974,0.033172206478489084,0.161,0.007884392342917186,0.032272544149780806,0.032200107097906217,0.95,0.0010406300040282182,0.029543287566792996,0.03262110991884957,0.47,0.005117035841952786,0,0,0,899,-77.5590230811711,-0.3571728565079925,-59.22123781230205
40,250,2500,0.99,0.8,0.11996379450945042,0.989675,0.799604,0.2218808,0.026174977040779594,0.03305437446982571,0.134,0.008752853270065761,0.031226661000228993,0.03203709359024658,0.959,9.746898867923601e-4,0.029761585531546158,0.03248468094554011,0.432,0.0054438162551492825,0,0,0,885,-74.87619345699348,-0.624150745215978,-56.28364588173957
40,250,2500,0.99,0.8,0.13004961209320756,0.989875,0.797988,0.2287804,0.027156840735658876,0.03303703029912974,0.098,0.009581329924245681,0.03155429516969227,0.03199281205530024,0.956,0.0010019135984206745,0.03018287186247586,0.03244535130480106,0.402,0.0058599313411348145,0,0,0,890,-72.31516551634313,-2.0683882620902354,-54.09864279681055
40,250,2500,0.99,0.8,0.14003864801954624,0.9899749999999999,0.801224,0.2357904,0.028783816051073274,0.03237219395774936,0.101,0.00944727048868592,0.03090942089655613,0.03136700017142058,0.944,9.551952559488299e-4,0.030235705702477,0.031787837936740365,0.413,0.005489968711932499,0,0,0,902,-66.29723536923903,0.6218510742772787,-48.308950463642674
40,250,2500,0.99,0.8,0.15003655866576823,0.990525,0.798664,0.2421164,0.030391638560572448,0.032492392348552335,0.09,0.010518539255803178,0.031974539908364005,0.031414663101038756,0.931,0.0010315361474140838,0.03199974026251444,0.031879465756877036,0.37,0.0062290937660170066,0,0,0,881,-65.28956171519943,-2.1273198875413115,-48.09064393011423
40,250,2500,0.99,0.8,0.16003528029618233,0.99005,0.799888,0.2492908,0.031099983963065295,0.03212268818169036,0.08,0.010599391157666477,0.031588710543081516,0.031056552403805338,0.946,0.00099766400642485511,0.031532129428387776,0.03150654923697853,0.373,0.006102340478269716,0,0,0,898,-61.329357119281724,-0.5641849376096764,-44.66370519464329
40,250,2500,0.99,0.8,0.1700268751017646,0.9899,0.799304,0.2565896,0.03163097259652855,0.03197279384107904,0.066,0.0109832076205589,0.030945048120614292,0.030850106152747137,0.956,9.575724100664245e-4,0.031607135925754454,0.031338399541261684,0.357,0.0062224579851957226,0,0,0,884,-58.76624811094241,-0.5684032274190334,-42.51112003229741
40,250,2500,0.99,0.8,0.18000354835967625,0.9905,0.7999160000000001,0.2625156,0.031148680833283506,0.03166798497794211,0.057,0.011314760565630074,0.030541974493374997,0.030561825182236747,0.953,9.355435893886213e-4,0.03087794736223027,0.031025861507183124,0.325,0.006345941849127903,0,0,0,890,-56.50598847534279,-1.0634284149263442,-40.799248913208295
