n_1,n_2,n_3,sigma_e,sigma_p,prev,sigma_e_hat,sigma_p_hat,rho_hat,ESE_hat_pi_RG,ASE_hat_pi_RG,coverage_pi_RG,MSE_hat_pi_RG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,coverage_pi_SRG,MSE_hat_pi_SRG,ESE_hat_pi_SRGM,ASE_hat_pi_SRGM,coverage_pi_SRGM,MSE_hat_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM
40,250,2500,0.8,0.95,0.10998377732267732,0.8001,0.9497599999999999,0.0932612,0.01978553893778083,0.019858880900166385,0.212,0.0031446043737271027,0.023428904878546868,0.023052260660070184,0.951,5.484827594806313e-4,0.022479978781916123,0.022671022795881006,0.959,5.159327428633944e-4,0,0,0,894,-47.71073864676157,0.31244714659495004,3.0276846129952797
40,250,2500,0.8,0.95,0.12000102494300824,0.80035,0.950252,0.0983764,0.02047094546773882,0.019927588942835802,0.186,0.0034465335949988006,0.02443022726901836,0.023385945558320832,0.944,5.965169305003495e-4,0.023838920834754647,0.023022729543564404,0.947,5.815978461839349e-4,0,0,0,886,-45.8548534576505,0.4391890760407129,3.1037339520684464
40,250,2500,0.8,0.95,0.12999302190906026,0.801725,0.9498559999999999,0.1043576,0.019444450383251034,0.020092741752098835,0.15,0.003699833516767885,0.02358576959397219,0.023735544284141322,0.961,5.557514460007146e-4,0.02276966226530568,0.023358894627643456,0.964,5.27600659957507e-4,0,0,0,897,-44.339209069720006,0.10661341509435429,2.3911368774615243
40,250,2500,0.8,0.95,0.13999033014304874,0.79525,0.950064,0.1100376,0.020792567807533344,0.020471977096908105,0.173,0.003907049933302846,0.02559868005954641,0.02450651954134194,0.952,6.591913856540559e-4,0.024733432215672348,0.024142640846738384,0.952,6.404844187459781e-4,0,0,0,873,-42.11034761904427,1.524441429625287,3.8701861200391847
40,250,2500,0.8,0.95,0.1500350900899354,0.801025,0.949716,0.1158168,0.020574714329631715,0.020525955638330724,0.125,0.004323228465816916,0.025634534311869427,0.024652105518256244,0.947,6.567414318967056e-4,0.024708087352938595,0.02429695659643035,0.955,6.240877387913742e-4,0,0,0,904,-41.62535933587892,0.34582329995857614,2.5123696024856534
40,250,2500,0.8,0.95,0.1600115479484904,0.79705,0.95016,0.1210256,0.021284362785163626,0.020815233310160244,0.139,0.004582961310809067,0.02610896195723395,0.025298524531769048,0.952,6.834769325590514e-4,0.025374235655209347,0.02491358401619603,0.961,6.647637239939807e-4,0,0,0,896,-40.16467120409371,0.9843220061642266,2.901550603940569
40,250,2500,0.8,0.95,0.16996760807545933,0.8027,0.950116,0.1269756,0.020557822623326776,0.020854079446683313,0.11,0.004925967848761646,0.025010096523990333,0.025449407878794107,0.966,6.254321777675085e-4,0.024701020706764474,0.025073406200184063,0.963,6.235579344621112e-4,0,0,0,898,-39.4840565887022,0.4374213764529591,2.2035672664120556
40,250,2500,0.8,0.95,0.17996214352883552,0.8014,0.94972,0.1327,0.02133713296348458,0.02121113975888493,0.102,0.005312502106506704,0.02632938724282134,0.026037302907293634,0.947,6.925524147200086e-4,0.025656368920443037,0.02565796975616723,0.961,6.671214729271162e-4,0,0,0,895,-38.728749875228814,0.05277065708505528,1.7154405948732578
40,250,2500,0.8,0.95,0.1899721804613199,0.8018,0.95072,0.1385772,0.020735572053657555,0.021320379191741155,0.101,0.00544493300606931,0.026406955299806936,0.026393960206004465,0.963,6.981109651777939e-4,0.025333376665730864,0.026005944575145587,0.963,6.574133023687504e-4,0,0,0,909,-37.278869865900674,0.6406017878127765,2.1235962324012285
40,250,2500,0.8,0.95,0.1999748145936334,0.7983750000000001,0.950272,0.1443416,0.021438486571644055,0.02183758078759525,0.095,0.005786563044293229,0.02702879961167808,0.027187805535936103,0.96,7.311973304233772e-4,0.02652090004329624,0.026792424981083533,0.961,7.181590242380323e-4,0,0,0,898,-36.49916413718007,0.5857097322685557,1.969019350781298
40,250,2500,0.8,0.99,0.00997509689676681,0.803075,0.989908,0.0121004,0.005406538518411473,0.00814426159125415,0.913,5.413676294562016e-5,0.008362671548569133,0.009269952833643649,0.902,7.094314596703693e-5,0.008281299236355514,0.009168827456820374,0.891,7.163518677685345e-5,0,0,0,898,-50.05995781305098,10.412483222999246,17.718540217840207
40,250,2500,0.8,0.99,0.02000962266160956,0.798575,0.990088,0.017238,0.007209125596168345,0.008373021873212243,0.858,1.4877191060515968e-4,0.010042249744372215,0.009920106244449037,0.938,1.0088456538521177e-4,0.009856727510681534,0.009772873009457311,0.925,9.90330422510074e-5,0,0,0,912,-49.18314235478406,1.8607722314929878,7.023569049873251
40,250,2500,0.8,0.99,0.03004696682255907,0.801,0.989528,0.0227604,0.008175606879913902,0.008815788484991493,0.699,2.6729615815568775e-4,0.010673599604091793,0.010671652353386834,0.958,1.1397625531818468e-4,0.010460250780224665,0.010511532394475371,0.948,1.1035660276345411e-4,0,0,0,895,-47.128201282231764,-1.3496453198135747,3.408968293325478
40,250,2500,0.8,0.99,0.04002529700953913,0.802525,0.989708,0.0279288,0.009109766039190071,0.008992277896171071,0.485,3.946942749753121e-4,0.01155836946163158,0.011222265498899608,0.951,1.3384818820466978e-4,0.011027968009997707,0.0110028695335298,0.957,1.2225765703156155e-4,0,0,0,889,-44.11599995441645,-1.5519984706379781,2.1826449955802225
40,250,2500,0.8,0.99,0.04997475511779414,0.800525,0.989756,0.0334656,0.009274221607103936,0.009285864438713378,0.352,5.038218140262699e-4,0.011959935875705353,0.011867504770108414,0.963,1.4296012976761785e-4,0.011522545319765763,0.011652073292493096,0.963,1.3528526475930288e-4,0,0,0,887,-40.90569391465209,-0.5026627214281958,3.2567837642831177
40,250,2500,0.8,0.99,0.05995826772692689,0.8034,0.989864,0.0390688,0.009480644425656786,0.009544182584097118,0.28,6.3350914459485e-4,0.012533828868917494,0.012429803839283049,0.962,1.569981755656552e-4,0.012022594442912192,0.012222856257473167,0.956,1.4863530808323572e-4,0,0,0,922,-38.889928325098296,-0.40307033063369085,3.4330800745063574
40,250,2500,0.8,0.99,0.07001838568357545,0.7997,0.990212,0.044654,0.009964865791510149,0.009844958978104326,0.215,7.584928969003636e-4,0.013458818105339703,0.013083088643509723,0.946,1.8110656971107288e-4,0.012871083681528757,0.012844617811658928,0.944,1.73883188023967e-4,0,0,0,902,-36.671388257451355,0.5492983060545644,4.135376306758192
40,250,2500,0.8,0.99,0.07998718553118006,0.8,0.989936,0.050362,0.010344384147426743,0.010282250116813949,0.18,9.324544563651275e-4,0.014015489618573424,0.013833100615035857,0.96,1.9674841941261638e-4,0.013565193722593578,0.013575176362114895,0.957,1.9414054912843582e-4,0,0,0,907,-35.92134895974573,0.89361260043564394,4.014307736735881
40,250,2500,0.8,0.99,0.09000958411136198,0.802925,0.990352,0.055704,0.009975538013029714,0.010475344693100751,0.141,0.001102825625705435,0.014243220933359236,0.014335151013745408,0.963,2.0329353126629434e-4,0.013731211482103099,0.014052026523631227,0.971,1.9983132744102325e-4,0,0,0,917,-35.19259365872067,0.8797618383638787,3.7632500993452798
40,250,2500,0.8,0.99,0.09998699375973154,0.803925,0.989976,0.0610956,0.010580794800386113,0.010927692349262766,0.098,0.0013585546615815839,0.01477677232719286,0.014954961763153774,0.954,2.183103762592602e-4,0.01443161730901396,0.014660268711498003,0.965,2.1255276290475217e-4,0,0,0,888,-35.31342181879136,-0.41925477973384034,2.119109335523309
40,250,2500,0.8,0.99,0.1099986363328889,0.7996,0.99018,0.067062,0.011155075541566755,0.011413631245619905,0.109,0.0015010714332521304,0.015599466047018905,0.015815185431627507,0.957,2.443793422579873e-4,0.014956555447148051,0.015474494939319627,0.963,2.3602236531007644e-4,0,0,0,895,-33.73198073705167,1.0282683700559405,3.220264365395015
40,250,2500,0.8,0.99,0.11997043980813056,0.797225,0.990264,0.0727188,0.011893697196050929,0.011897479155228765,0.126,0.00170217369339151,0.016929112741119603,0.016595483921644047,0.952,2.9005405287872444e-4,0.016021030377736726,0.016268699050227358,0.968,2.761694549003759e-4,0,0,0,892,-32.93116127019798,1.6132342546902025,3.7045813523315307
40,250,2500,0.8,0.99,0.12995643641054394,0.80025,0.99012,0.0784504,0.012384367524482139,0.012284370851306053,0.09,0.0019788604964113576,0.0172005031593375,0.01713739868604792,0.957,2.963413730044096e-4,0.016521102981403732,0.016806618626203022,0.971,2.8633669261501e-4,0,0,0,883,-32.87834386132291,0.6795597043957167,2.844277684227389
40,250,2500,0.8,0.99,0.14004930332019855,0.795275,0.989884,0.0840196,0.013042171034455976,0.012927624059647503,0.1,0.002227079501178853,0.0185752096718888,0.018093264830301298,0.953,3.467176780613926e-4,0.018097313338168136,0.017758941212654873,0.961,3.445830593374139e-4,0,0,0,872,-32.38561676245748,1.0159134551690614,2.978286611509504
40,250,2500,0.8,0.99,0.14998970512565934,0.7988999999999999,0.989828,0.0900244,0.013775882640925151,0.013312494449433642,0.092,0.0025017755841097475,0.019951849931658192,0.018647577112653562,0.946,3.993910145997853e-4,0.019218604564046865,0.018307832282754948,0.954,3.8570491659801494e-4,0,0,0,902,-32.05902772484314,0.872546808258088,2.7261535955652185
40,250,2500,0.8,0.99,0.16002395839034686,0.800025,0.990208,0.095788,0.013731808790954307,0.01367237996108533,0.092,0.0027425787037576276,0.019414273659918737,0.019178957301427393,0.957,3.7782619384808987e-4,0.018548460277842727,0.0188566283990999,0.972,3.5898838128937385e-4,0,0,0,881,-31.5822335125572,0.709505813641754,2.443300058814495
40,250,2500,0.8,0.99,0.17003370860302072,0.79975,0.989704,0.1017932,0.014758427650372616,0.014266662024534155,0.094,0.0030661848859588814,0.02130054699475405,0.019995782010319502,0.938,4.548100563777307e-4,0.02050539503572663,0.019648499117285886,0.951,4.353183970010723e-4,0,0,0,909,-31.389186505996616,0.7323122397060259,2.29800498245861
40,250,2500,0.8,0.99,0.18003609423702938,0.800475,0.990052,0.1080208,0.014926258072665993,0.014699572756016509,0.09,0.003270450878712694,0.021318353170809805,0.020620790961147273,0.948,4.5700991418318453e-4,0.02048331388405661,0.02027735208615215,0.96,4.4035107663538555e-4,0,0,0,900,-30.66474689965242,0.960806759088048,2.5577281626293815
40,250,2500,0.8,0.99,0.18998320494068952,0.7976,0.989672,0.1137528,0.015138190875242005,0.015341483630924068,0.083,0.003575567966579485,0.021946233261262507,0.021439361829875995,0.934,4.831990118321751e-4,0.021202299670070337,0.02110356003787203,0.957,4.6667094029941193e-4,0,0,0,898,-30.45010467775279,0.7524394208709814,2.2071449964627003
40,250,2500,0.8,0.99,0.1999864937249308,0.7978,0.989684,0.1197616,0.015737238128647774,0.01587061364534792,0.086,0.003862730520927969,0.022173946964500715,0.022164039057075133,0.945,4.944075342508946e-4,0.022034939181558064,0.021830759580690803,0.95,5.056523595459686e-4,0,0,0,893,-30.06578562864257,0.8966226214049114,2.2694787861380252
40,250,2500,0.99,0.8,0.0099970067384513,0.99025,0.800672,0.1506204,0.002483891397132074,0.0352488057457419,0.477,1.0041811936839714e-4,0.02298546356608907,0.03459081338358202,0.938,6.270424957918796e-4,0.023306614698655737,0.0341589197814614,0.933,6.682845631741907e-4,0,0,0,880,-97.11386290039925,99.64874735570153,112.11811401667998
40,250,2500,0.99,0.8,0.01999489342269796,0.9897,0.7992640000000001,0.1569328,0.002863371878159129,0.03527544743857981,0.419,3.9002692263897707e-4,0.024648147608764777,0.03456349950064603,0.953,6.29403699070875e-4,0.024807430157442464,0.034115770919180055,0.953,6.551273592679322e-4,0,0,0,909,-97.72810309069234,23.712619908622393,31.76270678521535
40,250,2500,0.99,0.8,0.0300442431852601,0.990025,0.8004760000000001,0.1631464,0.004753077117741744,0.03486424309146541,0.382,8.673040697359819e-4,0.027788365492688177,0.034132181880474795,0.952,7.831339965597946e-4,0.027713147583049217,0.03368087731115602,0.945,7.950672386281322e-4,0,0,0,875,-96.73841223274776,11.391254689195126,17.554626711934166
40,250,2500,0.99,0.8,0.04003062990825246,0.9899249999999999,0.800312,0.16954,0.007435078207226088,0.03469467067659756,0.351,0.0015077404256361342,0.029982914127404788,0.03393456443358466,0.954,9.008124618065873e-4,0.03015622520352467,0.03347827383205984,0.953,9.194930552474656e-4,0,0,0,886,-95.20679302366266,4.132275066841589,8.286925162719266
40,250,2500,0.99,0.8,0.05003347281534559,0.9893,0.80166,0.1759888,0.009342093479812304,0.03430320768734304,0.35,0.002274432200857658,0.03169564621656289,0.033525790077337976,0.945,0.001011971376417549,0.03131758177649075,0.03307168155378688,0.942,9.982449830207346e-4,0,0,0,877,-93.4734009981125,5.779555887741746,8.581418935902054
40,250,2500,0.99,0.8,0.06003772886030546,0.9907,0.7992480000000001,0.182262,0.010618321418875204,0.03438779178608445,0.28,0.003187602457942532,0.03263880579528834,0.03355845637458104,0.949,0.0010660896810469787,0.03216718935471621,0.03309069684735715,0.951,0.0010343288409318367,0,0,0,895,-92.36255457404262,-2.2736337660258736,1.327800555353276
40,250,2500,0.99,0.8,0.07002854811248982,0.989425,0.799868,0.1885712,0.013219703181014663,0.034131128902892466,0.235,0.004211490744704892,0.031232876025929605,0.03327531606968549,0.947,9.750095203230446e-4,0.030626872208732777,0.032802255933986564,0.953,9.380418736735653e-4,0,0,0,900,-90.72963000657549,-1.0021065320425029,1.4097208049330527
40,250,2500,0.99,0.8,0.0799913272512148,0.990125,0.799212,0.1953532,0.015645562983618702,0.03396677018699273,0.224,0.00519338544785017,0.03223024265327622,0.03309115674946493,0.955,0.001044588428102241,0.03152576278399242,0.03261441705699042,0.958,9.930150698126757e-4,0,0,0,897,-87.94458275944247,-3.269212000956542,-0.459710750059284
40,250,2500,0.99,0.8,0.09002049969525262,0.9896,0.80052,0.202058,0.01891247336229567,0.03357714290937538,0.213,0.00610247211551678,0.03164260594464984,0.03268871393747732,0.955,0.0010005035949718227,0.031123172617968056,0.03221767361246965,0.955,9.691998614053672e-4,0,0,0,899,-84.19943877675829,-0.5558049572942273,1.3680430305375417
40,250,2500,0.99,0.8,0.09999684164994932,0.990575,0.800184,0.2082904,0.021057655984798744,0.03337699538701811,0.167,0.007085911307662748,0.0321846294003814,0.032440235950565145,0.943,0.001036003709567826,0.031194882956153767,0.0319739037685901,0.953,9.724042295482571e-4,0,0,0,909,-81.50674506322378,-1.0905344647073898,0.5066002703687027
40,250,2500,0.99,0.8,0.11001872956596127,0.990425,0.8001280000000001,0.2153464,0.024573987658809974,0.033172206478489084,0.161,0.007884392342917186,0.032272544149780806,0.032200107097906217,0.95,0.0010406300040282182,0.031752963753678004,0.03174477897619035,0.943,0.001007979918745474,0,0,0,899,-77.5590230811711,-0.3571728565079925,0.7805546029656122
40,250,2500,0.99,0.8,0.11996379450945042,0.989675,0.799604,0.2218808,0.026174977040779594,0.03305437446982571,0.134,0.008752853270065761,0.031226661000228993,0.03203709359024658,0.959,9.746898867923601e-4,0.0306103469024495,0.03157545401967048,0.956,9.36308227884192e-4,0,0,0,885,-74.87619345699348,-0.624150745215978,0.41835972285434436
40,250,2500,0.99,0.8,0.13004961209320756,0.989875,0.797988,0.2287804,0.027156840735658876,0.03303703029912974,0.098,0.009581329924245681,0.03155429516969227,0.03199281205530024,0.956,0.0010019135984206745,0.030844016848289215,0.03151365843729015,0.954,9.523984761687289e-4,0,0,0,890,-72.31516551634313,-2.0683882620902354,-1.086477196042131
40,250,2500,0.99,0.8,0.14003864801954624,0.9899749999999999,0.801224,0.2357904,0.028783816051073274,0.03237219395774936,0.101,0.00944727048868592,0.03090942089655613,0.03136700017142058,0.944,9.551952559488299e-4,0.030227645942536695,0.030887054514797844,0.947,9.164806555118398e-4,0,0,0,902,-66.29723536923903,0.6218510742772787,1.3705640566112502
40,250,2500,0.99,0.8,0.15003655866576823,0.990525,0.798664,0.2421164,0.030391638560572448,0.032492392348552335,0.09,0.010518539255803178,0.031974539908364005,0.031414663101038756,0.931,0.0010315361474140838,0.03147707118409476,0.03093617001646684,0.941,9.9337475271237e-4,0,0,0,881,-65.28956171519943,-2.1273198875413115,-1.2574778867744365
40,250,2500,0.99,0.8,0.16003528029618233,0.99005,0.799888,0.2492908,0.031099983963065295,0.03212268818169036,0.08,0.010599391157666477,0.031588710543081516,0.031056552403805338,0.946,0.00099766400642485511,0.030653850438292614,0.030569615307702244,0.947,9.387351994778551e-4,0,0,0,898,-61.329357119281724,-0.5641849376096764,0.07980479200556485
