n_1,n_2,n_3,sigma_e,sigma_p,prev,hat_pi_RG,ESE_hat_pi_RG,ASE_hat_pi_RG,covers_pi_RG,hat_pi_SRG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,covers_pi_SRG,num_infinite_pi_RG,num_infinite_pi_SRG,n_strata_obs_full
40,250,2500,0.8,0.99,0.08,-29.390757294941917,0.010410401562448312,0.01049246251695077,0.345,0.7985428838826365,0.013513065418728331,0.01346099523868569,0.958,0,0,1000
40,250,2500,0.8,0.99,0.09,-29.544403455848474,0.010944134484828921,0.010948251327152497,0.295,0.9910846653310743,0.014054155519629614,0.014227682213766173,0.955,0,0,1000
40,250,2500,0.8,0.99,0.09999999999999999,-30.248263205257796,0.011234620460073699,0.011273241416578627,0.218,-0.4054827371328951,0.014731405387781346,0.014744961412519101,0.947,0,0,1000
40,250,2500,0.8,0.99,0.11,-29.73970725300971,0.012128858942739098,0.011847747277969852,0.221,0.9525036186800148,0.01616554699933033,0.015732841016144684,0.951,0,0,1000
40,250,2500,0.8,0.99,0.12,-29.564106758472043,0.012241429782364246,0.012078549080340662,0.174,0.48954036919076954,0.016724038209527187,0.016158480363856965,0.937,0,0,1000
40,250,2500,0.8,0.99,0.13,-29.575201719454146,0.012558615344649091,0.012522140776710546,0.163,0.7008835599510752,0.016641530775582617,0.01687816535251692,0.958,0,0,1000
40,250,2500,0.8,0.99,0.14,-29.36460730436541,0.01357359080600729,0.013073372591287241,0.162,0.982701349651576,0.01823594215841845,0.017743560180514862,0.958,0,0,1000
40,250,2500,0.8,0.99,0.15000000000000002,-29.525268044856894,0.013910731465268625,0.013511624461198189,0.142,0.5931938888935061,0.018898235024493486,0.018372781877862624,0.941,0,0,1000
40,250,2500,0.8,0.99,0.16,-29.206961369501332,0.014027707232089027,0.014048751697685734,0.126,1.3275283976708907,0.019033104482567457,0.01926513470410725,0.96,0,0,1000
40,250,2500,0.8,0.99,0.17,-29.49766836778664,0.013987883358854914,0.014282627375392345,0.108,0.5994160636159128,0.019346829310229033,0.01966146018690608,0.951,0,0,1000
40,250,2500,0.8,0.99,0.18000000000000002,-29.473094354383235,0.014731752016466908,0.014906659635523841,0.105,0.8102843759186548,0.020771169214170448,0.020575670701808,0.949,0,0,1000
40,250,2500,0.8,0.99,0.19,-28.99589319364318,0.015826587855660407,0.015430987964151516,0.114,1.169133854293981,0.022189713104304242,0.021318382838844806,0.945,0,0,1000
40,250,2500,0.8,0.99,0.2,-29.055998782410494,0.015980352304521453,0.01590039818627786,0.101,1.0401516653371217,0.02176807026662266,0.022029010061384854,0.954,0,0,1000
40,250,2500,0.99,0.8,0.01,78.21509297006679,0.021308583398117087,0.03329466497486606,0.959,101.55140679443812,0.022818707683289727,0.03411991871890709,0.949,0,0,1000
40,250,2500,0.99,0.8,0.02,6.886955933927026,0.02278709173144312,0.0332708874017661,0.975,29.26916100304374,0.024768346288209123,0.03407295099850591,0.959,0,0,1000
40,250,2500,0.99,0.8,0.03,-13.809780369190745,0.02506583676852666,0.03319777843517417,0.972,8.869804542513313,0.028003205461896337,0.03397581587409563,0.958,0,0,1000
40,250,2500,0.99,0.8,0.04,-21.192049696813797,0.02625626010077848,0.03306624344920141,0.984,3.79544170693049,0.029383679628590665,0.033813903868625476,0.962,0,0,1000
40,250,2500,0.99,0.8,0.05,-25.6186563579099,0.02814638131103135,0.032738036269795046,0.991,1.9089251325051793,0.0311738093912087,0.03344782830655253,0.956,0,0,1000
40,250,2500,0.99,0.8,0.060000000000000005,-27.60919814666279,0.02953052233663092,0.0325690023764884,0.985,0.35726559098494165,0.03211692217244154,0.03324599920030486,0.96,0,0,1000
40,250,2500,0.99,0.8,0.06999999999999999,-31.094857818079145,0.030169097852114614,0.03252968944871981,0.991,-1.8414972738550752,0.032734917515737386,0.033163670469556275,0.95,0,0,1000
40,250,2500,0.99,0.8,0.08,-29.823341668426263,0.03122900818098895,0.03225312351588135,0.925,-1.093447241700407,0.03301480162294167,0.032871087791659925,0.95,0,0,1000
40,250,2500,0.99,0.8,0.09,-31.410314834205185,0.02998812334182939,0.03212655008823387,0.904,-1.3622986039703917,0.03127016800803942,0.032694093386298494,0.96,0,0,1000
40,250,2500,0.99,0.8,0.09999999999999999,-32.20664098546422,0.03160082622812781,0.032094214249018434,0.875,-3.0991703790821807,0.03271408319040321,0.03263494103488256,0.947,0,0,1000
40,250,2500,0.99,0.8,0.11,-32.31165609139989,0.033109280814175746,0.03195813286721665,0.823,-2.0647574131521393,0.03363332454896177,0.03244310547385492,0.946,0,0,1000
40,250,2500,0.99,0.8,0.12,-31.478695045610632,0.03146091460686891,0.03163829381345174,0.821,-1.6661069060811806,0.032300859369267014,0.032098588791273405,0.954,0,0,1000
40,250,2500,0.99,0.8,0.13,-31.171400494077762,0.030924051070653377,0.03143015641353793,0.798,-0.9919609112108515,0.031146570698701984,0.031845676150459794,0.948,0,0,1000
40,250,2500,0.99,0.8,0.14,-31.911355635972843,0.03138595874811489,0.03137260682612461,0.764,-1.831773741013755,0.031661624707347444,0.03174020475253678,0.953,0,0,1000
40,250,2500,0.99,0.8,0.15000000000000002,-29.614619206376368,0.0320741180724901,0.03087601264247917,0.714,0.4934518612293806,0.032217178026156736,0.0312174207439876,0.94,0,0,1000
40,250,2500,0.99,0.8,0.16,-29.106162852024987,0.029838298409592182,0.0306938178618706,0.713,1.0255408948988547,0.03057699667052437,0.03099767783759102,0.962,0,0,1000
40,250,2500,0.99,0.8,0.17,-30.502857925643127,0.03016670683360451,0.03066903717704278,0.651,-0.567154828822306,0.030562471940537926,0.030923379422150905,0.952,0,0,1000
40,250,2500,0.99,0.8,0.18000000000000002,-29.768691573454443,0.030084707887588723,0.03033277368742385,0.607,-0.0600531796428019,0.030342273587170863,0.030551935219056685,0.945,0,0,1000
40,250,2500,0.99,0.8,0.19,-30.642831191873118,0.03150010910151645,0.030449672164827944,0.532,-0.4596120860642679,0.03197604052374536,0.030598285477473383,0.939,0,0,1000
40,250,2500,0.99,0.8,0.2,-30.542524672967403,0.0305892763814473,0.03017923182970223,0.49,-0.7316113750891612,0.030609553431277022,0.030267616060941457,0.954,0,0,1000
40,250,2500,0.99,0.95,0.01,3.0590276620639374,0.010897590496291656,0.015241186786960145,0.956,25.07437743160661,0.01208131966271416,0.015757667441220667,0.948,0,0,1000
40,250,2500,0.99,0.95,0.02,-21.21894918520771,0.012592609815821467,0.015261652697932398,0.976,4.040703224603998,0.014193437027824739,0.015893471006324267,0.945,0,0,1000
40,250,2500,0.99,0.95,0.03,-27.457321984323837,0.013701846967617014,0.015269025689549494,0.991,1.5559958411113148,0.01517774038409322,0.016020144893309787,0.96,0,0,1000
40,250,2500,0.99,0.95,0.04,-29.67785885673574,0.014763549660712043,0.01529640712219914,0.927,-0.6259216749588715,0.01613185780456187,0.01614452499319926,0.955,0,0,1000
40,250,2500,0.99,0.95,0.05,-30.752349543494777,0.015761783938079508,0.015309380361194534,0.874,-0.44515185763517595,0.016836776069395078,0.016259922873616346,0.942,0,0,1000
40,250,2500,0.99,0.95,0.060000000000000005,-30.908711032591473,0.015188107716535533,0.015318941528314211,0.826,-1.179246389813593,0.01669193368182996,0.016356995611144804,0.948,0,0,1000
40,250,2500,0.99,0.95,0.06999999999999999,-31.02925896650038,0.01581712271494801,0.015305143789551357,0.742,-1.401684028803363,0.017068773336182366,0.016433747765625232,0.944,0,0,1000
40,250,2500,0.99,0.95,0.08,-30.16885509337646,0.014914184869086064,0.015238698042139278,0.698,-0.12252708727629458,0.01599219277350237,0.016467124053509922,0.949,0,0,1000
40,250,2500,0.99,0.95,0.09,-30.974578340592565,0.015606734499019196,0.015381963971825926,0.586,-1.0627371658528888,0.016976356121853976,0.016673325106212614,0.951,0,0,1000
40,250,2500,0.99,0.95,0.09999999999999999,-30.990255146157125,0.015240062968319734,0.01533274936806548,0.493,-1.5982728108695223,0.01622982475252252,0.016686567411418163,0.961,0,0,1000
40,250,2500,0.99,0.95,0.11,-30.516424036593897,0.015317327185374721,0.015270056329958011,0.39,-0.5909744459367412,0.01700991124386972,0.01671389721599239,0.948,0,0,1000
40,250,2500,0.99,0.95,0.12,-30.011172920148418,0.015113058389814735,0.015143034619561038,0.294,0.07014999866637034,0.016286688825963968,0.016662419703415324,0.951,0,0,1000
40,250,2500,0.99,0.95,0.13,-30.19541425555413,0.015123753966500791,0.015236814736141314,0.218,-0.16601982801885448,0.016769540082535762,0.016805800365189884,0.955,0,0,1000
40,250,2500,0.99,0.95,0.14,-29.619809249367766,0.015074383943278032,0.015143157334447323,0.165,0.23269979791440804,0.01676796567770221,0.01678494924449617,0.95,0,0,1000
40,250,2500,0.99,0.95,0.15000000000000002,-30.440460597396687,0.015170945646494566,0.01529921497733384,0.098,-0.2976471096006183,0.016555657737846396,0.01697215714002465,0.947,0,0,1000
40,250,2500,0.99,0.95,0.16,-29.819279893224554,0.015382972734779659,0.01521450531208576,0.073,0.13474079807836853,0.017064282520292327,0.016956367330454605,0.95,0,0,1000
40,250,2500,0.99,0.95,0.17,-29.807924577107563,0.01519540907636104,0.015150933701836327,0.034,-0.026185563851650474,0.01678309228640911,0.016923645701897704,0.959,0,0,1000
40,250,2500,0.99,0.95,0.18000000000000002,-30.06474972772325,0.015283000571927555,0.015240627447144479,0.027,0.14276972045814004,0.017113125122809776,0.01706821896711053,0.948,0,0,1000
40,250,2500,0.99,0.95,0.19,-29.55501808421227,0.01456294521996533,0.015107229440454261,0.009,0.5051228160511021,0.01642417202447837,0.016972961527321518,0.951,0,0,1000
40,250,2500,0.99,0.95,0.2,-30.319744149447686,0.015231960379075428,0.01530026210587084,0.007,-0.18704266302616013,0.017173983926526647,0.017173385478500187,0.961,0,0,1000
40,250,2500,0.99,0.99,0.01,-24.382942520407084,0.005806524007914482,0.006678318798811172,0.926,1.7317485849577263,0.006717120458994144,0.00724345931114332,0.913,0,0,1000
40,250,2500,0.99,0.99,0.02,-29.65517903644026,0.006674245765531806,0.006840693713870715,0.964,0.05389489043897133,0.007609421644559978,0.0077307773472932466,0.945,0,0,1000
40,250,2500,0.99,0.99,0.03,-29.83250885579429,0.007177177338407628,0.00699828768490598,0.848,0.9519563643501049,0.008229163907019341,0.008183475196698915,0.945,0,0,1000
40,250,2500,0.99,0.99,0.04,-30.41474866649324,0.007298311048192781,0.007160780144192449,0.659,-0.2734164337150728,0.00855931818159176,0.008577222509476257,0.945,0,0,1000
40,250,2500,0.99,0.99,0.05,-30.774009275260344,0.007583698321998316,0.00748558210420717,0.439,-0.5157148950525187,0.00902879562315812,0.009094654644542299,0.954,0,0,1000
40,250,2500,0.99,0.99,0.060000000000000005,-30.693583278186367,0.007559220622339616,0.0075229596820555805,0.259,-0.3636649978088745,0.009361203638089321,0.00934858582941789,0.95,0,0,1000
40,250,2500,0.99,0.99,0.06999999999999999,-30.683940497302785,0.00813613879066764,0.007717976506076744,0.165,-0.8223969987924169,0.009814677805420715,0.00971809190579458,0.951,0,0,1000
40,250,2500,0.99,0.99,0.08,-30.388318987978362,0.007784818087916796,0.007895583007073154,0.068,-0.6031273626762486,0.009836795526040979,0.010040545600727065,0.955,0,0,1000
40,250,2500,0.99,0.99,0.09,-29.995011369011987,0.00837847338022957,0.00800879026133509,0.05,0.008713085766375183,0.010770795308037462,0.010322745446626801,0.942,0,0,1000
40,250,2500,0.99,0.99,0.09999999999999999,-29.693023158065216,0.008161321708824144,0.008079422519031819,0.022,0.43946713224761463,0.010683094443654484,0.01054873584267574,0.954,0,0,1000
40,250,2500,0.99,0.99,0.11,-29.610670425092955,0.008801182503252744,0.008176975916758701,0.016,0.31482108079987486,0.011188559875693232,0.01077658126424322,0.939,0,0,1000
40,250,2500,0.99,0.99,0.12,-29.969001631019086,0.008450524749587941,0.008364641656591747,0.001,0.045407916533478365,0.011312250818825753,0.011057881123463825,0.949,0,0,1000
40,250,2500,0.99,0.99,0.13,-29.909392773756164,0.008543365806223273,0.008429543733153848,0.003,-0.0655855276215068,0.011412841859763219,0.01124357411446361,0.948,0,0,1000
40,250,2500,0.99,0.99,0.14,-29.65915256619023,0.00887712313486449,0.0086712737992629,0.001,0.5794762962641713,0.011352368798004706,0.011555546599102141,0.965,0,0,1000
40,250,2500,0.99,0.99,0.15000000000000002,-29.979000245021684,0.008956603917172502,0.008730716888235656,0.002,0.1180800583665542,0.011721073480062086,0.011712622958440009,0.957,0,0,1000
40,250,2500,0.99,0.99,0.16,-30.002245677927185,0.00925519963265498,0.008941072175888179,0,0.2223800938969643,0.012354559438190365,0.012000391548104054,0.934,0,0,1000
40,250,2500,0.99,0.99,0.17,-29.835013630356247,0.009120517988757883,0.008956161537494784,0,0.24545849887412077,0.01241632206651743,0.012107773358720072,0.958,0,0,1000
40,250,2500,0.99,0.99,0.18000000000000002,-30.178292615461235,0.009351458579499086,0.009097159163811217,0,-0.042515235598835875,0.012212761519942177,0.012263273067203586,0.954,0,0,1000
40,250,2500,0.99,0.99,0.19,-29.804261677413873,0.009295481953177502,0.009301613849032705,0,0.28284821465097465,0.012482425948563454,0.012544051913196356,0.941,0,0,1000
40,250,2500,0.99,0.99,0.2,-29.95504311907873,0.009344876335234321,0.00933761580515022,0,0.03977224964345216,0.012591737224035603,0.012630952609683985,0.955,0,0,1000
250,250,2500,0.8,0.8,0.01,93.3050287131233,0.02463982008998712,0.04449158920535749,0.976,120.32695595532687,0.026725979963012403,0.04555674381681505,0.964,0,0,1000
250,250,2500,0.8,0.8,0.02,28.087445240398324,0.029464847800583,0.043807987314610136,0.962,49.86704689717705,0.03178143311687493,0.044825046640394536,0.954,0,0,1000
250,250,2500,0.8,0.8,0.03,-4.154857547528229,0.02918539698198205,0.04364272542319657,0.98,18.9876273401908,0.03257261847667477,0.044612672765424785,0.965,0,0,1000
250,250,2500,0.8,0.8,0.04,-16.34612954351739,0.03242323150080517,0.04370112971609175,0.983,6.671312904379891,0.03585521310358873,0.04462409171746682,0.964,0,0,1000
250,250,2500,0.8,0.8,0.05,-24.15279018624841,0.03406036868224158,0.043602093927230724,0.981,0.4981070785616132,0.037737588042711837,0.04446659030406246,0.958,0,0,1000
250,250,2500,0.8,0.8,0.060000000000000005,-25.649164768108538,0.035034698643985326,0.043091701751170615,0.984,0.7336389333923234,0.03825574985009817,0.043921511308770776,0.958,0,0,1000
250,250,2500,0.8,0.8,0.06999999999999999,-28.07846511824786,0.03685755301494741,0.04299158025335806,0.984,-0.17280206417524419,0.04056131559508101,0.043757936093172634,0.964,0,0,1000
250,250,2500,0.8,0.8,0.08,-28.67831048509964,0.03769529125408291,0.04265510871367808,0.99,-1.0140836646697557,0.04098343325528216,0.0433972357387027,0.962,0,0,1000
250,250,2500,0.8,0.8,0.09,-30.093260186577535,0.039903224057324466,0.04240344177787269,0.99,-1.9393479017583581,0.04267483070826361,0.043105301889790025,0.953,0,0,1000
250,250,2500,0.8,0.8,0.09999999999999999,-30.906521712359304,0.03911276343595837,0.04235804576288343,0.97,-1.5417421016309247,0.042196276553773934,0.04300577414848905,0.962,0,0,1000
250,250,2500,0.8,0.8,0.11,-28.612102974593633,0.03974358374935698,0.04173001107212048,0.921,1.0273764675227341,0.04145167432280829,0.04234608938506211,0.962,0,0,1000
250,250,2500,0.8,0.8,0.12,-30.732371418309516,0.040908846576098785,0.0418431595738647,0.901,-1.1656445391346772,0.04266483010619702,0.04240980669234415,0.958,0,0,1000
250,250,2500,0.8,0.8,0.13,-30.08569493716854,0.04047802507922142,0.04140125942661154,0.9,-0.24831673051262956,0.04150894878417969,0.04193440925366027,0.951,0,0,1000
250,250,2500,0.8,0.8,0.14,-28.92140154342169,0.04102545131884342,0.041139210640949386,0.88,0.7722047289180196,0.04246218478201312,0.0416661040936532,0.935,0,0,1000
250,250,2500,0.8,0.8,0.15000000000000002,-29.80164292068075,0.04097049606350427,0.040960256496146395,0.852,-0.04679298241685077,0.04171343740586648,0.04145379269682096,0.945,0,0,1000
250,250,2500,0.8,0.8,0.16,-30.538979573549796,0.039853125047253087,0.040620972574422376,0.829,-1.0059925050701426,0.03992887977334015,0.04107973730483143,0.957,0,0,1000
250,250,2500,0.8,0.8,0.17,-29.15127323981826,0.04070735909533732,0.04037034163142331,0.814,0.7193772742193218,0.04127562800181081,0.04081745593432767,0.957,0,0,1000
250,250,2500,0.8,0.8,0.18000000000000002,-30.239579380145408,0.039679287717510336,0.04043300334106297,0.786,-0.006571468816268182,0.040417471559360284,0.04081971312373974,0.948,0,0,1000
250,250,2500,0.8,0.8,0.19,-30.694021293671838,0.0394014338486079,0.04029758745825085,0.744,-0.5281316455647906,0.03994827881366233,0.04065115366884233,0.956,0,0,1000
250,250,2500,0.8,0.8,0.2,-30.883838664911107,0.04047171909952717,0.04000719926236968,0.704,-0.7638736074485897,0.040419953967712585,0.040332236477437076,0.951,0,0,1000
250,250,2500,0.8,0.95,0.01,14.2373123835534,0.012863058434651879,0.01914758365956747,0.972,35.74417550870849,0.014108414850088506,0.01975707890090327,0.959,0,0,1000
250,250,2500,0.8,0.95,0.02,-16.459741396906647,0.014798795605958485,0.01901406860193679,0.971,8.407422479382449,0.0165520738714546,0.019734406755790846,0.953,0,0,1000
250,250,2500,0.8,0.95,0.03,-25.66929827282303,0.016554607977047393,0.019027276662019647,0.975,1.8507037550091177,0.018574422578970438,0.01986709757339211,0.945,0,0,1000
250,250,2500,0.8,0.95,0.04,-28.563442749780975,0.017909759760099977,0.019122230134592664,0.986,0.7236777411595215,0.019677759617901833,0.02007611700886564,0.948,0,0,1000
250,250,2500,0.8,0.95,0.05,-29.29261437213601,0.017991727243680724,0.019062462544344547,0.942,0.06426384895370785,0.019374665803815142,0.020113504094939793,0.958,0,0,1000
250,250,2500,0.8,0.95,0.060000000000000005,-30.129698417896073,0.019273239215683045,0.01912144201235225,0.887,-0.558817944189445,0.02079066518815652,0.02027650808870939,0.937,0,0,1000
250,250,2500,0.8,0.95,0.06999999999999999,-30.041008216031695,0.01939418579656649,0.01908539477755578,0.861,-0.6530196964493752,0.020545538323685806,0.02033886420302341,0.944,0,0,1000
250,250,2500,0.8,0.95,0.08,-29.819000981066807,0.018713988592435005,0.018991796739280704,0.822,0.49068275130213085,0.02016733828608072,0.020371006186833004,0.955,0,0,1000
250,250,2500,0.8,0.95,0.09,-30.712762404972374,0.01901444580980104,0.019114984956539204,0.766,-0.43563937240924855,0.020843877923355677,0.0205801834925217,0.947,0,0,1000
