n_1,n_2,n_3,sigma_e,sigma_p,prev,sigma_e_hat,sigma_p_hat,rho_hat,ESE_hat_pi_RG,ASE_hat_pi_RG,coverage_pi_RG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,coverage_pi_SRG,ESE_hat_pi_SRGM,ASE_hat_pi_SRGM,coverage_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM
40,250,2500,0.8,0.8,0.009912299793487728,0.7995,0.799268,0.2043028,0.026583129502044046,0.045350589820329475,0.958,0.028227398939562102,0.04651170269274831,0.955,0.02841283658252527,0.0461617042173566,0.952,0,0,0,882,104.88713922266956,122.84028218595796,126.57230077156585
40,250,2500,0.8,0.8,0.020076306911179623,0.797525,0.801408,0.2078396,0.029174922263126995,0.04476047880602545,0.961,0.03227194387585226,0.04593728066134814,0.962,0.03218575031765589,0.04554843230312682,0.956,0,0,0,896,29.030064156739304,53.50167449569139,55.13960347180338
40,250,2500,0.8,0.8,0.030014421461553767,0.802325,0.800524,0.21210880000000001,0.030783637052083198,0.044307234601337196,0.957,0.03435860450768753,0.04544657775354412,0.946,0.03440940163504936,0.045042762508782364,0.95,0,0,0,886,-2.6227389886654593,23.63775985615532,26.338180629383583
40,250,2500,0.8,0.8,0.03984382321137399,0.796175,0.801216,0.2169132,0.033723183601615206,0.04437874860429199,0.961,0.03794961068486554,0.04552695589841179,0.949,0.038206580398365206,0.0451249908741925,0.946,0,0,0,897,-9.242228640608424,18.245169476164687,22.245640747871818
40,250,2500,0.8,0.8,0.04999999597153313,0.802875,0.799292,0.2204812,0.03436175192949789,0.04406630238536016,0.96,0.038269309918452385,0.04516142529644854,0.956,0.03843607835463235,0.04474866552072784,0.952,0,0,0,893,-25.451687384785753,1.1055512553409332,5.78143167329732
40,250,2500,0.8,0.8,0.05995028303745747,0.797775,0.800056,0.2247792,0.03595744556866607,0.0441637534783834,0.953,0.04059347846174926,0.04531296710605919,0.951,0.04062160492512332,0.044885419623459606,0.944,0,0,0,904,-25.227933150284123,3.519768699874542,6.924629148241465
40,250,2500,0.8,0.8,0.07004357654639723,0.801775,0.8016920000000001,0.22873280000000001,0.03948952157813818,0.04340934694518216,0.941,0.044080069521179675,0.04462212182095785,0.935,0.04368547239890189,0.04418238548367005,0.936,0,0,0,900,-24.783604038098662,4.391795879364949,7.950701120636766
40,250,2500,0.8,0.8,0.07985389946003679,0.799675,0.7993560000000001,0.2328868,0.03796248246364582,0.04385314969882453,0.941,0.0418414977626732,0.045054505002169856,0.963,0.04124211432650364,0.04461215420639599,0.958,0,0,0,881,-30.4199653156002,-0.9898331825405833,2.224955136619846
40,250,2500,0.8,0.8,0.09005769599673488,0.801575,0.7995720000000001,0.2373792,0.04012715541446389,0.043574226861948166,0.925,0.04348067796502597,0.04481458426448467,0.962,0.043222548494598334,0.04439230493848598,0.962,0,0,0,881,-30.850311275148194,-1.5408547213025428,2.0254060868428363
40,250,2500,0.8,0.8,0.10092145976379437,0.8029,0.7997960000000001,0.2418532,0.04084418310127571,0.04327019709722882,0.918,0.044770659849202823,0.044628554563239234,0.951,0.04457645745104299,0.044186238509676734,0.949,0,0,0,891,-30.956022480466835,-1.6111294494079627,1.417266608275047
