n_1,n_2,n_3,sigma_e,sigma_p,prev,sigma_e_hat,sigma_p_hat,rho_hat,ESE_hat_pi_RG,ASE_hat_pi_RG,MSE_hat_pi_RG,coverage_pi_RG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,MSE_hat_pi_SRG,coverage_pi_SRG,ESE_hat_pi_SRGM,ASE_hat_pi_SRGM,MSE_hat_pi_SRGM,coverage_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM
40,250,2500,0.8,0.8,0.12912600618985903,0.8013,0.80108,0.2153108,0.033309377775849934,0.04407894588062872,0.010182035867211163,0.326,0.07068564858396952,0.04811025168494104,0.0055286781012607,0.76,0.08316541155928456,0.08464604060121375,0.0069478819442160234,0.936,0,0,0,0,-73.76949862654547,-17.94980766478645,4.793557537088478
40,250,2500,0.8,0.8,0.13474684447183186,0.800525,0.798716,0.2162764,0.03229215389954055,0.04459278561432312,0.011526146704778533,0.252,0.07186931651193755,0.048486578451922814,0.005967951734563545,0.742,0.08506497095255496,0.08513833660198478,0.007229589567963724,0.933,0,0,0,0,-75.9894528507052,-21.094299748060767,0.6538915487969729
40,250,2500,0.8,0.8,0.14052685408481994,0.8016,0.800228,0.2170128,0.03310590893779481,0.044172989199272907,0.012315824567389963,0.209,0.07265888599984961,0.048303801541722556,0.005953569718192621,0.744,0.08431042506980968,0.08547977022955311,0.00713469463078771,0.943,0,0,0,0,-75.37978539407968,-18.55011868110641,4.122113682148118
40,250,2500,0.8,0.8,0.14546421401788784,0.7977,0.799096,0.218024,0.033286032696864414,0.04462635336117171,0.013411195286918075,0.188,0.07024216883751494,0.04862961976199439,0.00563562020474263,0.776,0.08360671274190247,0.08662729158815037,0.006999020943524339,0.943,0,0,0,0,-76.25583039583077,-18.273770137784936,2.7436757244658767
40,250,2500,0.8,0.8,0.150510325950168,0.803225,0.799064,0.2184524,0.03170532210225378,0.044196186809668546,0.01453961001443762,0.137,0.07231814460241674,0.048287382293672125,0.006143143558268219,0.744,0.08371054663951072,0.08606133760364101,0.007015525261630384,0.951,0,0,0,0,-77.29814203570758,-20.135559111358962,2.579838922235437
40,250,2500,0.8,0.8,0.1551439315779201,0.8014,0.7989120000000001,0.219812,0.03453499784965284,0.044301926459154053,0.015152017689364328,0.151,0.07460914282665884,0.048563857143792445,0.006420594067067524,0.74,0.08439743836413814,0.08616977834094738,0.0071323651042457204,0.946,0,0,0,0,-76.1581493835799,-18.89829417098441,2.6230163888494986
40,250,2500,0.8,0.8,0.1598638820758799,0.80005,0.800616,0.2205572,0.03450797995091428,0.04402902469468738,0.015626381758870544,0.142,0.07289314180725445,0.048394826717435176,0.006126592488776611,0.75,0.08325382388290005,0.08628369442643063,0.0069395897712734595,0.952,0,0,0,0,-75.15964013555634,-17.896078097729877,2.4485233316931976
40,250,2500,0.8,0.8,0.16499256256825642,0.7991,0.79996,0.2218168,0.03490404595295021,0.044245163054540564,0.016585705189079328,0.11,0.07474329682620759,0.04880063224109768,0.00657345639409074,0.751,0.0866905128454278,0.08670817221941317,0.007523744095711118,0.938,0,0,0,0,-75.13689164653651,-19.094006608679663,2.4254366092896538
40,250,2500,0.8,0.8,0.16999748307062407,0.7981,0.800452,0.22195,0.03515911484833618,0.04411823201455493,0.017686787721975485,0.099,0.07800010639687553,0.04867222745231532,0.007137369757299009,0.717,0.09074887142336253,0.08668864647451502,0.008234122579905589,0.933,0,0,0,0,-75.45100313064725,-19.14675203146151,1.5563776866854062
40,250,2500,0.8,0.8,0.17508916245620784,0.801575,0.799288,0.2228464,0.03437213519144414,0.04407438569405195,0.0191528835613965,0.075,0.0737651788537165,0.04862885904525768,0.00663377716392103,0.745,0.08563293519891113,0.08677964962069805,0.007345506514730627,0.951,0,0,0,0,-76.56784900450438,-19.76760582205968,2.543962655905075
40,250,2500,0.8,0.8,0.18015282017175885,0.801775,0.798428,0.2240032,0.03628416895643983,0.04419583024413431,0.020525814118796188,0.072,0.07381103505364657,0.0486773942426159,0.007108130398745783,0.719,0.0855845719741792,0.08676748349259081,0.007327344573217017,0.944,0,0,0,0,-76.93594341118474,-22.653353463340583,-1.7509660457827165
40,250,2500,0.8,0.8,0.18506658302447587,0.80075,0.798956,0.2253572,0.03607367605495668,0.04414076361902616,0.021045656295640657,0.053,0.07669980111420953,0.04881691979825387,0.007013661598261332,0.718,0.0878776552022782,0.08736834905094598,0.007751859006097677,0.946,0,0,0,0,-75.92900056918018,-18.217637315057814,3.291200136881073
40,250,2500,0.8,0.8,0.1899357904885576,0.80095,0.798164,0.2264836,0.037621211353360294,0.04425027347795271,0.02249766762396629,0.051,0.07734371638760677,0.04889019215158152,0.007424931506803753,0.714,0.08818302065433369,0.08742690949631444,0.007773725403805481,0.941,0,0,0,0,-76.44813376690786,-20.040422175727354,1.2070971844243554
40,250,2500,0.8,0.8,0.19522789074533095,0.798675,0.8004640000000001,0.227778,0.03880843263967606,0.0438168315674189,0.022603287199936203,0.054,0.0781626849547249,0.04883531106194559,0.00729680251280789,0.713,0.08912960528329789,0.08713364997589365,0.007951855824499232,0.944,0,0,0,0,-74.40223376804981,-17.695814216219325,2.0304525687624855
40,250,2500,0.8,0.8,0.19975617391169184,0.7962,0.799312,0.2283816,0.037804918161885824,0.04441945870389017,0.024080678608404106,0.033,0.07677717953702191,0.04936358741170449,0.007381264365646582,0.72,0.08792279452505633,0.08854786371732859,0.007743386932904821,0.943,0,0,0,0,-75.34625210185848,-19.33952809127398,2.277614814048397
40,250,2500,0.8,0.95,0.00504188298504486,0.800375,0.9506319999999999,0.0509172,0.010995733457254115,0.019275351503325783,1.3372224061812532e-4,0.956,0.020008803906463927,0.02096952523720866,4.746633870266503e-4,0.837,0.02253552355408592,0.032107442809881676,6.313670804980841e-4,0.899,0,0,0,0,71.33848814803731,171.4355881926636,220.88287461065758
40,250,2500,0.8,0.95,0.01001816158507312,0.79815,0.950148,0.0511708,0.010960412627157929,0.019453824496764496,1.2293461070906323e-4,0.964,0.023006146632492615,0.021344037182756778,5.710886111849196e-4,0.817,0.02758910432551732,0.034664492253918155,8.611952780664047e-4,0.88,0,0,0,0,-17.068989472881274,64.94748220985707,100.21607897805708
40,250,2500,0.8,0.95,0.01548119387380437,0.79955,0.9499679999999999,0.0517056,0.01121175451408942,0.01944522617457579,1.7241224975548822e-4,0.934,0.02390969368031435,0.021596205622314266,5.828268671826968e-4,0.815,0.028968886576449276,0.03594975295937633,9.094897850187737e-4,0.876,0,0,0,0,-44.205729222005345,22.11839552283848,54.479092862749965
40,250,2500,0.8,0.95,0.02003047906963898,0.7991,0.950332,0.0524108,0.011750338639963852,0.019377885098839014,2.492513882325306e-4,0.924,0.026389010143471565,0.021856343516089706,6.999592526810114e-4,0.782,0.03133819104914566,0.03765090282371665,0.001045736741174767,0.873,0,0,0,0,-52.67363776124466,10.323242885979408,40.13727950133064
40,250,2500,0.8,0.95,0.02606877557784691,0.80225,0.950108,0.053108,0.012089114489520202,0.019344084115829968,4.0332829300463997e-4,0.862,0.027099713700802143,0.0218015279158051,7.341613295529185e-4,0.767,0.0325769128445376,0.0382446717642726,0.001082708476230204,0.873,0,0,0,0,-61.53506709914848,-2.7158314979782747,18.201632301428923
40,250,2500,0.8,0.95,0.02996476845452988,0.804,0.9499759999999999,0.0534652,0.011852101962446874,0.019320044388871513,5.400824578942092e-4,0.815,0.028595948374975814,0.021918154485791846,8.24612441118019e-4,0.762,0.0341782098310951,0.03937302054648543,0.00118641186290177,0.866,0,0,0,0,-66.72424080433257,-9.261646024419075,14.710428179671904
40,250,2500,0.8,0.95,0.03502411440330111,0.802925,0.9500799999999999,0.0541228,0.012401278322678485,0.019311870542050125,7.42870776977693e-4,0.709,0.03048634054632882,0.022247448635279318,9.37983257897464e-4,0.743,0.03805468059986924,0.041285551138006936,0.001491809584221003,0.876,0,0,0,0,-69.30687513093021,-8.798257568487395,19.174163446137726
40,250,2500,0.8,0.95,0.04084732881479568,0.800425,0.9491959999999999,0.054896,0.01216861373945938,0.01958257186774263,0.0010642725529184979,0.581,0.03399080692248573,0.022668168174312348,0.0011782082589095915,0.727,0.04234878175473569,0.0432200043460339,0.0018233517684005847,0.89,0,0,0,0,-74.10814740851758,-11.990560969814275,13.789328562210345
40,250,2500,0.8,0.95,0.04506256806371308,0.8044,0.94996,0.0554932,0.012679256316063628,0.019275977175975456,0.0012651646169737109,0.504,0.03344818539606957,0.02244511902160526,0.00117287798261073,0.708,0.03957746412935291,0.0429772707050801,0.001573044579077157,0.9,0,0,0,0,-73.75289624976945,-16.489792309693502,6.368299110284512
40,250,2500,0.8,0.95,0.05009422135714624,0.80125,0.950152,0.0565392,0.013590004048265164,0.019344555674179673,0.0015786803058334118,0.398,0.03583788609682486,0.022770937474443975,0.0013342429172638664,0.7,0.0421339971591101,0.04436176674728409,0.0017957748558784375,0.917,0,0,0,0,-74.53689422222355,-14.280178002306227,9.42182427276471
40,250,2500,0.8,0.95,0.05560725427592952,0.798475,0.949832,0.056928,0.013474043364656026,0.01949794236689629,0.0019966003508432844,0.291,0.0397621297032267,0.02311555751392084,0.0016611332102052197,0.653,0.04664169490266389,0.045368150547955045,0.0021807820619308047,0.9,0,0,0,0,-76.61867279550982,-16.253457597094275,4.9281386121922655
40,250,2500,0.8,0.95,0.06007565651491278,0.798275,0.949916,0.0575572,0.014196514012368395,0.019452760841521883,0.002345820489917141,0.226,0.038696558721436604,0.023223375142125496,0.0015960785509862908,0.689,0.04665350536760885,0.04648581545802146,0.0021884237523855823,0.912,0,0,0,0,-77.08370451537273,-16.658349772197383,6.23951819731458
40,250,2500,0.8,0.95,0.06429842960283062,0.79985,0.94944,0.0582208,0.014002824952125577,0.019510458321948934,0.0027314050739716063,0.147,0.03990539578605387,0.023529175268538503,0.0017096532444284237,0.686,0.047331759509701435,0.04746599712187766,0.002255678494706751,0.916,0,0,0,0,-78.3129041335313,-16.951850953586938,6.528954528226817
40,250,2500,0.8,0.95,0.06992151963279372,0.7977,0.950612,0.0592292,0.014418420259018256,0.019354932406292148,0.0031000958006698657,0.093,0.04206771668876618,0.023536397469015674,0.0019254670665793249,0.631,0.050438857649935734,0.04786593834953837,0.002551351700504795,0.883,0,0,0,0,-76.91645903433148,-17.951057451993375,4.481132434820663
40,250,2500,0.8,0.95,0.07501232571151686,0.79815,0.95038,0.0597672,0.0146875926472754,0.019374714151928832,0.003664252314440628,0.057,0.042530008270787886,0.023694357666338376,0.001978718290914462,0.637,0.05083496648242877,0.04971101828876537,0.002606871819535401,0.929,0,0,0,0,-78.28846248734806,-17.469671966060087,6.700433791377155
40,250,2500,0.8,0.95,0.08039777467777835,0.800475,0.9504279999999999,0.0606252,0.015178469474837121,0.01929958734088853,0.004221043192941194,0.03,0.04290820542740288,0.023756263741647295,0.0020934447135071282,0.637,0.05056793553071887,0.04993249352476059,0.0025600851366238742,0.922,0,0,0,0,-78.57614576575192,-19.82985772628272,2.9239319627141804
40,250,2500,0.8,0.95,0.08574217733555282,0.80105,0.950228,0.0613484,0.015383677852698079,0.01933630293420843,0.004868263313991809,0.014,0.043013026827575886,0.023794523818533586,0.0021898139809727007,0.645,0.05243337354205005,0.05027528530545651,0.002747333227030305,0.911,0,0,0,0,-79.37475183350031,-21.554034998724806,1.0585780739602693
40,250,2500,0.8,0.95,0.09208103384099876,0.800375,0.9496439999999999,0.0623272,0.016041689081255493,0.01947397854246886,0.0056934824570918936,0.008,0.044560272383988686,0.024314172292302372,0.0023486211347957284,0.633,0.05366140153172046,0.05191200017177941,0.00287876039436684,0.909,0,0,0,0,-80.07292166671873,-20.747684178205564,1.5714858737264188
40,250,2500,0.8,0.95,0.09575424482068376,0.797875,0.949628,0.0630116,0.01571917344232162,0.019528595668195387,0.006119228714883847,0.005,0.04614603615124964,0.024727952777136297,0.002415299283258546,0.631,0.055909663270158554,0.052994435999628546,0.0031469812950904214,0.914,0,0,0,0,-80.02932712606335,-17.722180754076636,5.1392505504081205
40,250,2500,0.8,0.95,0.09953694033611322,0.799975,0.9495359999999999,0.0637556,0.015955630256243664,0.01949751635430503,0.006662267834884327,0.001,0.045508641538220304,0.024432406005500788,0.0025978466257654403,0.613,0.05378233481030085,0.05279982323869341,0.0028921491986072657,0.912,0,0,0,0,-80.4220132722207,-23.104404589017665,-1.5891934493178574
40,250,2500,0.8,0.95,0.10422175634263674,0.8019,0.9503119999999999,0.0644812,0.01669799836143105,0.019294901085465884,0.007143043464751784,0.003,0.04512805655059958,0.02462302404682368,0.002599995759331577,0.61,0.053264788648191834,0.05300669402625942,0.002834850913614007,0.933,0,0,0,0,-79.49613966556272,-22.816781798581093,0.7117996635613925
40,250,2500,0.8,0.95,0.10906635020616497,0.80225,0.9492999999999999,0.065418,0.0159937415893848,0.01951648751566744,0.007956247400522578,0.001,0.0474668187604972,0.024875808566059646,0.0027416721970066026,0.602,0.05596954550281838,0.05424080749525555,0.003132644141700784,0.912,0,0,0,0,-80.45896079077434,-20.31295855619744,1.636742466136814
40,250,2500,0.8,0.95,0.11322608666585408,0.799225,0.950056,0.0663008,0.017125536026345044,0.019426150790738915,0.008385928352127666,0,0.04781386291354929,0.02509682288532775,0.0027513751103370753,0.61,0.05636952536584251,0.055062932451361915,0.0031936347907449017,0.916,0,0,0,0,-79.45232306968352,-19.095997725086455,3.8788903716170893
40,250,2500,0.8,0.95,0.1174975152584889,0.797575,0.95014,0.0666588,0.01703083107923067,0.019461951329133562,0.009059461530566661,0,0.04764376174260085,0.025429146117620195,0.002818358389802588,0.619,0.055783097584692826,0.05537049575220506,0.003114522039499443,0.935,0,0,0,0,-79.70099525706144,-19.97234079482564,2.063731696375624
40,250,2500,0.8,0.95,0.12366526732079999,0.799375,0.950164,0.0678708,0.01725604593192761,0.019418498479379445,0.010005028563590796,0.001,0.04704178131116279,0.025426995436354956,0.0028924734927033577,0.613,0.056058284278725244,0.0559079539043926,0.0031431974445711953,0.922,0,0,0,0,-79.67227053483906,-21.11383563976328,1.5781304377438485
40,250,2500,0.8,0.95,0.12912600618985903,0.800875,0.9498559999999999,0.0690724,0.017055449092249216,0.019454189607440425,0.010912853295715674,0,0.049435139751311565,0.025768516140993066,0.0031683842522562283,0.602,0.0582549358763765,0.0565948144401176,0.0033962169997622587,0.92,0,0,0,0,-79.81686392410636,-20.881034270033396,1.8927165037751015
40,250,2500,0.8,0.95,0.13474684447183186,0.80035,0.9500839999999999,0.0701876,0.01786223651002976,0.019442178703546562,0.011762476451197695,0,0.05019406062942671,0.0259371952641542,0.003224120611608597,0.597,0.059569537279193625,0.05696357738938177,0.0035545252637330066,0.928,0,0,0,0,-79.38991042234136,-19.73564826483579,2.292699355144456
40,250,2500,0.8,0.95,0.14052685408481994,0.796175,0.9504079999999999,0.0712084,0.01765317997583826,0.019491370454642422,0.01260705832826366,0,0.0508998503578228,0.026002425574283,0.003251216597742487,0.596,0.06105854040088307,0.0580655834720708,0.0037429267017014666,0.924,0,0,0,0,-78.9074351055123,-18.323210694114756,3.0615257463007386
40,250,2500,0.8,0.95,0.14546421401788784,0.79885,0.950232,0.0727596,0.018251814788058155,0.01947356844016315,0.0133815272303196,0,0.04937395725580784,0.026216242808580606,0.003321084483308979,0.58,0.05826367396034471,0.05818747761377685,0.003391707178911067,0.93,0,0,0,0,-78.52862345448142,-20.459529597821554,0.45917175062248855
40,250,2500,0.8,0.95,0.150510325950168,0.8003,0.9494199999999999,0.0731184,0.018472116227454184,0.019588613192390535,0.014681567024511793,0,0.05142446892625357,0.026341243450671785,0.0036854081217567443,0.567,0.06036481713001959,0.05876268112135924,0.003640394687374314,0.934,0,0,0,0,-79.5643858808601,-21.463268996320625,-0.23719524365728653
40,250,2500,0.8,0.95,0.1551439315779201,0.7996,0.949128,0.0745208,0.019215389695339574,0.019685746646175,0.01550245498784697,0,0.05232285704381091,0.026603187021479614,0.0037182169015451605,0.566,0.06189481953497934,0.0595471773230895,0.0038339271940401433,0.93,0,0,0,0,-79.29325248912494,-20.211675231634576,1.6795130489948416
40,250,2500,0.8,0.95,0.1598638820758799,0.799925,0.950396,0.0757504,0.017706309356657828,0.019443241159687413,0.015894812150379498,0,0.05089021534729808,0.0266690777434478,0.003484976500369676,0.61,0.06115218255895871,0.05974272511134538,0.0037598338896022636,0.93,0,0,0,0,-78.08288327719978,-18.742516735829625,3.063450597280713
40,250,2500,0.8,0.95,0.16499256256825642,0.80145,0.949724,0.0764948,0.019301039911113215,0.019545525290582497,0.01719613652859807,0,0.05312807700691914,0.027017719224144355,0.0038858047695235565,0.571,0.06234587842112131,0.05966852142831249,0.0038845766038477073,0.923,0,0,0,0,-78.61401729061551,-19.78888489627658,0.7310978915321952
40,250,2500,0.8,0.95,0.16999748307062407,0.799475,0.950176,0.0779488,0.01941773382680504,0.019526850059803123,0.017858081665422937,0,0.05486639076898583,0.02707582645053546,0.00411431750361776,0.563,0.06358440118271615,0.060586519218809254,0.004040645168789564,0.917,0,0,0,0,-77.7760247596418,-19.571886559220324,0.7696945414621402
40,250,2500,0.8,0.95,0.17508916245620784,0.797925,0.949584,0.0792416,0.01894819701999173,0.01969156975287074,0.018952312396698378,0,0.05325630450856627,0.027413395057285603,0.0039003353362602315,0.572,0.06346295822589901,0.06139357424001794,0.004035798432018598,0.931,0,0,0,0,-77.87945645929116,-18.655643971951477,2.0013391152551767
40,250,2500,0.8,0.95,0.18015282017175885,0.795175,0.9494279999999999,0.080124,0.02043685704361511,0.01982234776487129,0.020050969023360232,0,0.05469080430159417,0.02771836386038309,0.0043217842565574085,0.547,0.06404718022958734,0.061447267138272026,0.00409810908893925,0.932,0,0,0,0,-77.77862276145424,-20.27153279701076,-0.2287559351353423
40,250,2500,0.8,0.95,0.18506658302447587,0.799925,0.950328,0.0817968,0.01893704387785379,0.019528554115370425,0.020570294958772398,0,0.05375908633651488,0.02757679393945819,0.004122314869742624,0.566,0.06326900396663614,0.061449226475463345,0.004008841304757842,0.933,0,0,0,0,-76.82049281722391,-18.990420349305527,1.698218256385064
40,250,2500,0.8,0.95,0.1899357904885576,0.7972,0.949728,0.0824252,0.020217392433961243,0.01974179035628405,0.021925457510061617,0,0.05529550434332937,0.0280173887018512,0.004400966137297511,0.57,0.06650061935186469,0.06220294340647156,0.004423552309383528,0.914,0,0,0,0,-77.22986854816884,-19.31902618580342,1.2506046249709886
40,250,2500,0.8,0.95,0.19522789074533095,0.799925,0.95036,0.0843816,0.019656670144032967,0.019590473860552217,0.022486174283306307,0,0.0552230846430938,0.028132947081750206,0.004395294388370681,0.566,0.0642614393659864,0.062297417054872885,0.0041351079841776784,0.929,0,0,0,0,-76.14756211944882,-18.811553219881944,1.5957111615220247
