n_1,n_2,n_3,sigma_e,sigma_p,prev,sigma_e_hat,sigma_p_hat,rho_hat,ESE_hat_pi_RG,ASE_hat_pi_RG,covers_pi_RG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,covers_pi_SRG,ESE_hat_pi_SRG_restriction,ASE_hat_pi_SRG_restriction,covers_pi_SRG_restriction,ESE_hat_pi_SRGM,ASE_hat_pi_SRGM,covers_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,hat_pi_RG,hat_pi_SRG,hat_pi_SRG_restriction,hat_pi_SRGM
40,250,2500,0.99,0.8,0.009912299793487728,0.989825,0.8014640000000001,0.204898,0.02065562563167731,0.03335142624911504,0.969,0.022077979580315772,0.03424711680195319,0.961,0.022077979580315772,0.03424711680195319,0.961,0.022105008597908864,0.03349145313691635,0.958,0,0,0,897,69.04787051019429,89.46345428696145,93.413706944395,92.36225450996541
40,250,2500,0.99,0.8,0.020076306911179623,0.989825,0.800752,0.2107104,0.023156168621188456,0.03326831090680401,0.974,0.025964848994963062,0.034136402031954255,0.954,0.025964848994963062,0.034136402031954255,0.954,0.025938984840860095,0.03332703459898651,0.951,0,0,0,899,5.839529645540938,30.365554386053244,51.86609928458775,35.41955263572696
40,250,2500,0.99,0.8,0.029563346468374517,0.98965,0.799608,0.2159388,0.024633602084901982,0.03325755337100135,0.983,0.027994097062289343,0.03409663069617261,0.962,0.027994097062289343,0.03409663069617261,0.962,0.027677680939016933,0.033258102691083855,0.959,0,0,0,883,-15.260332683069993,11.228645634852983,11.741215701252996,14.148664970812323
40,250,2500,0.99,0.8,0.03918241873065851,0.990025,0.799268,0.2209856,0.02660576231919641,0.03312196485110752,0.982,0.030044871069909145,0.03393955278361687,0.958,0.030044871069909145,0.03393955278361687,0.958,0.029787693485809088,0.03305977316575821,0.948,0,0,0,895,-24.41490441497022,1.6181992631648334,10.24699075430139,6.229032142120931
40,250,2500,0.99,0.8,0.04999999597153313,0.9904499999999999,0.8005960000000001,0.2270876,0.02805084472064048,0.03272032151587167,0.987,0.03130131626943399,0.03351949013598537,0.956,0.03130131626943399,0.03351949013598537,0.956,0.031021239537784313,0.03259120261291076,0.946,0,0,0,906,-26.209246533987923,2.826094760841683,5.6930005954608935,7.118598914525579
40,250,2500,0.99,0.8,0.06130798519473956,0.990025,0.800096,0.232742,0.02879515724047653,0.03262984765093006,0.99,0.03180505944064883,0.03337916058443866,0.964,0.03180505944064883,0.03337916058443866,0.964,0.03174150070146066,0.0324309819604377,0.953,0,0,0,887,-30.28263792989479,-0.38913542715699107,-2.871876867442137,2.751756079393612
40,250,2500,0.99,0.8,0.07004357654639723,0.9897,0.800844,0.2374,0.029417472964296715,0.03238972092378699,0.992,0.03163676683432467,0.0331071541557924,0.961,0.03163676683432467,0.0331071541557924,0.961,0.031451304003457053,0.03212853190841094,0.954,0,0,0,904,-30.335010747271102,0.48414476381227756,-3.9439324527206283,3.676107440643976
40,250,2500,0.99,0.8,0.07985389946003679,0.98995,0.800408,0.2437812,0.030215916696603787,0.03222859567494977,0.928,0.03175470828096427,0.03290275711125279,0.959,0.03175470828096427,0.03290275711125279,0.959,0.03112984149024827,0.031896370921381874,0.946,0,0,0,887,-30.314834318778825,1.3761877743921467,-3.4541870389513254,4.4532597670599765
40,250,2500,0.99,0.8,0.09005769599673488,0.988525,0.799644,0.2491948,0.031112275187992235,0.03221884919866588,0.895,0.03248254737180111,0.032859830880146254,0.954,0.03248254737180111,0.032859830880146254,0.954,0.03198379701534693,0.031820542445271965,0.938,0,0,0,877,-31.67524827407543,0.03130582030694283,-5.583579147854753,2.506932388435032
40,250,2500,0.99,0.8,0.10092145976379437,0.989725,0.799392,0.2555208,0.031029548909295487,0.03199357657715908,0.871,0.032397020378748,0.032594325255577074,0.958,0.032397020378748,0.032594325255577074,0.958,0.03179454788074949,0.031525192450337323,0.94,0,0,0,891,-31.614285050360888,-0.628150031885529,2.1065783100935094,2.189690240547138
40,250,2500,0.99,0.8,0.10830453384621769,0.990625,0.8015720000000001,0.2594236,0.03109999137134648,0.031552611660293224,0.869,0.031975669698431367,0.03213342645860236,0.947,0.031975669698431367,0.03213342645860236,0.947,0.031297441753651734,0.031052956141767764,0.934,0,0,0,867,-29.651242762035046,0.8166246442188319,1.2158711465142624,3.4517779012051673
40,250,2500,0.99,0.8,0.11995767669210997,0.989375,0.8001520000000001,0.2658416,0.031143746906868202,0.03158246299568355,0.834,0.03208371737504132,0.0321312717268443,0.943,0.03208371737504132,0.0321312717268443,0.943,0.031311680413891874,0.03101248527300576,0.941,0,0,0,889,-31.044209118776518,-1.3041796693678613,-0.06157211650269235,1.607066438144186
40,250,2500,0.99,0.8,0.1299855839797041,0.9899749999999999,0.80054,0.2713152,0.031419858721459304,0.03133679475907674,0.797,0.03285016422547152,0.03183309469678436,0.938,0.03285016422547152,0.03183309469678436,0.938,0.03166861554731519,0.030698636190847537,0.936,0,0,0,903,-30.77369247543628,-0.8242682599189209,-0.5705260073011669,1.6642625110323601
40,250,2500,0.99,0.8,0.14011042979399077,0.990375,0.800268,0.2780788,0.03164873665520198,0.031143851769909466,0.764,0.03225522629829149,0.03161474817514047,0.944,0.03225522629829149,0.03161474817514047,0.944,0.031478684565141676,0.03044527861027947,0.934,0,0,0,899,-29.897141049738774,-0.01030102508897898,-5.37235736314502,1.8990005337076978
