n_1,n_2,n_3,sigma_e,sigma_p,prev,sigma_e_hat,sigma_p_hat,rho_hat,ESE_hat_pi_RG,ASE_hat_pi_RG,covers_pi_RG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,covers_pi_SRG,ESE_hat_pi_SRG_restriction,ASE_hat_pi_SRG_restriction,covers_pi_SRG_restriction,ESE_hat_pi_SRGM,ASE_hat_pi_SRGM,covers_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,hat_pi_RG,hat_pi_SRG,hat_pi_SRG_restriction,hat_pi_SRGM
40,250,2500,0.99,0.8,0.15025204503364473,0.989775,0.800656,0.2838968,0.03105178763704085,0.03093902891835489,0.758,0.0318533268696949,0.0313702777611297,0.95,0.0318533268696949,0.0313702777611297,0.95,0.031031919789292865,0.030184364596446314,0.938,0,0,0,894,-29.370932213223856,-0.6001509430418409,2.7589378924771797,2.075590733433664
40,250,2500,0.99,0.8,0.16032946675383158,0.990575,0.800044,0.2896856,0.031251744213514676,0.030794339284554,0.695,0.03128859315623519,0.031185094876279035,0.951,0.03128859315623519,0.031185094876279035,0.951,0.03055195025510036,0.02996271953295636,0.95,0,0,0,888,-29.736767802653688,-0.5026082558358943,-2.5606613054156613,1.4186947361839666
40,250,2500,0.99,0.8,0.17026230863197309,0.98905,0.7989040000000001,0.2958124,0.03130339070748301,0.030813584698624816,0.656,0.03193893075730271,0.03116830444185907,0.947,0.03193893075730271,0.03116830444185907,0.947,0.03139645855893849,0.029936794521542253,0.94,0,0,0,903,-29.918902982898164,-1.0734747721470637,-1.4438771240324142,0.7892914079310379
40,250,2500,0.99,0.8,0.1806330198259395,0.990475,0.798976,0.301586,0.03063260618559952,0.03055319286173326,0.602,0.03116905868772506,0.030833860571669664,0.948,0.03116905868772506,0.030833860571669664,0.948,0.030411260660491643,0.0295971201787115,0.944,0,0,0,896,-29.947808508346878,-1.1972624939510568,-3.4820588972157878,0.1395281007216918
40,250,2500,0.99,0.8,0.1900678398849502,0.990275,0.7980360000000001,0.308082,0.030514133065314707,0.030470145144949435,0.574,0.031192562768780113,0.030709361410420556,0.955,0.031192562768780113,0.030709361410420556,0.955,0.030321496847600538,0.029448093598061924,0.944,0,0,0,908,-29.592362730342423,-1.0920869679281753,-2.987932503474481,0.3669904766338297
40,250,2500,0.99,0.8,0.1998390882015514,0.98995,0.800328,0.3145252,0.03159892193897433,0.03003140071538866,0.564,0.03174193747586709,0.03029077496605094,0.933,0.03174193747586709,0.03029077496605094,0.933,0.030706993518761855,0.02900086037933993,0.921,0,0,0,897,-27.72184792943948,-0.42921183911676514,0.9838580994693426,1.4096891136429197
40,250,2500,0.99,0.95,0.009912299793487728,0.990575,0.9508,0.056088,0.010546972136377071,0.015166852815279044,0.964,0.012103318832894313,0.0157499698201788,0.946,0.012103318832894313,0.0157499698201788,0.946,0.012094800161818575,0.015354105184661484,0.94,0,0,0,905,5.553062434756352,32.733869692707195,32.06968186731077,36.374012275263915
40,250,2500,0.99,0.95,0.020076306911179623,0.99005,0.950264,0.0627244,0.012501163872441084,0.015257213112039385,0.977,0.014300819844048672,0.015963767215032523,0.949,0.014300819844048672,0.015963767215032523,0.949,0.014233036069679919,0.015519071856396968,0.938,0,0,0,898,-23.552829395306752,4.046347596602913,9.510580240416656,8.65795019337501
40,250,2500,0.99,0.95,0.029563346468374517,0.988875,0.950004,0.0685696,0.013678207681371346,0.01531302524902776,0.986,0.0156269045533712,0.016150489983402985,0.962,0.0156269045533712,0.016150489983402985,0.962,0.015405214060186382,0.015643612469834155,0.944,0,0,0,890,-31.221416768936454,-2.0511106438376454,6.734408477853976,3.3506628968845757
40,250,2500,0.99,0.95,0.03918241873065851,0.9904499999999999,0.9499,0.0746768,0.015017196902622439,0.015289978588409905,0.919,0.01660999348038246,0.01624597288229543,0.951,0.01660999348038246,0.01624597288229543,0.951,0.016414448496527352,0.015672290050652193,0.936,0,0,0,898,-32.736964914205245,-1.7453774819751717,-0.3729465345737149,1.4923380542540003
40,250,2500,0.99,0.95,0.04999999597153313,0.990575,0.949892,0.0819744,0.014920816108891233,0.01528727568573059,0.877,0.016021122875725893,0.016356587273438073,0.953,0.016021122875725893,0.016356587273438073,0.953,0.01568718444722957,0.015721829365574213,0.941,0,0,0,897,-32.44306771375313,-0.007303790504473436,-1.9766634308423974,2.8436323058567816
40,250,2500,0.99,0.95,0.06130798519473956,0.990225,0.9493999999999999,0.0893312,0.015997819875740258,0.015352281561039497,0.809,0.017386641685827375,0.016537164817849233,0.935,0.017386641685827375,0.016537164817849233,0.935,0.016951088074828237,0.015840242605422772,0.925,0,0,0,913,-33.005907752748186,-1.4523627456692763,-0.05313147512656839,1.5585339028507688
40,250,2500,0.99,0.95,0.07004357654639723,0.9916,0.949444,0.0952748,0.015188167553561694,0.01532311168560314,0.752,0.01666899802702122,0.01659981102347104,0.943,0.01666899802702122,0.01659981102347104,0.943,0.01610064519871245,0.015833590636392954,0.93,0,0,0,884,-32.422107749047804,-0.6320575824789405,-0.4631059171567779,1.646198351571388
40,250,2500,0.99,0.95,0.07985389946003679,0.989475,0.949656,0.1013992,0.015295085937995648,0.015321817820788734,0.669,0.017023392618666897,0.016669773949998426,0.95,0.017023392618666897,0.016669773949998426,0.95,0.01641454069975356,0.015875716037651817,0.928,0,0,0,892,-32.155320083052565,-1.3125743016836269,2.478514157182367,1.5053763722428395
40,250,2500,0.99,0.95,0.09005769599673488,0.989225,0.949344,0.1083412,0.015244906477454532,0.015369289063026296,0.547,0.01675157684566892,0.016800022794070363,0.946,0.01675157684566892,0.016800022794070363,0.946,0.01638596798317564,0.015948922613910954,0.935,0,0,0,914,-31.935587300670292,-0.34833944164077163,-2.985825019492624,1.3774645606982876
40,250,2500,0.99,0.95,0.10092145976379437,0.9897,0.9499679999999999,0.1156216,0.015245362193427233,0.015257718927441185,0.456,0.017289583084434446,0.016761046553738192,0.947,0.017289583084434446,0.016761046553738192,0.947,0.016688729763967295,0.015861866390909973,0.927,0,0,0,906,-31.0186483333123,-0.6222233200272974,0.2161072035218825,1.2644638950842257
40,250,2500,0.99,0.95,0.10830453384621769,0.98985,0.949952,0.1203472,0.01484757703377093,0.015255609793149525,0.385,0.01671930972766374,0.01682145329490868,0.946,0.01671930972766374,0.01682145329490868,0.946,0.016122076288535018,0.015873312130605815,0.937,0,0,0,907,-31.079158869112955,-0.39672898720301086,-1.3647221412190684,1.1686409709286436
40,250,2500,0.99,0.95,0.11995767669210997,0.99095,0.950284,0.1284072,0.015290293372557766,0.015180189871484492,0.288,0.0170405184860799,0.01680914702872002,0.944,0.0170405184860799,0.01680914702872002,0.944,0.016266044556415265,0.015813333890780084,0.932,0,0,0,894,-30.449483231692927,-0.2894664337236581,-0.341047837056619,1.2081044697834629
40,250,2500,0.99,0.95,0.1299855839797041,0.989475,0.9495,0.1356208,0.01566916867968847,0.015318635953979236,0.241,0.01689331552634635,0.016989966767654314,0.949,0.01689331552634635,0.016989966767654314,0.949,0.016488093435328647,0.01594997993722369,0.927,0,0,0,905,-30.396683696228184,-0.4546111428037044,0.33143722900619627,1.066218545959004
40,250,2500,0.99,0.95,0.14011042979399077,0.9909,0.950108,0.1427072,0.0151075473179845,0.015193639269456483,0.167,0.01733452199061258,0.01690998635425044,0.948,0.01733452199061258,0.01690998635425044,0.948,0.016393273892287855,0.01583357413887516,0.934,0,0,0,903,-29.716242323506908,-0.30474902607429766,0.9964426306865773,0.9720289655535651
40,250,2500,0.99,0.95,0.15025204503364473,0.99025,0.948788,0.1494248,0.015230246736624483,0.015383047713052886,0.097,0.017138014138995326,0.017111491024214314,0.956,0.017138014138995326,0.017111491024214314,0.956,0.016355472297937722,0.016007847660439185,0.946,0,0,0,887,-30.494174744716698,-1.1243066513776019,-2.3081693185832814,-0.1494432415588688
40,250,2500,0.99,0.95,0.16032946675383158,0.98985,0.949808,0.1569716,0.014903178187989145,0.015250150863492806,0.065,0.01693367772742457,0.01704129330901918,0.95,0.01693367772742457,0.01704129330901918,0.95,0.016032732940746825,0.01589347164910689,0.943,0,0,0,889,-29.22283274196866,-0.3186404411492453,0.14558577694144667,0.7973415847844286
40,250,2500,0.99,0.95,0.17026230863197309,0.990225,0.949712,0.1639596,0.01556676595468739,0.0152526740582828,0.059,0.01754746455009435,0.01707215507709614,0.947,0.01754746455009435,0.01707215507709614,0.947,0.01695752884368333,0.01588611141137928,0.938,0,0,0,883,-29.05905059137202,-0.6222767854828289,0.23085731289037525,0.5847778313903462
40,250,2500,0.99,0.95,0.1806330198259395,0.991,0.9501799999999999,0.1718376,0.015262131224361868,0.015158347167064642,0.042,0.017226938418199972,0.017004015078071588,0.948,0.017226938418199972,0.017004015078071588,0.948,0.016348556256699037,0.015777240457466608,0.932,0,0,0,906,-28.319026838027654,0.046886583000502864,-0.5375140577219479,0.9585565215273198
40,250,2500,0.99,0.95,0.1900678398849502,0.990575,0.949916,0.1785924,0.01527879342866094,0.015205349617298584,0.029,0.017131635974976876,0.017063125938265807,0.95,0.017131635974976876,0.017063125938265807,0.95,0.016441337337869538,0.015813301355533816,0.944,0,0,0,901,-28.18758624872136,-0.22882736935123904,0.12076815425263981,0.6281770634913527
40,250,2500,0.99,0.95,0.1998390882015514,0.99125,0.949944,0.1854492,0.015575761618089287,0.015175539463195447,0.025,0.017514043045286382,0.017040767991771174,0.948,0.017514043045286382,0.017040767991771174,0.948,0.01674305322897277,0.015766576094258695,0.926,0,0,0,879,-28.088839451472175,-0.206146767607809,-0.5042892035554548,0.5040302009643802
40,250,2500,0.99,0.99,0.009912299793487728,0.99015,0.9904,0.0163864,0.005580322197866631,0.006510754221097815,0.934,0.006731015817225404,0.0071847078899759075,0.916,0.006731015817225404,0.0071847078899759075,0.916,0.006615487227192537,0.00689274848136596,0.892,0,0,0,889,-23.84882086820414,7.619722610930688,6.238648431842237,9.770909292044196
40,250,2500,0.99,0.99,0.020076306911179623,0.99025,0.9898399999999999,0.0234104,0.0070992992947665505,0.0068518098997453385,0.94,0.00859604390702975,0.007933607310333326,0.926,0.00859604390702975,0.007933607310333326,0.926,0.00822652163079606,0.007491933162627838,0.895,0,0,0,894,-32.243406490837955,1.4919988278220317,-0.5586092034131803,3.3821163819685434
40,250,2500,0.99,0.99,0.029563346468374517,0.989875,0.99004,0.0293988,0.007226517262870084,0.0069604920913844395,0.8,0.0087919486472993,0.008294072903473169,0.935,0.0087919486472993,0.008294072903473169,0.935,0.008346027926083613,0.007782552585063813,0.913,0,0,0,890,-32.95660457272328,-0.45125877869051867,-0.3065941620218851,1.7062005637964606
40,250,2500,0.99,0.99,0.03918241873065851,0.989375,0.98992,0.0357548,0.007167992734147636,0.007191218284461481,0.611,0.0085503486586167,0.008750036158064101,0.963,0.0085503486586167,0.008750036158064101,0.963,0.008318812914019452,0.008151080245913038,0.942,0,0,0,905,-33.17144580378158,-1.6854487767923965,0.26032347071918677,0.30732273140178945
40,250,2500,0.99,0.99,0.04999999597153313,0.990375,0.989868,0.043162,0.0073513617633444986,0.0073638279625727835,0.369,0.009298183455574921,0.009185140981913259,0.949,0.009298183455574921,0.009185140981913259,0.949,0.008658852352877241,0.008484783359671278,0.944,0,0,0,877,-32.66541099715959,-0.7477120764748911,-1.0707889201215806,0.6894025094317067
40,250,2500,0.99,0.99,0.06130798519473956,0.98995,0.989972,0.050922,0.007822407584833189,0.007505936635474165,0.21,0.009958042455194585,0.009603486066957961,0.943,0.009958042455194585,0.009603486066957961,0.943,0.009352298183529485,0.008799448126932572,0.922,0,0,0,875,-31.976914617637448,0.21764927552468308,0.909149724518401,1.4209343028856096
40,250,2500,0.99,0.99,0.07004357654639723,0.989675,0.989844,0.0568616,0.007693822169032321,0.007684701720191271,0.112,0.010076114770016641,0.009920431296776897,0.944,0.010076114770016641,0.009920431296776897,0.944,0.009405802832345277,0.009041329983942534,0.939,0,0,0,896,-31.964489818518622,0.11457200897789471,-1.8611980114839752,0.66636490066634535
40,250,2500,0.99,0.99,0.07985389946003679,0.98975,0.989744,0.063602,0.00781557171191742,0.007853628298486261,0.051,0.010305417643510804,0.010246970760571884,0.95,0.010305417643510804,0.010246970760571884,0.95,0.009588286318523018,0.009297845434012563,0.938,0,0,0,917,-31.825485316232037,-0.23798832244158566,-0.09108120515737816,0.517631130259159
40,250,2500,0.99,0.99,0.09005769599673488,0.98935,0.990016,0.0707556,0.007818425167651787,0.00794646210329409,0.026,0.010273017823236074,0.010477332876881075,0.95,0.010273017823236074,0.010477332876881075,0.95,0.009674297757602876,0.009470812634881386,0.948,0,0,0,886,-31.126729556254023,0.07544471535649563,-0.2357447571849475,0.7157039124592779
40,250,2500,0.99,0.99,0.10092145976379437,0.99,0.989852,0.0786968,0.008218947944605417,0.008131093720882589,0.013,0.010756452558167342,0.010815649501328913,0.95,0.010756452558167342,0.010815649501328913,0.95,0.01017623838835118,0.009718895465281879,0.941,0,0,0,899,-30.69867378406377,0.4356845175253744,0.8337889921019284,0.9375550536971275
40,250,2500,0.99,0.99,0.10830453384621769,0.990675,0.9900599999999999,0.0837552,0.008535157530127645,0.008177456393700731,0.011,0.011500173726568893,0.010901129342931064,0.944,0.011500173726568893,0.010901129342931064,0.944,0.010691989605936309,0.009790769225915007,0.929,0,0,0,886,-30.52408902493614,-0.10311276457957497,0.32923713092607737,0.46837755060893277
40,250,2500,0.99,0.99,0.11995767669210997,0.9901,0.99054,0.0918244,0.008002799931019116,0.00824212380881378,0.004,0.011286436569384604,0.01109604976899792,0.945,0.011286436569384604,0.01109604976899792,0.945,0.010353983617495054,0.009932023382008453,0.942,0,0,0,901,-29.996320506335824,0.3007994414472454,-1.9675180326094683,0.5668055422651184
40,250,2500,0.99,0.99,0.1299855839797041,0.990375,0.989996,0.0993204,0.008599215823221623,0.008497575526937714,0.002,0.011722982675367455,0.011430820397226253,0.949,0.011722982675367455,0.011430820397226253,0.949,0.010896535765732216,0.010186847477436424,0.938,0,0,0,878,-29.92014926634316,0.11398964099573194,-0.4460796936855979,0.2635675207551396
40,250,2500,0.99,0.99,0.14011042979399077,0.990075,0.98998,0.1068364,0.008960246582140171,0.008645983732083903,0.001,0.012018001296166201,0.011618550803272985,0.938,0.012018001296166201,0.011618550803272985,0.938,0.011129566124680745,0.010372238558510822,0.927,0,0,0,895,-29.499748134880463,-0.03762196123719835,0.5826725002663455,0.522834766178115
40,250,2500,0.99,0.99,0.15025204503364473,0.99025,0.989824,0.114114,0.008800481729469508,0.008804211948205744,0,0.012206999433667199,0.011832314055566081,0.949,0.012206999433667199,0.011832314055566081,0.949,0.01120801954650024,0.010535376458972283,0.942,0,0,0,892,-29.419556031842593,-0.19569850370430808,0.20465062811534585,0.09317849104228136
40,250,2500,0.99,0.99,0.16032946675383158,0.98965,0.989736,0.1219612,0.00892147719546576,0.00897388141720018,0,0.012014060020239374,0.012057227936739998,0.955,0.012014060020239374,0.012057227936739998,0.955,0.011338755097808703,0.010718334619988865,0.932,0,0,0,902,-28.868447557815347,0.47206289465761686,-1.5075895474196432,0.5555983834470472
40,250,2500,0.99,0.99,0.17026230863197309,0.989025,0.989908,0.1284712,0.009268795377191523,0.009072658926862742,0,0.012952211955060041,0.012196563705864227,0.936,0.012952211955060041,0.012196563705864227,0.936,0.011913115380237576,0.010833313189659051,0.92,0,0,0,895,-28.978213854336136,-0.42358563118962544,-1.1252741154276824,-0.1325871946660651
40,250,2500,0.99,0.99,0.1806330198259395,0.99015,0.989784,0.1365,0.009211249958635854,0.009187361624511005,0.002,0.012738011697477259,0.01234015910836366,0.942,0.012738011697477259,0.01234015910836366,0.942,0.011678989704921898,0.010927209452947357,0.935,0,0,0,897,-28.666155648058606,-0.16163815281806376,-1.7154415827888254,-0.11288592245736388
40,250,2500,0.99,0.99,0.1900678398849502,0.99025,0.990096,0.1439012,0.009474078635596907,0.009258899360616706,0,0.013540394874590531,0.012428805756298683,0.921,0.013540394874590531,0.012428805756298683,0.921,0.012356216270131198,0.011002799415481136,0.919,0,0,0,879,-28.087312691470487,-0.28547046145227445,0.625579361887973,0.13584207150084818
40,250,2500,0.99,0.99,0.1998390882015514,0.990275,0.990048,0.1512556,0.00960619910314738,0.009381835975303994,0,0.012481048693001949,0.012563108050291488,0.952,0.012481048693001949,0.012563108050291488,0.952,0.01176939525895721,0.011104642831932887,0.936,0,0,0,898,-27.875408727599968,-0.11444761389305377,-1.453595884172921,-0.0036533028351712717
250,250,2500,0.8,0.8,0.009912299793487728,0.798896,0.8003600000000001,0.2043612,0.026635737737045435,0.04436560464380394,0.966,0.028568240754895724,0.04554023573238488,0.956,0.028568240754895724,0.04554023573238488,0.956,0.028453480751067364,0.04453061099009869,0.955,0,0,0,881,115.05419851313918,136.76779515999635,144.41087701337034,140.40271964944202
250,250,2500,0.8,0.8,0.020076306911179623,0.797936,0.8001400000000001,0.20756,0.02826059792674863,0.04429302534278413,0.976,0.030831191192272407,0.045408311832350085,0.964,0.030831191192272407,0.045408311832350085,0.964,0.030904806473078614,0.044363208685654396,0.965,0,0,0,899,18.344507560307022,38.81896055683633,60.81191904939459,44.322582717688306
250,250,2500,0.8,0.8,0.029563346468374517,0.800992,0.798944,0.2119192,0.029871598241149933,0.044058219174514676,0.975,0.03319487873655226,0.045105794533362255,0.959,0.03319487873655226,0.045105794533362255,0.959,0.03322558261814018,0.04403000548373161,0.956,0,0,0,896,-7.370878652945347,17.931619797059557,9.170639478884425,19.6428964812358
250,250,2500,0.8,0.8,0.03918241873065851,0.799632,0.799224,0.2163648,0.03290658072424241,0.04383547927785137,0.973,0.03739977738928697,0.04486222252254025,0.945,0.03739977738928697,0.04486222252254025,0.945,0.03725191089270597,0.04371495123420107,0.943,0,0,0,884,-15.195540585868192,10.326560499509013,14.493289676616651,14.110099695598407
250,250,2500,0.8,0.8,0.04999999597153313,0.80054,0.7994800000000001,0.2203584,0.03508579153257021,0.043507402828737114,0.978,0.039589852881414755,0.04448045211880921,0.947,0.039589852881414755,0.04448045211880921,0.947,0.03944750781323549,0.0432951741515207,0.944,0,0,0,894,-23.866617652734043,4.762329016904959,-12.622436249611951,6.96812266749157
250,250,2500,0.8,0.8,0.06130798519473956,0.799888,0.799504,0.2247148,0.035200421138464943,0.04328855549966892,0.985,0.03961161331284441,0.04419630700444047,0.961,0.03961161331284441,0.04419630700444047,0.961,0.03917388359045832,0.04298584811363671,0.957,0,0,0,903,-28.54727926145823,-0.3620995585077265,-3.4948718553174274,2.894613662829756
250,250,2500,0.8,0.8,0.07004357654639723,0.799,0.7999160000000001,0.228556,0.03609369813507224,0.043043900205166824,0.988,0.04040549482121841,0.04392538821675971,0.958,0.04040549482121841,0.04392538821675971,0.958,0.04008878368632533,0.04266883676399607,0.948,0,0,0,885,-28.61351341447471,-1.4055926266920011,10.371950277289072,3.9645122042672236
250,250,2500,0.8,0.8,0.07985389946003679,0.799372,0.800104,0.2329148,0.036582297602969126,0.04274623979046707,0.995,0.04094069593684093,0.043565464826429035,0.966,0.04094069593684093,0.043565464826429035,0.966,0.04014474034944787,0.04229398428308396,0.962,0,0,0,899,-29.792696309449056,-1.2787112355156436,6.182846589383104,3.1349378587185277
250,250,2500,0.8,0.8,0.09005769599673488,0.801488,0.8006880000000001,0.23757,0.03826832936728879,0.04219122874426278,0.988,0.04145886399170617,0.04298450777692542,0.956,0.04145886399170617,0.04298450777692542,0.956,0.041069264351577824,0.04168240514792414,0.947,0,0,0,885,-29.155704472137117,0.14486632421375853,1.6334722472770173,3.643529699379138
250,250,2500,0.8,0.8,0.10092145976379437,0.79944,0.8016,0.24191000000000001,0.03936595540070539,0.04192657488181478,0.967,0.04263427728060456,0.042729778990918614,0.959,0.04263427728060456,0.042729778990918614,0.959,0.042102752133086514,0.041357002940913226,0.948,0,0,0,911,-28.61886826057386,0.8781313299878951,-3.1096181067688655,4.081963387361905
250,250,2500,0.8,0.8,0.10830453384621769,0.799764,0.799272,0.2450552,0.03855956827984054,0.042196455394223495,0.934,0.04151795708789869,0.04290571763473032,0.963,0.04151795708789869,0.04290571763473032,0.963,0.040861058620958894,0.04155464842191243,0.958,0,0,0,887,-32.09636678885939,-2.5893155846542983,-0.9198952196394398,0.5123282288576719
250,250,2500,0.8,0.8,0.11995767669210997,0.800696,0.799892,0.2499352,0.04036134509605482,0.04175992806928877,0.898,0.04310552701608517,0.042464546072313716,0.948,0.04310552701608517,0.042464546072313716,0.948,0.04244156163693482,0.041059134632181055,0.937,0,0,0,898,-31.520058603652068,-0.3947753368378433,-6.2212962429983,1.1859286187612763
250,250,2500,0.8,0.8,0.1299855839797041,0.798056,0.7999080000000001,0.2546736,0.04050211899688084,0.04167076133091126,0.892,0.041966575943120005,0.04231920578111434,0.947,0.041966575943120005,0.04231920578111434,0.947,0.04120680839104396,0.040889997456666646,0.939,0,0,0,890,-30.603949485263165,-0.12534145961270102,-2.5769486208035257,2.045339561118528
250,250,2500,0.8,0.8,0.14011042979399077,0.80148,0.8004,0.2585836,0.04050641625864898,0.04115163842313116,0.865,0.04172178773412052,0.04178662305209557,0.951,0.04172178773412052,0.04178662305209557,0.951,0.04116732330838577,0.04034595457198937,0.947,0,0,0,915,-30.872916559013255,-1.8462431181055892,-0.23649715890597947,0.7197964447759612
250,250,2500,0.8,0.8,0.15025204503364473,0.800452,0.798664,0.2638332,0.04221815339344327,0.041261724565000234,0.827,0.04404771896512881,0.041875447923380445,0.94,0.04404771896512881,0.041875447923380445,0.94,0.04279345196061225,0.040382897532590216,0.931,0,0,0,894,-31.413276418548328,-2.3710191353605183,1.1174571752735658,0.2990249134912767
250,250,2500,0.8,0.8,0.16032946675383158,0.799912,0.80098,0.2681844,0.03932019534158119,0.04062075713180693,0.848,0.040690787408596336,0.04125828157173043,0.95,0.040690787408596336,0.04125828157173043,0.95,0.03970923078464113,0.03974247889101067,0.941,0,0,0,891,-28.869167855640118,-0.13696340012194685,0.10807756368735531,2.0219219453234367
250,250,2500,0.8,0.8,0.17026230863197309,0.800996,0.8004,0.2729192,0.041525129106324436,0.04043890210649646,0.805,0.042796753433526416,0.04100552505560648,0.944,0.042796753433526416,0.04100552505560648,0.944,0.04181114453789511,0.0394928442231579,0.936,0,0,0,907,-29.148851211139473,0.5039315276579194,-3.3316870406012136,1.8313022828424208
250,250,2500,0.8,0.8,0.1806330198259395,0.801364,0.8020320000000001,0.27771,0.040816531907147804,0.039883882267086224,0.808,0.04178660231215717,0.04049916568623861,0.939,0.04178660231215717,0.04049916568623861,0.939,0.04040634276567286,0.03894513301144585,0.935,0,0,0,892,-27.548667632070085,0.6643600518448937,0.10855852785558628,2.5423553195538253
250,250,2500,0.8,0.8,0.1900678398849502,0.7988000000000001,0.799564,0.282172,0.04016284087910139,0.040264849637463164,0.785,0.04096246642896843,0.04081554540448095,0.94,0.04096246642896843,0.04081554540448095,0.94,0.04001168675714181,0.03925178576065152,0.931,0,0,0,890,-28.78098593814853,-0.5104459867986595,1.2642701798205935,1.214996754732216
250,250,2500,0.8,0.8,0.1998390882015514,0.798396,0.799676,0.2864196,0.042035555337129285,0.04009710743571203,0.747,0.042373768875930376,0.04064504641708474,0.944,0.042373768875930376,0.04064504641708474,0.944,0.041841408707043004,0.03905579333425776,0.921,0,0,0,895,-28.665797015095237,-1.3390905286447974,4.161050702605282,0.6988734909320181
250,250,2500,0.8,0.95,0.009912299793487728,0.7999080000000001,0.94994,0.0548,0.012390145498084426,0.019225196935549735,0.965,0.013746867002909958,0.019898159997942852,0.953,0.013746867002909958,0.019898159997942852,0.953,0.013822770079553454,0.019423565875013902,0.948,0,0,0,903,14.200115005495858,38.44214595900493,42.94537410052802,42.006218038385704
250,250,2500,0.8,0.95,0.020076306911179623,0.800148,0.9504039999999999,0.0600364,0.014734303554241426,0.01909060995137473,0.971,0.01700940560008805,0.01990392964640055,0.95,0.01700940560008805,0.01990392964640055,0.95,0.016846826083301073,0.019363095350302187,0.945,0,0,0,892,-18.38709768906675,6.585841843494713,26.321661185260503,12.396688555182129
250,250,2500,0.8,0.95,0.029563346468374517,0.800064,0.9502959999999999,0.0646788,0.016358654113930962,0.019095330606701467,0.987,0.01871655179792817,0.020042115347336263,0.965,0.01871655179792817,0.020042115347336263,0.965,0.018515235145330832,0.01942705569160734,0.951,0,0,0,885,-27.15487071709442,0.6748014462448816,4.995639736332726,4.904493103544231
250,250,2500,0.8,0.95,0.03918241873065851,0.80018,0.9505159999999999,0.0701448,0.01759775336846321,0.019031727886211873,0.988,0.01990449504477745,0.020102124917074672,0.949,0.01990449504477745,0.020102124917074672,0.949,0.019728227624239807,0.019439157852828747,0.936,0,0,0,899,-28.12633235398443,2.2863222272455475,6.077807741884535,6.235234387920059
250,250,2500,0.8,0.95,0.04999999597153313,0.800008,0.950908,0.0753856,0.01829066413889217,0.01893560572022399,0.943,0.02070887601165957,0.020145201772560344,0.945,0.02070887601165957,0.020145201772560344,0.945,0.020255129991779273,0.01941144034794759,0.939,0,0,0,888,-29.530025213684574,2.78898103624428,-1.070015913600214,5.258755902515681
250,250,2500,0.8,0.95,0.06130798519473956,0.80188,0.9504159999999999,0.0811124,0.018616050644514052,0.018969124652846128,0.881,0.020444465898603964,0.020283177183614866,0.943,0.020444465898603964,0.020283177183614866,0.943,0.019971688856826604,0.019503342406870336,0.932,0,0,0,891,-31.775139259442053,-0.06578090301503048,-1.6613116543592767,2.7041180079419602
250,250,2500,0.8,0.95,0.07004357654639723,0.801476,0.94946,0.08591,0.019342586345143072,0.01915170997233926,0.819,0.02105529846507591,0.0205590807054004,0.938,0.02105529846507591,0.0205590807054004,0.938,0.02061438360434979,0.01972524199007405,0.93,0,0,0,895,-33.04872918004051,-1.1516576708776332,-6.291617712318273,1.1070986528893207
250,250,2500,0.8,0.95,0.07985389946003679,0.800232,0.949448,0.0914684,0.019709787406052167,0.01916956892932201,0.795,0.021368249372608974,0.02069203222297082,0.942,0.021368249372608974,0.02069203222297082,0.942,0.02082409038523437,0.019790226265127497,0.925,0,0,0,915,-31.92240493484611,-0.13305296851029894,-4.698132303721118,1.7945511574534099
250,250,2500,0.8,0.95,0.09005769599673488,0.800104,0.950712,0.0965264,0.018434017279111505,0.018926012669359286,0.761,0.0208517811509106,0.020580341779414993,0.937,0.0208517811509106,0.020580341779414993,0.937,0.01990970804180344,0.01961445113767365,0.935,0,0,0,896,-30.376514811722082,1.1870520932562565,-1.5441592377713151,2.797422602422208
250,250,2500,0.8,0.95,0.10092145976379437,0.8016800000000001,0.9499879999999999,0.1024796,0.019235124117345688,0.01901209643805484,0.664,0.021348462066153505,0.020738562901980024,0.948,0.021348462066153505,0.020738562901980024,0.948,0.020676145289596434,0.019732751430743038,0.94,0,0,0,892,-31.016328105144307,-0.5604932423831548,0.3859056938237129,1.3046627927210352
250,250,2500,0.8,0.95,0.10830453384621769,0.79892,0.9502879999999999,0.106462,0.01935231529893275,0.019029998504287784,0.64,0.02155264977049052,0.02086063298969402,0.937,0.02155264977049052,0.02086063298969402,0.937,0.020892301340131238,0.01980081199989705,0.924,0,0,0,898,-30.3138614991732,0.3185365768034254,1.8038283513580178,2.1941223876498417
250,250,2500,0.8,0.95,0.11995767669210997,0.800716,0.95,0.1129364,0.01908252753231215,0.019027261820380285,0.534,0.02101669103031476,0.020975849256868975,0.945,0.02101669103031476,0.020975849256868975,0.945,0.020312389194270416,0.019840485162830067,0.934,0,0,0,893,-30.271971049398296,0.4625980284486958,-0.6057457738155935,1.8087909823988038
250,250,2500,0.8,0.95,0.1299855839797041,0.799152,0.950116,0.1184812,0.0191426324615951,0.01905826673067451,0.479,0.0211630705527929,0.021060928728283846,0.948,0.0211630705527929,0.021060928728283846,0.948,0.020471070908975087,0.01990599834265451,0.933,0,0,0,894,-29.76070581955027,0.6410883525977242,-0.4410502807521888,1.7287457879833852
