n_1,n_2,n_3,sigma_e,sigma_p,pi,hat_pi_RG,ESE_hat_pi_RG,ASE_hat_pi_RG,covers_pi_RG,n_sims
40,250,2500,0.99,0.95,0.05,-0.8517813515613731,0.015143025074994121,0.01530237889250469,0.956,NA
40,250,2500,0.99,0.95,0.060000000000000005,0.4090330603699043,0.01620328889974492,0.015247685090280242,0.933,NA
40,250,2500,0.99,0.95,0.06999999999999999,-0.006306905608341859,0.015202059934447489,0.015251237712325423,0.947,NA
40,250,2500,0.99,0.95,0.08,0.8093785256002746,0.015340624378905713,0.015235985349473888,0.94,NA
40,250,2500,0.99,0.95,0.09,0.33296830464996713,0.01515481009246087,0.015129790853924274,0.956,NA
40,250,2500,0.99,0.95,0.09999999999999999,0.14589525781952273,0.01541849604877358,0.015259598447572728,0.938,NA
40,250,2500,0.99,0.95,0.11,-0.06989467068353865,0.015187871293543738,0.015161494951423741,0.94,NA
40,250,2500,0.99,0.95,0.12,0.17420158663246366,0.01511699043692267,0.015166653616314876,0.942,NA
40,250,2500,0.99,0.95,0.13,1.4719861825098894,0.014988673952373632,0.015091959680413493,0.94,NA
40,250,2500,0.99,0.95,0.14,-0.5554769504431678,0.015287436008678495,0.015196594480688356,0.956,NA
40,250,2500,0.99,0.95,0.15000000000000002,0.2961611195983852,0.015481333941378673,0.015160867402050205,0.942,NA
40,250,2500,0.99,0.95,0.16,-0.2993833196519857,0.015414065510951964,0.015214668448411793,0.951,NA
40,250,2500,0.99,0.95,0.17,-0.046168963386256416,0.014963359158270323,0.015227189902538516,0.955,NA
40,250,2500,0.99,0.95,0.18000000000000002,0.2849312412255309,0.015514710241091216,0.015231801433157345,0.946,NA
40,250,2500,0.99,0.95,0.19,0.027750638439595413,0.015692377934887335,0.015233692071263742,0.947,NA
40,250,2500,0.99,0.95,0.2,-0.16057414444552165,0.014583436253277637,0.01516660008532305,0.952,NA
40,250,2500,0.99,0.99,0.01,1.7261812690001939,0.006203525761666754,0.006759399296225917,0.914,NA
40,250,2500,0.99,0.99,0.02,-0.5670723134529148,0.00698765881071504,0.007016076990286053,0.922,NA
40,250,2500,0.99,0.99,0.03,-0.566026237401931,0.007594850855562021,0.007252343353691905,0.914,NA
40,250,2500,0.99,0.99,0.04,-0.060326123163586404,0.007801416841692807,0.007466205320924653,0.924,NA
40,250,2500,0.99,0.99,0.05,0.4714317197516693,0.007710958808997092,0.007557442279670488,0.93,NA
40,250,2500,0.99,0.99,0.060000000000000005,0.11337558251329574,0.00785407388048961,0.007888878023356416,0.941,NA
40,250,2500,0.99,0.99,0.06999999999999999,0.8103750922525331,0.008414174258512062,0.0080086962110188,0.926,NA
40,250,2500,0.99,0.99,0.08,0.2723895349505088,0.008495632949918291,0.00826048737423584,0.942,NA
40,250,2500,0.99,0.99,0.09,-0.23695334936021323,0.008730006733050449,0.008449459441655977,0.933,NA
40,250,2500,0.99,0.99,0.09999999999999999,0.13620405015972448,0.008508270849939902,0.008642785918400939,0.945,NA
40,250,2500,0.99,0.99,0.11,0.49481139995199985,0.008810722834065747,0.008759219118570282,0.938,NA
40,250,2500,0.99,0.99,0.12,0.02660531449793132,0.009453273588133417,0.008969501858377363,0.94,NA
40,250,2500,0.99,0.99,0.13,0.4351283279281103,0.00931442356950014,0.009202080890039023,0.937,NA
40,250,2500,0.99,0.99,0.14,0.4812968831536693,0.009610528809636695,0.009319019458980666,0.949,NA
40,250,2500,0.99,0.99,0.15000000000000002,-0.3654270376135341,0.009512527205177585,0.009496031015185464,0.949,NA
40,250,2500,0.99,0.99,0.16,-0.008713410912623842,0.00946613083870484,0.009648682983264276,0.963,NA
40,250,2500,0.99,0.99,0.17,0.15384011700335784,0.009766438846245297,0.009824374189225176,0.957,NA
40,250,2500,0.99,0.99,0.18000000000000002,0.09187306383333833,0.009891303018967556,0.00999409565415432,0.944,NA
40,250,2500,0.99,0.99,0.19,0.04596114172963467,0.01001977122829524,0.010124614913091964,0.96,NA
40,250,2500,0.99,0.99,0.2,0.3068797899939413,0.010285485381940561,0.010196465371083815,0.952,NA
